"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
"11",0.698,0.0031,0.145,0.03,0.025184487401787,8e-04,0.01,0.012,0.043,0.029,0.0017,2.00790903010346e-07,6e-07,2.32602804874052e-05,0.000362,1.49059069605816e-06,9.70620743402138e-07,2.40363161722974e-06,4e-06,4.5e-05,0.000221675926732339,7e-06,3.52556914574788e-05,4.05172345145459e-06,1.4e-05,2.62556018367385e-06,1.49331851537594e-06,7.33980568929219e-07,0.000490639696524777,1.6e-05,1e-05,2.13320000961072e-06,5e-06,7e-07,5.43152134932665e-07,1.8e-05,5.05605810901102e-05,2.13478088380177e-07,2e-06,1.2e-05,1.5e-05,2e-05,1.1e-05,4.53508104671839e-06,0.000152,0,7.64137532401882e-07,6.19075151210234e-06,3.82174947537677e-07,3.4636521977203e-06,3.89503733647819e-06,9.6e-05,1.56672152180451e-06,4.89845747763297e-07,7e-06,7.76833353524523e-07,2.04970806505737e-07,4e-06,3.8e-05,6e-06,1.8e-05,1.44101133219504e-06,4.3e-05,0.000136,0.000311250157674192
"12",0.693,0.0031,0.1446,0.0298,0.025184487401787,8e-04,0.0102,0.0133,0.0449,0.0297,0.0017,2.00790903010346e-07,3e-06,2.32602804874052e-05,0.000335,1.49059069605816e-06,9.70620743402138e-07,2.40363161722974e-06,4.24700925375667e-07,3.75e-05,0.000221675926732339,5.7e-06,3e-05,3.1e-06,1.7e-05,2.62556018367385e-06,1.49331851537594e-06,6.8e-07,0.000490639696524777,1.6e-05,3.62503897721801e-06,2.13320000961072e-06,3.1e-06,3.28924425721173e-08,7e-07,1.88e-05,5.05605810901102e-05,2.1e-07,1.06796367209792e-06,1.05e-05,1.56e-05,1.5e-05,8e-06,4.53508104671839e-06,0.000141,0,6e-07,5.6e-06,3.82174947537677e-07,3.1e-06,4e-06,8.6e-05,1.3e-06,5.4e-07,7e-06,7.76833353524523e-07,2.04970806505737e-07,2.9e-06,3.4e-05,2.5e-06,1.4e-05,1.46e-06,4.1e-05,0.000128,0.00191411874453851
"13",0.678930165558691,0.00309506446017405,0.154158018304823,0.0335298649852188,0.025184487396071,0.000793606271839499,0.00972167683003386,0.0147809168130107,0.0462275653346508,0.0302562391138809,0.00140865113251511,2.00790902964773e-07,2.92559876779041e-06,2.32602804821259e-05,0.000377954986963561,1.49059069571985e-06,9.70620743181843e-07,2.4036316166842e-06,4.24700925279276e-07,4.15507196588648e-05,0.000221675926682026,1.09120862377931e-05,3.37282665531787e-05,4.05172345053499e-06,2.57922038347837e-05,9.92007839799374e-07,9.92007839799374e-07,7.33980568762632e-07,0.00049063969641342,1.78561411163887e-05,2.97602351939812e-06,2.13320000912656e-06,2.97602351939812e-06,3.28924425646519e-08,5.43152134809389e-07,1.09120862377931e-05,5.05605810786348e-05,2.13478088331725e-07,1.06796367185553e-06,1.68641332765894e-05,7.93606271839499e-06,1.68641332765894e-05,8.92807055819436e-06,2.97602351939812e-06,0.000155745230848502,0,7.6413753222845e-07,6.19075151069726e-06,3.82174947450937e-07,1.98401567959875e-06,3.89503733559416e-06,9.72167683003386e-05,1.98401567959875e-06,4.89845747652119e-07,4.96003919899687e-06,9.92007839799374e-07,2.04970806459216e-07,2.97602351939812e-06,5.05923998297681e-05,2.97602351939812e-06,5.95204703879624e-06,1.44101133186798e-06,4.16643292715737e-05,0.000149793183809705,0
"14",0.697339819451176,0.00285230673682427,0.146942974648809,0.0346211024607636,0.0251844872997374,0.000786843237744627,0.012589491803914,0.0144582444935575,0.0333424821994286,0.0289164889871151,0.000983554047180784,2.00790902196725e-07,2.92559875659965e-06,2.32602803931526e-05,0.000365882105551252,1.49059069001817e-06,9.70620739469105e-07,2.40363160749003e-06,4.24700923654745e-07,2.95066214154235e-05,0.00022167592583409,9.83554047180785e-06,4.13092699815929e-05,4.05172343503668e-06,1.57368647548926e-05,2.62556017303487e-06,1.49331850932489e-06,7.33980565955071e-07,0.000490639694536666,1.77039728492541e-05,3.62503896252906e-06,2.13320000096682e-06,3.31372703394001e-06,3.28924424388345e-08,5.43152132731769e-07,2.28275789657486e-05,5.05605808852347e-05,2.13478087515147e-07,1.06796366777045e-06,1.67204188020733e-05,1.60718774714529e-05,2.2621743085158e-05,1.47533107077118e-05,4.53508102834188e-06,0.000172121958256637,0,7.64137529305535e-07,6.88487833026549e-06,3.82174945989073e-07,3.46365218368531e-06,5.90132428308471e-06,0.000122944255897598,1.56672151545602e-06,4.89845745778402e-07,1.08190945189886e-05,7.76833350376732e-07,2.04970805675178e-07,7.86843237744628e-06,5.016125640622e-05,2.89467123943359e-06,1.96710809436157e-05,1.44101132635595e-06,3.6391499745689e-05,0.000145565998982756,0
"15",0.691496118361641,0.0030719862174439,0.146418044389859,0.0300216834886563,0.025184487401787,0.00074804859191004,0.0105724200989952,0.0132055511425186,0.0455810942003851,0.0298222038641469,0.00165568088342756,2.00790903010346e-07,6.98178685782704e-06,2.32602804874052e-05,0.000472766710087145,1.49059069605816e-06,9.70620743402138e-07,2.40363161722974e-06,4.24700925375667e-07,4.15507196682953e-05,0.000221675926732339,6.44636082038401e-06,6.28360817204434e-05,4.05172345145459e-06,4.08933230244155e-05,2.62556018367385e-06,1.49331851537594e-06,7.33980568929219e-07,0.000490639696524777,1.72549875200583e-05,3.62503897721801e-06,2.13320000961072e-06,3.3137270473675e-06,3.28924425721173e-08,5.43152134932665e-07,2.28275790582478e-05,5.05605810901102e-05,2.13478088380177e-07,6.98178685782704e-06,1.3365134842126e-05,1.60718775365775e-05,2.39375549411213e-05,4.9869906127336e-06,4.53508104671839e-06,0.000155693846929543,0,7.64137532401882e-07,6.19075151210234e-06,3.82174947537677e-07,3.4636521977203e-06,3.89503733647819e-06,9.04640097149875e-05,1.56672152180451e-06,4.89845747763297e-07,1.29661755931074e-05,7.76833353524523e-07,2.04970806505737e-07,1.89505643283877e-06,4.88725080047893e-05,2.89467125116303e-06,2.19427586960278e-05,1.44101133219504e-06,4.9869906127336e-05,0.000140134436217814,0.000126943988241202
"16",0.694369840812739,0.00307393438598217,0.143716412851115,0.0300606830213581,0.0258689543132006,0.000758503290047549,0.01010007012537,0.013373610640312,0.0457896459833968,0.0294419040215825,0.00163677025747103,2.00790903010346e-07,2.39527354751857e-06,2.32602804874052e-05,0.000347614073583633,1.97610067670282e-06,9.70620743402138e-07,2.40363161722974e-06,4.24700925375667e-07,3.82245736958173e-05,0.000221675926732339,9.0820788676746e-06,2.92422978926226e-05,4.05172345145459e-06,1.29743983823923e-05,2.58489937003046e-06,1.3473413704792e-06,6.98621451359584e-07,0.000490639696524777,1.63677025747103e-05,2.98411162795022e-06,2.13320000961072e-06,3.09389499887816e-06,3.28924425721173e-08,4.7007243370052e-07,1.95614006380684e-05,5.38936548191679e-05,1.95614006380684e-07,2.29547048303863e-06,1.12777462862333e-05,1.54694749943908e-05,1.30742014468722e-05,5.78857773983656e-06,4.18174840170951e-06,0.000139824093336397,0,7.64137532401882e-07,8.88247273871471e-06,8.88247273871471e-09,3.30348143428603e-06,5.68877467535662e-06,7.97426485194725e-05,1.29743983823923e-06,4.56100004673329e-07,5.78857773983656e-06,7.76833353524523e-07,1.91621883801486e-07,2.89428886991828e-06,3.75259522444577e-05,2.59487967647846e-06,1.22757769310327e-05,1.32738075758321e-06,3.43322541810996e-05,0.000127248907211924,4.1590008976744e-06
"17",0.685698952165672,0.00322160283560596,0.149553305946479,0.0312308287121434,0.0251844873205548,0.000788159715132957,0.0105514881863425,0.0140193909329275,0.0478807026943271,0.028649605645083,0.00140883549080016,2.00790902362698e-07,1.77335935904915e-06,2.32602804123795e-05,0.000350928113162949,1.49059069125029e-06,9.70620740271418e-07,2.40363160947687e-06,4.24700924005802e-07,4.15507195342742e-05,0.000166498739821837,7.48751729376309e-06,3.81272262195568e-05,4.05172343838582e-06,2.03936326290653e-05,2.62556017520515e-06,1.49331851055926e-06,7.33980566561778e-07,0.000490639694942227,1.58617142670508e-05,3.62503896552551e-06,2.13320000273012e-06,3.31372703667913e-06,3.28924424660233e-08,5.43152133180737e-07,2.28275789846178e-05,5.05605809270279e-05,2.13478087691607e-07,1.06796366865322e-06,1.36942750504351e-05,1.60718774847379e-05,1.56646743382675e-05,7.98011711572119e-06,4.53508103209057e-06,0.000147779946587429,0,7.6413752993717e-07,7.58603725815471e-06,3.82174946304978e-07,3.46365218654835e-06,4.92599821958098e-06,8.77812882729331e-05,1.56672151675107e-06,4.89845746183308e-07,4.92599821958098e-06,7.7683335101886e-07,2.04970805844607e-07,0,3.80287062551652e-05,2.89467124182632e-06,1.63543140890089e-05,1.44101132754708e-06,4.25606246171797e-05,0.000137533870290701,0
"18",0.690695664680473,0.00310480042120973,0.149265483972354,0.0307345858730477,0.0251844872536387,0.000773751524528607,0.0117531877143586,0.0136239034255607,0.0421155893097849,0.0292164657932764,0.00172380086477259,2.00790901829189e-07,1.17531877143586e-06,2.32602803505761e-05,0.000353575063740287,1.49059068728974e-06,9.70620737692443e-07,2.40363160309033e-06,4.24700922877356e-07,4.50538862383746e-05,0.000221675925428326,7.24779909052113e-06,2.54652400477769e-05,4.05172342762025e-06,1.37120523334183e-05,2.62556016822894e-06,1.49331850659146e-06,7.33980564611564e-07,0.00049063969363858,1.27326200238885e-05,3.62503895589365e-06,2.13319999706213e-06,3.31372702787443e-06,3.28924423786269e-08,5.43152131737562e-07,1.27326200238885e-05,5.05605807926866e-05,2.13478087124388e-07,1.06796366581561e-06,1.27326200238885e-05,1.76297815715379e-05,1.86092138810678e-05,8.03134493814503e-06,4.53508102004069e-06,0.000140058820262773,0,2.25269431191873e-06,6.19075147568513e-06,3.82174945289526e-07,3.4636521773453e-06,2.35063754287172e-06,8.42311786195698e-05,1.56672151258824e-06,4.8984574488177e-07,6.95396939766216e-06,7.76833348954786e-07,2.04970805299992e-07,3.42801308335459e-06,2.93829692858965e-05,1.17531877143586e-06,1.56709169524781e-05,1.44101132371827e-06,4.21155893097849e-05,0.000121449606381705,0
"19",0.70031507149632,0.00308901203378002,0.138811919743635,0.0294007220572891,0.025184487401787,0.00074867086900358,0.0102073428824361,0.0137521107900525,0.0461713466958441,0.0286163056295533,0.00183990334252471,2.00790903010346e-07,2.92559876845442e-06,2.32602804874052e-05,0.000349512129826605,1.49059069605816e-06,9.70620743402138e-07,2.40363161722974e-06,4.24700925375667e-07,4.12066857608071e-05,0.000221675926732339,7.74487105865772e-06,4.66678127893478e-05,4.05172345145459e-06,1.54897421173154e-05,2.76035147988057e-06,1.51918624612132e-06,6.75193887165032e-07,0.000490639696524777,2.38303724881776e-05,3.5149799420062e-06,2.13320000961072e-06,3.66391977005731e-06,3.28924425721173e-08,5.56042024724144e-07,2.2142387770265e-05,5.05605810901102e-05,2.18445081141628e-07,1.06796367209792e-06,1.06243744009792e-05,1.68798471791258e-05,1.58869149921184e-05,9.2700403515205e-06,4.66678127893478e-06,0.000136031709620014,0,7.64137532401882e-07,6.54342311237877e-06,3.82174947537677e-07,3.4752626545259e-06,3.89503733647819e-06,8.54914613013372e-05,1.12201337131836e-06,5.06395415373774e-07,6.75193887165032e-06,7.76833353524523e-07,2.18445081141628e-07,3.22702960777405e-06,3.09794842346309e-05,2.89467125116303e-06,1.65819675230236e-05,1.45961031490088e-06,4.26960840413182e-05,0.000131067048684977,9.57405301116321e-06
"20",0.693872931624502,0.00309497278854095,0.142768099600437,0.0305503765578558,0.025184487401787,0.000798702655107341,0.0111818371715028,0.013378269473048,0.0453263756773416,0.0294521604070832,0.0016972431421031,2.00790903010346e-07,2.92559876845442e-06,2.32602804874052e-05,0.000326469710275126,1.6972431421031e-06,9.70620743402138e-07,2.40363161722974e-06,4.24700925375667e-07,4.19318893931354e-05,0.000209659446965677,6.68913473652398e-06,2.49594579721044e-05,4.05172345145459e-06,1.577437743837e-05,2.79545929287569e-06,1.49756747832626e-06,7.98702655107341e-07,0.00119805398266101,1.70722692529194e-05,3.62503897721801e-06,2.13320000961072e-06,3.3137270473675e-06,3.28924425721173e-08,5.19156725819772e-07,2.21639986792287e-05,5.29140509008613e-05,2.19643230154519e-07,1.06796367209792e-06,1.29789181454943e-05,1.78709719080267e-05,1.59740531021468e-05,7.18832389596607e-06,4.89205376253246e-06,0.000146761612875974,0,7.64137532401882e-07,6.19075151210234e-06,3.82174947537677e-07,3.69399977987145e-06,3.59416194798303e-06,0.000101834588526186,1.56672152180451e-06,4.89845747763297e-07,7.88718871918499e-06,7.76833353524523e-07,1.99675663776835e-07,0,3.81380517813755e-05,2.89467125116303e-06,2.39610796532202e-05,1.39772964643785e-06,3.79383761175987e-05,0.000141769721281553,0.000147771598172586
