"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.68102,0.00504,0.15094,0.02625,0.01353,0.00044,0.0111,0.01715,0.03966,0.05581,0.00198,4.08e-06,1.77e-05,0.000125507241725003,0.0065344,0.0001081,6.13e-05,6.5e-07,0.00094695,0.00143954556927829,0.0001253,0.0024183,0.0001478,0.0005643,3.019e-05,1.379e-05,1.73e-05,1.51e-06,0.000345,5.676e-05,1.65662633474751e-05,2.739e-05,5.21e-06,2.7e-07,0.00047908,0.0009454,2.17e-06,5.55e-05,0.0001548,0.00046085,0.000193,0.0003424,0.00012,0.0038905,0.011,5.9e-06,6.78e-05,3.09664829721457e-06,7.264e-05,6.3e-05,0.004117,2.47e-05,5.72e-06,3.4e-06,0.0003271,1.574e-05,2.21e-06,9.27e-05,0.0003979,0.0002696,0.0001102,1.049e-05,0.0003038,0.0007553
"2",0.68066,0.00478,0.15133,0.02653,0.0155497876978983,0.00057,0.01143,0.01534,0.03741,0.05107,0.00182,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00727,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.000996,0.00143954556927829,0.000122,0.00433,9.67e-05,0.000538,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.00022,4.08815303569763e-05,1.65662633474751e-05,4.653684156664e-05,3.8556793245135e-06,2.63264978450146e-07,0.000478,0.000983908170039143,1.3816677107498e-06,4.2729798701399e-05,9.63e-05,0.000364,0.000184,0.000454,0.000104127479730135,0.00266,0.0039130825896953,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.98272974988852e-05,3.69e-05,0.00466,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.000295,1.29902688327133e-05,1.43883836204614e-06,7.44e-05,0.000394955720931286,0.000204836292960321,0.000111804576529345,9.22155724152813e-06,0.00031,0.00203
"3",0.6821,0.0048,0.1544,0.027,0.0155497876978983,0.00043,0.012,0.0179,0.0385,0.053,0.00217,2.66219917117261e-06,1.7e-05,0.000125507241725003,0.006439,8.04303718871581e-05,4.1e-05,9.86890011433918e-07,0.000761,0.00143954556927829,6.1e-05,0.004145,0.000107,0.00047,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.000223,4.08815303569763e-05,1.65662633474751e-05,4.2e-05,3.8556793245135e-06,2.63264978450146e-07,0.000454,0.000983908170039143,1.3816677107498e-06,3.4e-05,0.000106,0.000254,0.000147,0.000349,0.000104127479730135,0.002516,0.003,3.1e-05,3.2e-05,3.09664829721457e-06,5.6e-05,5.7e-05,0.004261,1.1e-05,4.89941446699324e-06,1.6e-05,0.000213,1.29902688327133e-05,1.43883836204614e-06,8.7e-05,0.000303,0.00017,9.2e-05,9.22155724152813e-06,3e-04,0.00152
"4",0.6813,0.00472,0.1534,0.0274,0.0155497876978983,0.000469,0.01173,0.01713,0.03662,0.0476,0.00208,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00691,9.87e-05,4.62663753545762e-05,9.86890011433918e-07,0.000965,0.00143954556927829,5.8e-05,0.00484,0.000965,0.000525,2.31e-05,1.01e-05,1.54e-05,0.00262234316246635,0.000236945286108005,4.85e-05,1.65662633474751e-05,4.51e-05,4e-06,2.63264978450146e-07,0.000471,0.000983908170039143,1.5e-06,4.5e-05,0.0001473,0.000393,0.000188,0.000458,0.0001099,0.00254,0.0039130825896953,3.22191107906251e-06,4.4e-05,3.09664829721457e-06,6.01e-05,4.33801344036699e-05,0.00386,1.238e-05,5.5e-06,2.65178877094226e-06,0.0002326,1.29902688327133e-05,1.5e-06,8.18e-05,0.0003938,0.0002254,0.0001035,1.02e-05,0.0003245,0.001825
"5",0.6788,0.0048,0.1518,0.0262,0.0155497876978983,0.000460382894986566,0.0112,0.0164,0.0379,0.0495,0.002,2.66219917117261e-06,1.476429763e-05,0.000125507241725003,0.008492079688,6.64062068e-05,3.589903364e-05,6.6061202e-07,0.00110750297,0.00143954556927829,4.12535366e-05,0.004371436915,0.0007157957966,0.0004223004469,2.662128458e-05,1.250258266e-05,1.561575811e-05,0.00262234316246635,0.0002515490573,4.299962961e-05,1.65662633474751e-05,3.42652572e-05,4.68982983e-06,2.63264978450146e-07,0.0005432565342,0.002175525132,1.67692048e-06,3.478751838e-05,0.000119229741679772,0.0004267398657,0.0001293692917,0.0004010952852,0.0001242541023,0.008084059479,0.0039130825896953,1.92687745e-06,8.119675754e-05,3.09664829721457e-06,6.773487636e-05,4.747170529e-05,0.004506013613,9.23900557e-06,5.6181356e-06,2.65178877094226e-06,0.0004125302005,1.709214782e-05,1.7739547e-06,7.597530013e-05,0.0003320565222,0.0002366204421,0.0001746308443,1.207282184e-05,0.0002458504876,0.001149004035
"6",0.6864,0.00487,0.1514,0.0275,0.0155497876978983,0.00046,0.0113,0.017,0.038,0.0507,0.00208,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00719,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.0009859,0.00143954556927829,5.95389147141074e-05,0.00515,0.0001394,0.00053,2.54e-05,1.08e-05,1.48e-05,0.00262234316246635,0.00023,3.88e-05,1.65662633474751e-05,5.03e-05,4.4e-06,2.63264978450146e-07,0.0004955,0.000983908170039143,1.4e-06,4.2729798701399e-05,0.0001212,0.0003821,0.00017,0.0004134,0.0001101,0.00268,0.0039130825896953,3.22191107906251e-06,4.8e-05,3.09664829721457e-06,6.2e-05,4.33801344036699e-05,0.00468,9.7e-06,5.1e-06,2.65178877094226e-06,0.0002473,1.29902688327133e-05,1.5e-06,7.99e-05,0.00042,0.000204836292960321,0.000116,9.4e-06,0.00031,0.00182
"7",0.6821,0.005,0.1543,0.026,0.0155497876978983,5e-04,0.0118,0.0166,0.04,0.0503,0.0019,2.66219917117261e-06,2.9e-05,0.000125507241725003,0.006585,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.000832,0.00143954556927829,6.5e-05,0.004235,0.000131,0.000455,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.000218,4.08815303569763e-05,1.65662633474751e-05,4.653684156664e-05,3.8556793245135e-06,2.63264978450146e-07,0.000568,0.000983908170039143,1.3816677107498e-06,3.1e-05,0.000109,0.000276,0.00016,0.000546,0.000104127479730135,0.002654,0.0039130825896953,3.22191107906251e-06,8.2e-05,3.09664829721457e-06,3.2e-05,4.33801344036699e-05,0.004451,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.000208,1.29902688327133e-05,1.43883836204614e-06,8.6e-05,0.000386,0.000233,0.000119,9.22155724152813e-06,0.000326,0.001638
"8",0.683000024759003,0.00487478632025691,0.1604,0.0281,0.0155497876978983,0.00044,0.0122,0.0161,0.0393,0.0513,0.00208278466247061,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.007173,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.0009408,0.00143954556927829,5.31e-05,0.005238,0.0001372,0.0005072,2.15e-05,9.34e-06,1.25e-05,0.00262234316246635,0.0002399,4.19e-05,1.65662633474751e-05,4.82e-05,3.83e-06,2.63264978450146e-07,0.000467,0.000983908170039143,1.38e-06,4.04e-05,0.0001266,0.0003686,0.0002068,0.0004363,0.0001068,0.002622,0.0039130825896953,3.22191107906251e-06,5.24e-05,3.09664829721457e-06,5.66e-05,4.33801344036699e-05,0.004343,1.05e-05,5.32e-06,2.65178877094226e-06,0.0002315,1.29902688327133e-05,1.48e-06,7.45e-05,0.0003818,0.000204836292960321,0.0001106,9.13e-06,0.0003109,0.001736
"9",0.6869,0.0046,0.1554,0.021,0.01,5e-04,0.0133,0.0171,0.0385,0.0502,0.0021,2e-06,1.8e-05,8.4e-05,0.00475,3.8e-05,3.3e-05,1.9e-07,0.00057,0.00143954556927829,4e-05,0.0041,9e-05,0.00037,1.5e-05,6.8e-06,9e-06,0.00262234316246635,0.00021,2.5e-05,1.6e-05,2.4e-05,2.6e-06,2.63264978450146e-07,0.00027,0.00053,9e-07,4.9e-05,0.00012,0.00024,0.00014,0.00015,6.6e-05,0.00213,1e-06,1.5e-06,4.3e-05,1.78e-06,3.8e-05,3e-05,0.0034,9e-06,2.6e-06,9e-07,9.1e-05,8e-06,9e-07,5.2e-05,0.00033,0.00021,7e-05,6e-06,2e-04,0.0013
"10",0.6916,0.00483,0.1561,0.0269,0.0155497876978983,4e-04,0.012,0.0172,0.0371,0.051,0.00198,2.66219917117261e-06,2.33e-05,0.000125507241725003,0.0070306,8.291e-05,5.352e-05,1.99e-06,0.0009203,0.00143954556927829,5.356e-05,0.00474845,0.0001335,0.00056371,2.228e-05,9.97e-06,1.373e-05,0.00262234316246635,0.0002374,3.663e-05,1.65662633474751e-05,5.039e-05,3.71e-06,2.63264978450146e-07,0.0004662,0.000983908170039143,1.33e-06,3.85e-05,0.0001168,0.0003653,0.00028265,0.00041072,0.0001018,0.0026421,0.0039130825896953,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.69e-05,4.55e-05,0.0045191,7.54e-06,4.77e-06,2.65178877094226e-06,0.00023047,1.187e-05,1.38e-06,7.646e-05,0.00037429,0.0002005,0.00010893,8.95e-06,0.00044,0.0017496
"11",0.6859,0.00498,0.155,0.0257,0.0155497876978983,0.00053,0.0111,0.0166,0.0362,0.0502,0.00205,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00676,9.34e-05,4.62663753545762e-05,2.8e-06,0.0009728,0.00143954556927829,5.77e-05,0.005295,0.0001365,0.0006283,2.36e-05,1.27e-05,1.57e-05,8e-07,0.0002454,6.01e-05,1.65662633474751e-05,4.653684156664e-05,4e-06,2.63264978450146e-07,0.000476,0.00104,1.4e-06,4.66e-05,0.000119229741679772,0.0003633,0.0002174,0.000355,0.0001038,0.00254,0.0039130825896953,3.22191107906251e-06,4.21e-05,3.09664829721457e-06,5.69e-05,4.33801344036699e-05,0.0042,1.0255202582246e-05,6.1e-06,6.5e-06,0.0002229,1.33e-05,1.4e-06,7.85e-05,0.000411,0.00068,0.000111804576529345,1e-05,0.00029,0.00163
"12",0.68721,0.00497,0.1533,0.02838,0.0155497876978983,0.00048,0.01202,0.01893,0.03736,0.04429,0.00204,1.34e-06,2.75e-05,0.000125507241725003,0.00747719,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.0010067,0.00143954556927829,6.292e-05,0.00515497,0.00014,0.00079062,2.355e-05,1.063e-05,1.409e-05,0.00262234316246635,0.00024569,3.951e-05,1.65662633474751e-05,4.892e-05,4.06e-06,2.63264978450146e-07,0.00049514,0.000983908170039143,1.42e-06,4.86e-05,0.00012574,0.00038699,0.00020248,0.00055623,0.0001087,0.0027142,0.0106575,3.25e-06,0.00010397,3.09664829721457e-06,5.95e-05,4.33801344036699e-05,0.00468845,9.18e-06,4.58e-06,2.65178877094226e-06,0.00024481,1.29902688327133e-05,1.58e-06,8.214e-05,0.00045687,0.000204836292960321,0.00011035,9.63e-06,0.00034365,0.00143256
"13",0.7052,0.0048,0.1444,0.02626,0.0155497876978983,0.00042,0.01104,0.01542,0.03948,0.04978,0.00214,1.92e-06,2.122e-05,6.1e-05,0.007136,7.66e-05,5.962e-05,7.3e-07,0.0009599,0.00143954556927829,5.972e-05,0.004723,0.0001287,0.0005564,2.449e-05,1.062e-05,1.508e-05,0.00262234316246635,0.0002215,3.843e-05,1.65662633474751e-05,5.445e-05,4.06e-06,2.63264978450146e-07,0.0004826,0.0009394,1.32e-06,4.68e-05,0.0001121,0.0003753,0.0001986,0.0004241,0.0001105,0.002633,0.01147,2.12e-06,6.13e-05,8e-07,5.587e-05,3.96e-05,0.004139,9.41e-06,4.66e-06,2.65178877094226e-06,0.0002102,1.425e-05,1.74e-06,7.913e-05,0.0004158,0.0001895,0.000106,9.83e-06,0.000353,0.001785
"14",0.723,0.0044,0.1423,0.02497,0.0166,0.00044,0.0118,0.0161,0.0286,0.0439,0.00188,2.6e-06,2.27812441242191e-05,0.000125507241725003,0.006657,9.03e-05,4.76e-05,1.13e-06,0.000963,0.00143954556927829,5.31e-05,0.006074,0.000144530975634658,0.0004083,2.72e-05,1.27e-05,1.4e-05,0.00262234316246635,0.0002254,5.03e-05,1.65662633474751e-05,4.653684156664e-05,4e-06,3.8e-07,0.00047,0.000983908170039143,2.4e-06,4.2729798701399e-05,0.000119229741679772,0.000372,0.000192,0.000357,1e-04,0.0026,2.34e-05,7.2e-06,4.5e-05,3.09664829721457e-06,5.63e-05,9.66e-05,0.00439,1.0255202582246e-05,5.6e-06,2.65178877094226e-06,0.0002436,1.29902688327133e-05,1.5e-06,7.27e-05,0.000367,0.000204836292960321,9.8e-05,9e-06,0.000303,0.00105
"15",0.6845,0.0048,0.1528,0.0266,0.0155497876978983,5e-04,0.0112,0.017,0.0383,0.0507,0.0021,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.0073,8.1e-05,4.93e-05,9.86890011433918e-07,0.000996,0.00143954556927829,6e-05,0.005228,0.000134,0.00054,2.25e-05,1.03e-05,1.31e-05,0.00262234316246635,0.000239,3.94e-05,1.7e-05,5.4e-05,4e-06,2.63264978450146e-07,0.000501,0.00096,1.45e-06,4.2e-05,0.000121,0.0003822,0.00018,0.00042,0.0001092,0.002701,0.011,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.74e-05,4.2e-05,0.004617,9.5e-06,4.5e-06,2.65178877094226e-06,0.000231,1.37e-05,1.5e-06,8.1e-05,4e-04,0.00021,0.000103,9.6e-06,0.00034,0.00176
"16",0.685,0.0053,0.154,0.0273,0.0155497876978983,6e-04,0.0128,0.017,0.0389,0.0513,0.0021,1.8e-06,1.96e-05,0.000125507241725003,0.00714,7.29e-05,4.62663753545762e-05,9.86890011433918e-07,0.000919,0.00143954556927829,5.24e-05,0.00579,0.000144530975634658,0.000514,2.32e-05,1.09e-05,1.32e-05,0.0113,0.000236945286108005,4.19e-05,1.65662633474751e-05,5.21e-05,3.9e-06,2.63264978450146e-07,0.000472,0.000983908170039143,1.4e-06,3.76e-05,0.000112,0.000366,0.000174,0.000399,9.81e-05,0.00264536483970723,0.014,2e-06,4.99467104776646e-05,1.64e-05,5.89e-05,4.33801344036699e-05,0.00439325388430581,7.7e-06,4.9e-06,2.65178877094226e-06,0.00021,1.37e-05,1.4e-06,7.58e-05,0.000376,0.000204836292960321,9.3e-05,9.6e-06,0.000298,0.00176
"17",0.6832,0.0049,0.1528,0.0268,0.0155497876978983,5e-04,0.0111,0.0166,0.0385,0.0524,0.0021,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00652,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.000878652673945235,0.00143954556927829,5.95389147141074e-05,0.00412,0.000144530975634658,0.00052,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.00021,4.08815303569763e-05,1.65662633474751e-05,4.653684156664e-05,3.8556793245135e-06,2.63264978450146e-07,0.000465480777281769,0.000983908170039143,1.3816677107498e-06,4.2729798701399e-05,0.00011,0.000359965715939479,0.00016,0.00043,0.000104127479730135,0.00255,0.0039130825896953,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.98272974988852e-05,1e-04,0.0044,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.00024,1.29902688327133e-05,1.43883836204614e-06,7.49332037871684e-05,0.00037,0.00018,1e-04,9.22155724152813e-06,0.00029,0.00158
"18",0.68562,0.00492,0.15199,0.02672,0.0155497876978983,0.000427,0.01153,0.01725,0.03819,0.05048,0.00209,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.007032,7.862e-05,5.281e-05,9.86890011433918e-07,0.0008398,0.00143954556927829,5.505e-05,0.005446,0.0001379,0.0005047,2.306e-05,1.011e-05,1.366e-05,0.00262234316246635,0.0002301,3.776e-05,1.65662633474751e-05,4.883e-05,3.84e-06,2.63264978450146e-07,0.0004674,0.001025,1.36e-06,4.183e-05,0.0001172,0.0003574,0.0001932,0.0004038,9.978e-05,0.002659,0.0039130825896953,1.94e-06,4.079e-05,3.09664829721457e-06,5.762e-05,4.036e-05,0.004533,1.048e-05,4.52e-06,2.65178877094226e-06,0.0002292,1.29902688327133e-05,1.46e-06,8.105e-05,0.0003855,0.000204836292960321,0.0001131,9.01e-06,0.0003142,0.001694
"19",0.687,0.00487,0.153,0.0262,0.0155497876978983,0.00047,0.0115,0.01693,0.0357,0.0484,0.0021,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00736,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.00096,0.00143954556927829,5.95389147141074e-05,0.00518,0.000128,0.000518,2.37e-05,1.08e-05,1.45e-05,0.00262234316246635,0.000253,4.59e-05,1.65662633474751e-05,4.653684156664e-05,4e-06,2.63264978450146e-07,0.000477,0.000983908170039143,1.5e-06,4.2729798701399e-05,0.000123,0.000333,0.000208,0.00038,0.000106,0.00244,0.0039130825896953,3.22191107906251e-06,7.58e-05,3.09664829721457e-06,5.8e-05,3.8e-05,0.00424,1.0255202582246e-05,5.1e-06,7e-06,0.000252,1.29902688327133e-05,1.5e-06,8.14e-05,0.00039,0.000155,0.000103,9.7e-06,0.000325,0.00169
"20",0.683,0.0047,0.15,0.0265,0.0155497876978983,0.00045,0.0112,0.0173,0.0445,0.0515,0.0021,1.8e-06,2.151e-05,0.000125507241725003,0.007197,9.615e-05,4.942e-05,6e-07,0.00099917,0.00143954556927829,5.882e-05,0.00529143,0.00013485,0.00058744,2.085e-05,9.1e-06,1.296e-05,0.00262234316246635,0.00024565,3.572e-05,1.65662633474751e-05,5.087e-05,3.49e-06,2.63264978450146e-07,0.00047705,0.00100351,1.24e-06,4.466e-05,0.00012562,0.00037723,0.00017801,0.00041899,0.00010027,0.00271305,0.0039130825896953,2.13e-06,4.779e-05,3.09664829721457e-06,6.107e-05,4.161e-05,0.0044604,1.054e-05,4.75e-06,2.65178877094226e-06,0.00023737,1.33e-05,1.44e-06,7.971e-05,0.00040012,0.00017549,9.316e-05,8.76e-06,0.00033566,0.00176076
"21",0.68569,0.00485,0.15411,0.02694,0.01782,0.0004812,0.011584,0.017133,0.03896,0.050809,0.002127,1.502e-06,1.8678e-05,0.000125507241725003,0.006666,7.404e-05,4.67e-05,4.6e-07,0.0009253,0.00129,5.742e-05,0.0055102,0.000137484,0.0005055,2.3188e-05,1.0408e-05,1.3175e-05,0.01156,0.00023461,3.7556e-05,1.65662633474751e-05,4.85e-05,4.056e-06,2.19e-07,0.0004571,0.0008977,1.39e-06,3.897e-05,0.000111447,0.00036048,0.0001929,0.00039161,0.00010312,0.00250038,0.00923,2.1e-06,4.54e-05,4.807e-06,5.507e-05,3.91e-05,0.0042167,8.95e-06,4.51e-06,1.6802e-06,0.000229634,1.3381e-05,1.485e-06,7.5504e-05,0.0003902,0.00021016,0.00010857,9.569e-06,0.0003089,0.001823
"22",0.68542,0.00532,0.15282,0.02701,0.0155497876978983,0.00038,0.01163,0.01724,0.03691,0.05193,0.00206,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00661,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.000878652673945235,0.00143954556927829,6e-05,0.00574,0.000144530975634658,0.00059,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.000236945286108005,4.08815303569763e-05,1.65662633474751e-05,4.653684156664e-05,3.8556793245135e-06,2.63264978450146e-07,0.000465480777281769,0.000983908170039143,1.3816677107498e-06,4.2729798701399e-05,8e-05,0.000359965715939479,0.00021,0.00039,0.000104127479730135,0.00275,0.0039130825896953,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.98272974988852e-05,4.33801344036699e-05,0.00459,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.00026,1.29902688327133e-05,1.43883836204614e-06,7.49332037871684e-05,0.00044,0.000204836292960321,0.00028,9.22155724152813e-06,0.00021,0.00196
"23",0.69068,0.00511,0.15266,0.02726,0.0155497876978983,0.000460382894986566,0.01107,0.01798,0.03682,0.05011,0.00209,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.007008,8.08e-05,4.62663753545762e-05,9.86890011433918e-07,0.0009683,0.00143954556927829,5.69e-05,0.005184,0.0001382,0.000503,2.23e-05,1.02e-05,1.35e-05,0.00262234316246635,0.000235,3.82e-05,1.65662633474751e-05,4.62e-05,3.9e-06,2.63264978450146e-07,0.0004792,0.000983908170039143,1.3816677107498e-06,4.35e-05,0.0001037,0.0003698,0.000159,0.0004133,0.0001057,0.0025377,0.0039130825896953,3.22191107906251e-06,4.7e-05,3.09664829721457e-06,5.58e-05,3.87e-05,0.004544,8.5e-06,4.8e-06,2.65178877094226e-06,0.0002305,1.02e-05,1.43883836204614e-06,7.65e-05,0.000368,0.0001868,0.000119,9.1e-06,0.000332,0.0016198
"24",0.6996,0.0047,0.1487,0.0245,0.0053,4e-04,0.0145,0.0168,0.0383,0.0508,0.0021,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00683,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,9e-05,0.00052,4e-05,0.00481,0.00014,0.00049,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00848,0.00023,4.08815303569763e-05,1.65662633474751e-05,5e-05,3.8556793245135e-06,2.63264978450146e-07,0.00047,0.000983908170039143,1.3816677107498e-06,5e-05,1e-04,0.00033,0.00019,0.00039,0.000104127479730135,0.00262,0.00568,3.22191107906251e-06,5e-05,3.09664829721457e-06,5.98272974988852e-05,6e-05,0.00435,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.00023,1.29902688327133e-05,1.43883836204614e-06,7e-05,0.00041,0.00014,1e-04,9.22155724152813e-06,0.00032,0.00156
"25",0.688,0.0051,0.153,0.0258,0.0155497876978983,5e-04,0.0114,0.0167,0.0401,0.0497,0.0019,2.66219917117261e-06,3.018e-05,0.000125507241725003,0.00724406,8.151e-05,4.62663753545762e-05,9.3e-07,0.00098476,0.00143954556927829,5.727e-05,0.005457,0.00013935,0.000529,2.228e-05,1.003e-05,1.322e-05,0.00262234316246635,0.00023031,3.675e-05,1.65662633474751e-05,4.616e-05,3.94e-06,2.63264978450146e-07,0.00018246,0.00103632,1.3e-06,4.584e-05,0.00012439,0.00037476,0.00018501,0.00033995,0.00010894,0.00283534,0.0039130825896953,2.61e-06,6.058e-05,3.09664829721457e-06,5.761e-05,4.765e-05,0.00453091,9.38e-06,4.51e-06,2.65178877094226e-06,0.00019742,1.176e-05,1.46e-06,6.587e-05,0.00039434,0.00018779,0.00010482,9.07e-06,0.00032485,0.00167228
"26",0.6786,0.00493,0.1523,0.02666,0.0155497876978983,0.000449,0.01141,0.01703,0.03879,0.05093,0.002085,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.006682,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.0008576,0.00143954556927829,5.95389147141074e-05,0.00457,0.000144530975634658,0.0005063,2.29256578593589e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.000246,4.08815303569763e-05,1.65662633474751e-05,8.44e-05,3.8556793245135e-06,2.63264978450146e-07,0.0005186,0.000983908170039143,1.3816677107498e-06,4.193e-05,0.0001171,0.0004242,0.0001819,0.000372,0.000104127479730135,0.002694,0.0111,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.98272974988852e-05,5.107e-05,0.004395,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.0002485,1.29902688327133e-05,1.43883836204614e-06,7.684e-05,0.0003939,0.000204836292960321,8.181e-05,9.22155724152813e-06,0.000311,0.001527
"27",0.68399,0.005008,0.15294,0.02685,0.0155497876978983,0.000464,0.01132,0.01724,0.03851,0.05092,0.002088,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.007062,8.04303718871581e-05,5.5e-05,9.86890011433918e-07,0.000916,0.00112,5.95389147141074e-05,0.005288,0.000106,0.000553,2.56e-05,1.038372924083e-05,1.36014824716436e-05,0.00262234316246635,0.000238,4.08815303569763e-05,1.65662633474751e-05,4.3e-05,3.8556793245135e-06,2.63264978450146e-07,0.000439,0.000983908170039143,1.3816677107498e-06,3.7e-05,0.000123,0.000338,0.000181,0.000405,0.000104127479730135,0.002736,0.0039130825896953,3.22191107906251e-06,4.52e-05,3.09664829721457e-06,5.62e-05,1.95e-05,0.004535,1.0255202582246e-05,4.89941446699324e-06,2.65178877094226e-06,0.000242,1.29902688327133e-05,1.43883836204614e-06,8.1e-05,0.000421,0.000204836292960321,0.000115,1.5e-05,0.000336,0.001768
"28",0.6474,0.00501,0.1355,0.026457463282649,0.0155497876978983,0.000460382894986566,0.0116386345654064,0.0168,0.00018,0.00217,0.00208278466247061,2.66219917117261e-06,2.27812441242191e-05,0.000125507241725003,0.00700600660991434,8.04303718871581e-05,4.62663753545762e-05,9.86890011433918e-07,0.00105,0.00143954556927829,5.95389147141074e-05,0.00470871032896094,0.000144530975634658,0.000518489021888888,2.45e-05,1.145e-05,1.545e-05,0.00262234316246635,0.000236945286108005,5.295e-05,1.65662633474751e-05,4.653684156664e-05,4.2e-06,2.63264978450146e-07,0.0005415,0.000983908170039143,1.75e-06,4.2729798701399e-05,0.000119229741679772,0.000434,0.000182383927666415,0.000394339787386731,0.0001115,0.00264536483970723,0.0039130825896953,3.22191107906251e-06,4.99467104776646e-05,3.09664829721457e-06,5.585e-05,4.33801344036699e-05,0.00439325388430581,1.0255202582246e-05,6.35e-06,2.65178877094226e-06,0.000231159026608117,1.29902688327133e-05,1.5e-06,7.49332037871684e-05,0.000394955720931286,0.000204836292960321,9.67e-05,1.035e-05,0.000329727192824634,0.00162170758739754
"29",0.6939,0.0049,0.1535,0.0268,0.017,5e-04,0.0116,0.0171,0.0379,0.0504,0.0021,1.8e-06,2.6e-05,0.000125507241725003,0.00704,7.45e-05,4.75e-05,6e-07,0.00097,0.00143954556927829,6e-05,0.00367,0.0001465,0.000558,2.28e-05,1.02e-05,1.25e-05,0.00262234316246635,0.000242,3.54e-05,1.5e-06,3.2e-05,4e-06,2.2e-07,0.000476,0.001045,1.4e-06,4.38e-05,0.00013,0.000373,0.000194,0.00041,0.0001085,0.00276,0.012,2.4e-06,4.6e-05,1e-05,5.86e-05,4.3e-05,0.00463,1e-05,5e-06,1.7e-06,0.000246,1.38e-05,1.8e-06,7.3e-05,0.00039,0.000195,0.000114,9.3e-06,0.00034,0.00216
