"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"21",0.5138,0.0203,0.1453,0.097,0.0605,0.0013,0.0574,0.0523,0.045,0.0419,0.0085,4.03224334654035e-06,0.00011,0.00726,2.86804391720434e-05,2.05196385496835e-06,0.00012,0.00155,0.00281,0.00033,0.00205,1.38681142376483e-05,0.00032,4e-05,3e-05,2e-05,0.00248,0.00024,0.00013,1.39770732240697e-05,0.00011,3e-05,7.36486117952334e-07,0.00044,0.000117487872856208,1.8550402644314e-06,4e-05,0.00059,5e-04,0.00148,1e-04,9e-05,6e-04,0.00129,3.83401707517704e-06,0.00013,8e-05,5e-05,0.00901,2.97387752709449e-05,1e-05,4e-05,1.51039800645396e-06,2.28536418282489e-06,1.70860061370554e-05,0.00103,1.67030647027719e-05,0.00017,5e-05,0.00092,0.00302
"22",0.517095596381943,0.021,0.142,0.0976,0.063977136012247,0.00132,0.061,0.0544346903004284,0.043,0.038,0.00840292520162587,4.03224334654035e-06,1.8e-05,0.00789,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00115,0.00183132544940375,0.00037,0.00221,1.3e-05,0.000332076030839613,4.3e-05,1.92842799886469e-05,2.59e-05,0.00478265153277162,0.000222702923533226,7.41970544593581e-05,1.39770732240697e-05,6.9e-05,8.11450767830005e-06,7.36486117952334e-07,0.000539,0.000117487872856208,1.84e-06,4.86781294971051e-05,0.000487854807111889,0.000467,0.00141,8.50376169912252e-05,0.000117933329755945,0.00064,0.00357,3e-06,0.000102,8.6e-05,2.77904819470821e-05,0.00916850824568652,3.1e-05,9.4e-06,7.2e-05,1.51039800645396e-06,2.28536418282489e-06,1.7e-05,0.00105,1.3e-05,0.000205505953263496,1.35e-05,0.00124,0.00282339337224804
"23",0.518379978573736,0.0210455466585609,0.151476363693471,0.0960819487003183,0.063977136012247,0.00121504437648232,0.0596864825274655,0.0523521713424438,0.0467879853488921,0.0392048378061608,0.00857613830668264,1.43e-05,1e-05,0.0079,3.46e-05,2.05196385496835e-06,1.5e-06,0.0011,0.00549,0.000367,0.00224,1.21e-05,0.000322,5.18e-05,2.13e-05,2.82e-05,0.00478265153277162,0.00024,8.74e-05,1.13e-05,5.82e-05,8.2e-06,5e-07,0.000577,0.000117487872856208,2.2e-06,4.55e-05,0.00054,0.00051,0.0017,6.84e-05,0.000128,0.00066,0.00281,3.83401707517704e-06,0.000115,9.2e-05,2.63e-05,0.00979,3.37e-05,1.15e-05,6.35e-05,1.6e-06,2.28536418282489e-06,1.8e-05,0.001,1.35e-05,0.000232,1.45e-05,0.00133,0.00256
"24",0.51908,0.02134,0.14861,0.09983,0.063977136012247,0.00130340296588514,0.0654,0.05503,0.04444,0.0394,0.00817,4.03224334654035e-06,2.61361191914624e-05,0.007238,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00112757,0.00183132544940375,0.000329,0.002042,1.38681142376483e-05,0.000221,4.64749099944251e-05,1.92842799886469e-05,2.6055132337126e-05,0.00478265153277162,0.000219,7.41970544593581e-05,1.39770732240697e-05,6.45641886657535e-05,8.11450767830005e-06,7.36486117952334e-07,0.000646,0.000117487872856208,1.8550402644314e-06,5.655e-05,0.000502,0.00047708,0.00156652,4.38e-05,0.000117933329755945,0.000632,0.00131138268515994,3.83401707517704e-06,4.009e-05,8.62524634905029e-05,2.77904819470821e-05,0.008772,2.97387752709449e-05,9.35958924254023e-06,8.527e-05,1.51039800645396e-06,2.28536418282489e-06,4.34e-05,0.000877,0.00034796,0.00020856,1.47539540256455e-05,0.001113,0.00295928
"25",0.5121,0.02114,0.145,0.098,0.0631,0.0013,0.0627,0.0548,0.0439,0.04,0.00828,4.03224334654035e-06,2.61361191914624e-05,0.00765736390268758,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00109,0.00183132544940375,0.00035,0.00226,1.19e-05,0.00032,4.82e-05,1.93e-05,2.81e-05,0.00478265153277162,0.00023,7.42e-05,1.39770732240697e-05,6.7e-05,8e-06,7.36486117952334e-07,0.000589,0.000117487872856208,1.9e-06,4.86781294971051e-05,0.000531,0.00048,0.00163,8.82e-05,0.000124,0.00063,0.00131138268515994,3.83401707517704e-06,9.48088214229874e-05,8.88e-05,2.77904819470821e-05,0.00917794248735775,3.13e-05,9.6e-06,7.31e-05,1.51039800645396e-06,2.4e-06,1.77e-05,0.0011,1.67030647027719e-05,0.00021,1.36e-05,0.00112,0.00278
"26",0.5339,0.0225,0.1419,0.1142,0.0595,0.00136,0.0462,0.0535,0.029,0.0423,0.006,1.095e-05,2.61361191914624e-05,0.0069,1.9e-05,3.2e-07,1.5e-06,0.0009539,0.00183132544940375,0.0003166,0.0019,9.9e-06,0.0003393,3.42e-05,1.27e-05,2.02e-05,0.00478265153277162,0.0002084,6.11e-05,1.05e-05,4.1e-05,5.6e-06,7.36486117952334e-07,0.0004673,8.1e-05,1.2e-06,4.61e-05,0.0005317,0.0003695,0.0013376,4.8e-05,9.48e-05,0.0006079,0.00131138268515994,2.8e-06,8.58e-05,6.68e-05,2.01e-05,0.0094022,2.64e-05,6.4e-06,4.75e-05,8.7e-07,1.55e-06,1.19e-05,0.001078,9.1e-06,0.0001745,9.03e-06,0.0008853,0.002411
"27",0.517095596381943,0.0205,0.1396,0.0969,0.063977136012247,0.0013,0.0597,0.0516,0.0441,0.0414,0.00840292520162587,4.03224334654035e-06,1.7e-05,0.0078,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.001018,0.0053,0.000358,0.00236,1.15e-05,0.000332076030839613,4.9e-05,1.92842799886469e-05,2.83e-05,0.00478265153277162,0.000222702923533226,7.41970544593581e-05,1.39770732240697e-05,7.15e-05,8.11450767830005e-06,7.36486117952334e-07,0.00056,0.000117487872856208,1.63e-06,4.86781294971051e-05,0.000487854807111889,0.00047,0.00157711012769858,8.50376169912252e-05,0.000117933329755945,0.00061,0.00131138268515994,3.83401707517704e-06,0.0001025,8.6e-05,2.77904819470821e-05,0.0094,2.89e-05,8.4e-06,6.56e-05,1.51039800645396e-06,2.28536418282489e-06,1.70860061370554e-05,0.00108,1.67030647027719e-05,0.000205505953263496,1.2e-05,0.0012,0.0024
"28",0.5229,0.0224,0.1414,0.0953,0.063977136012247,0.00123,0.0627,0.0531,0.0448,0.0406,0.00889,4.03224334654035e-06,2.61361191914624e-05,0.00741,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00095,0.00183132544940375,3e-04,0.0021,1.38681142376483e-05,0.00025,4.64749099944251e-05,1.92842799886469e-05,2.6055132337126e-05,0.00535,0.00028,7.41970544593581e-05,1.39770732240697e-05,5e-05,8.11450767830005e-06,7.36486117952334e-07,5e-04,1e-04,1.8550402644314e-06,7e-05,4e-05,0.00045,0.00086,4e-05,0.000117933329755945,0.000624746289064384,0.00334,3.83401707517704e-06,9.48088214229874e-05,8.62524634905029e-05,2.77904819470821e-05,0.00895,2.97387752709449e-05,9.35958924254023e-06,6.40900578280276e-05,1.51039800645396e-06,2.28536418282489e-06,1.70860061370554e-05,0.00105,1.67030647027719e-05,0.00021,1.47539540256455e-05,0.00105,0.00296
"29",0.5178418,0.02100679,0.1473566,0.102067875,0.063977136012247,0.00124625,0.062606615,0.05394767,0.043244875,0.04074739,0.008559245,4.03224334654035e-06,1.1e-05,0.00778,2.6e-05,2.05196385496835e-06,8e-07,0.00103,0.00314,0.000378,0.00168,1.4e-05,0.000357,4.5e-05,1.7e-05,2.7e-05,0.00435,0.000239,8e-05,1.39770732240697e-05,6e-05,7.4e-06,7.36486117952334e-07,0.000542,0.000102,1.6e-06,5.3e-05,0.00046,0.000467,0.00167,7.8e-05,0.000117,0.000604,0.00445,4e-06,0.000105,8.4e-05,2.4e-05,0.00979,2.97387752709449e-05,1e-05,7.3e-05,1e-06,2.1e-06,1.4e-05,0.00123,1e-05,0.00019,1.3e-05,0.00128,0.00288
"30",0.52518,0.02386,0.14645,0.09533,0.063977136012247,0.00134,0.06357,0.04893,0.04315,0.04149,0.00837,4.03224334654035e-06,2.61361191914624e-05,0.00732,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00104220540513533,0.00183132544940375,0.000354209818126518,0.00205,1.38681142376483e-05,0.000302,4.64749099944251e-05,1.92842799886469e-05,2.6055132337126e-05,0.00478265153277162,0.000225,7.41970544593581e-05,1.39770732240697e-05,6.45641886657535e-05,8.11450767830005e-06,7.36486117952334e-07,0.000675,0.000117487872856208,1.8550402644314e-06,4.86781294971051e-05,0.000515,0.000461011408662163,0.00158,1e-04,0.000117933329755945,0.00063,0.00389,3.83401707517704e-06,9.48088214229874e-05,8.62524634905029e-05,2.77904819470821e-05,0.00945,2.97387752709449e-05,9.35958924254023e-06,2.2e-05,1.51039800645396e-06,2.28536418282489e-06,5e-06,0.00105556997276958,1.67030647027719e-05,0.00022,1.47539540256455e-05,0.001175,0.002875
"31",0.5168,0.020667,0.1441,0.09676,0.063977136012247,0.001353,0.0635,0.05378,0.04454,0.04161,0.00841,4.03224334654035e-06,2e-05,0.0072,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00103,0.00183132544940375,0.00022,0.0022,1.38681142376483e-05,0.00033,4.64749099944251e-05,1.92842799886469e-05,2.6055132337126e-05,0.00478265153277162,0.00024,7.41970544593581e-05,1.39770732240697e-05,6.45641886657535e-05,8.11450767830005e-06,7.36486117952334e-07,0.00052,0.000117487872856208,1.8550402644314e-06,4.86781294971051e-05,0.00053,0.000461011408662163,0.00124,1e-04,0.000117933329755945,0.00064,4e-04,3.83401707517704e-06,9.48088214229874e-05,8.62524634905029e-05,2.77904819470821e-05,0.00915,2.97387752709449e-05,9.35958924254023e-06,5e-05,1.51039800645396e-06,2.28536418282489e-06,1.70860061370554e-05,0.00085,1.67030647027719e-05,0.00025,1.47539540256455e-05,0.0012,0.0031
"32",0.5865,0.0254,0.1623,0.1157,0.062,0.0016,0.0722,0.0627,0.0515,0.0464,0.0099,2.5e-06,3.52e-05,0.007631,2.86804391720434e-05,2.05196385496835e-06,1.78e-06,0.001001,0.00183132544940375,0.0003736,0.00238,1.17e-05,0.000315,4.78e-05,1.98e-05,2.77e-05,0.0035,0.0002087,7.55e-05,1.59e-05,6.81e-05,7.3e-06,7.36486117952334e-07,0.0005337,0.000117487872856208,1.8e-06,4.77e-05,0.0005485,0.0004566,0.001935,8.02e-05,0.00012,0.000647,0.00604,3.83401707517704e-06,9.48088214229874e-05,9.27e-05,2.88e-05,0.009523,2.97387752709449e-05,9.7e-06,4.73e-05,1.51039800645396e-06,2.28536418282489e-06,1.66e-05,0.00107,5e-05,0.00021,1.36e-05,0.001225,0.00296
"33",0.517095596381943,0.0221,0.1503,0.1018,0.063977136012247,0.00134,0.0659,0.0572,0.0457,0.043,0.0091,4.03224334654035e-06,2.61361191914624e-05,0.00769,2.85e-05,2.05196385496835e-06,3.24951255240534e-06,0.00105,0.00183132544940375,0.000362,0.00219,1.15e-05,0.000317,4.82e-05,1.92e-05,2.66e-05,0.00478265153277162,0.00023,7.4e-05,1.45e-05,6.25e-05,8.4e-06,7.36486117952334e-07,0.000564,0.000125,1.9e-06,5.06e-05,0.000545,0.000471,0.00168,8.73e-05,0.000122,0.000632,0.00131138268515994,3.83401707517704e-06,0.000106,8.94e-05,2.79e-05,0.00935,3.11e-05,9.5e-06,6.85e-05,1.3e-06,2.4e-06,1.65e-05,0.00109,1.67030647027719e-05,0.000224,1.42e-05,0.00111,0.00282
"34",0.52,0.021,0.1457,0.0979,0.063977136012247,0.0013,0.0634,0.0551,0.0447,0.0403,0.0113,4.03224334654035e-06,1.7e-05,0.007657,2.867e-05,2.05196385496835e-06,1e-06,0.0010657,0.00183132544940375,0.0003647,0.00226,1.15e-05,0.000332076030839613,4.888e-05,1.98e-05,2.65e-05,0.00478265153277162,0.0002547,7.096e-05,1.39770732240697e-05,6.643e-05,8e-06,7.36486117952334e-07,0.00055347,0.000115,2.06e-06,5.5e-05,0.0004433,0.0004693,0.0015833,8.38e-05,0.00012227,0.0006973,0.00131138268515994,2.57e-06,9.99e-05,8.82e-05,2.77904819470821e-05,0.010967,3.42e-05,9.53e-06,7.11e-05,1.2e-06,2.61e-06,1.733e-05,0.0010468,1.67030647027719e-05,0.000213,1.412e-05,0.0012633,0.00294
"35",0.52,0.022,0.141,0.0981,0.063977136012247,0.00136,0.0613,0.0541,0.0433,0.04,0.00840292520162587,4.03224334654035e-06,2.61361191914624e-05,0.00734,2.86804391720434e-05,2.05196385496835e-06,3.24951255240534e-06,0.00104220540513533,0.00183132544940375,0.000412,0.001876,1.38681142376483e-05,0.000304,4.64749099944251e-05,1.92842799886469e-05,2.6055132337126e-05,0.00478265153277162,0.000222702923533226,7.41970544593581e-05,1.39770732240697e-05,6.45641886657535e-05,8.11450767830005e-06,7.36486117952334e-07,0.000557820116819377,0.0001142,1.8550402644314e-06,4.86781294971051e-05,0.000487854807111889,0.00049,0.001583,0.000102,0.000112,0.000725,0.00131138268515994,3.83401707517704e-06,9.48088214229874e-05,8.62524634905029e-05,2.77904819470821e-05,0.008986,2.97387752709449e-05,9.35958924254023e-06,6.40900578280276e-05,1.51039800645396e-06,2.28536418282489e-06,1.70860061370554e-05,0.00104,1.67030647027719e-05,0.000177,1.47539540256455e-05,0.001765,0.00282339337224804
