"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"5",0.551227874562092,0.00779578154076322,0.164012316062019,0.0707915560938783,0.0469450495108132,0.00115808334213979,0.0314662132022426,0.062952222700932,0.0269229631676942,0.0153619260427432,0.00122737037970371,1.38261939890553e-06,3.29608335839786e-05,0.00638430560410396,8.79293592550909e-06,1.45196230124529e-06,1.39563889950179e-06,0.000267942872407898,0.00203407961835217,0.000183907593991088,0.000182125927310873,2.7417870578865e-05,0.000151936575229451,4.1493037352564e-05,2.44682224082868e-05,1.02346852630132e-05,0.00152133358023281,0.000184600464366727,3.86621669606667e-05,1.04467466599398e-05,3.43366761870335e-05,1.14454538573306e-07,8.51240747213861e-06,5.68608718636453e-07,0.000122836019452605,0.000218749075737515,3.52374076753645e-06,9.14642182947188e-06,3.57818058276524e-05,0.000167872593869152,6.86065960997847e-05,0.000131843334335914,3.76327595454314e-05,0.000573003800653609,0.000479586893665706,2.3785250180871e-05,0.000216769446092832,6.55475614550449e-06,4.06516947535736e-05,2.9635593417833e-05,0.00291995372590801,3.88997225180288e-06,6.66145375435963e-06,3.4514842855055e-05,3.03873150458901e-06,3.56333336043011e-06,1.34317871391768e-05,0.00152827408569558,6.80218077079011e-06,0.000232111575839128,2.3191361287466e-05,0.000834215932269584,0.0012105435277239
"6",0.5554414445366,0.007822870590311,0.158441473187821,0.0727678131480379,0.0448096609248196,0.00106761398152795,0.0319150445097471,0.0618932671945983,0.0296853374332816,0.0153150642836886,0.00100147860214126,1.09595771555082e-06,1.85084583169315e-05,0.0068289503172425,8.69207843367889e-06,7.84176641299291e-07,9.25895311413621e-07,0.000268887556763588,0.00194155547692953,0.000188485831252059,0.000125657220834706,2.29017370904757e-05,0.000181683335086571,4.16936327476358e-05,2.50369650535316e-05,9.49515089766009e-06,0.00145213270822245,0.000158441473187821,4.27706946405047e-05,9.97155569069256e-06,3.20284194458385e-05,4.440518330249e-08,8.48422438417788e-06,5.42744424523971e-07,0.000122161493638552,0.000227694663317023,3.34456061469818e-06,6.0466632582114e-06,4.60113282304524e-05,0.000167700426301957,5.76322591798274e-05,0.000142757940361835,3.62894274606094e-05,0.000543254902104931,0.000457771933634831,1.59858659888964e-05,0.000188798943953425,6.25660007573919e-06,3.68563021410667e-05,2.52259232803507e-05,0.00277768593424086,3.0233316291057e-06,6.29230895307624e-06,4.30824757147562e-05,1.90847809087297e-06,3.52407093017633e-06,1.54851266878258e-05,0.0013964012961932,2.76823802289991e-06,0.000220986646264945,2.46873923339162e-05,0.000855035976356456,0.0010354910829687
"7",0.56380286577392,0.00774143251732442,0.166912837690605,0.0662742149653871,0.0447757973545573,0.00103848484988498,0.0222802204157142,0.063347575842984,0.0271894215242614,0.0155772727482747,0.0012273002771368,1.31873087085815e-06,3.0588099214794e-05,0.00755780951432203,9.62958678984257e-06,1.38486955375435e-06,1.69189028106209e-06,0.000223274242725271,0.00194008820404787,0.000178241763325713,0.000129055344526616,2.44515978291101e-05,0.000203354215150205,4.63541873903206e-05,2.59621212471246e-05,1.13289256351089e-05,0.00145103530206091,0.000175126308776059,4.1822617136277e-05,9.81840221709439e-06,8.11906337182805e-06,1.09165785932067e-07,8.6855096535835e-06,5.42334261546278e-07,9.74287604619366e-05,0.000193158182078607,3.58749311778449e-06,8.72378098698992e-06,6.37252066974876e-05,0.000166251983695223,5.45676584757746e-05,0.000102621184711362,3.81407163048666e-05,0.000587876832748526,0.000457425986093189,1.31226721940011e-05,0.000205714407990853,6.25187183607177e-06,3.99344628637589e-05,2.57733058198728e-05,0.00288651584411212,9.15754822171303e-06,7.64702480369851e-06,3.84239394457444e-05,3.36769971952266e-06,3.58749311778449e-06,1.14233333487348e-05,0.00140790223330316,6.48786338358872e-06,0.000256128127067087,2.28466666974696e-05,0.000831920772471497,0.000203070992009327
"8",0.554574609909206,0.00778419719054084,0.162633783547835,0.0702800189124199,0.0446636566746495,0.0010980370099408,0.0315662097540442,0.0634055161915213,0.0276015992807588,0.0155476767016488,0.00120821739601547,8.833265140004e-07,3.57191627676281e-05,0.00690934609085388,8.5130828214964e-06,7.78796404134681e-07,1.53499170343353e-06,0.000305774114174765,0.00193522926633739,0.000193992816507551,0.000161786242116491,2.95886130809089e-05,0.000188248369028443,4.60874196110656e-05,2.76110164077737e-05,1.05471822567212e-05,0.0014474011940169,0.000202185717010539,4.69255439153944e-05,1.35418286474688e-05,8.64492259970541e-06,1.0889238096375e-07,9.3549739766311e-06,6.33772648104765e-07,0.000130992236777671,0.000222432540092638,3.60205108321059e-06,1.06884391619451e-05,5.56458035312192e-05,0.000177512844231424,5.62767510412195e-05,0.000144458728409021,3.91187456200177e-05,0.000629817454758494,0.000456280365822447,1.59149446552311e-05,0.000225351849467266,6.2362140655838e-06,4.2292317424049e-05,2.52567346540413e-05,0.00280912898855351,9.92565187373584e-06,7.30204028737644e-06,4.29232649340493e-05,4.59367455788268e-06,4.0022789813451e-06,1.35794971555285e-05,0.00151898258750815,3.98344472731524e-06,0.000245033644928469,2.54544943213548e-05,0.000979381209552683,0.00014587129746126
"9",0.553685637833441,0.00766744868040078,0.160633049854396,0.0717864882702523,0.0454565780636964,0.00105427419355511,0.0310531671556232,0.0627772360707814,0.0264526979473827,0.0156224266863166,0.00124596041056513,1.33878113440382e-06,3.91961323341823e-05,0.0068911195015102,8.51414116018601e-06,1.40592540384686e-06,1.71761413933772e-06,0.000316282258066532,0.00184018768329619,0.000162933284458517,0.000115011730206012,2.93187801072016e-05,0.000220439149561522,3.91881000507817e-05,2.31255784482141e-05,9.66913843219279e-06,0.0029423834311038,0.000172517595309018,0.000143764662757515,1.91686217010019e-05,2.87529325515029e-05,1.10825565669144e-07,8.00840760254399e-06,5.5058002655728e-07,0.000172517595309018,0.00020906110779424,3.33512385972262e-06,8.85641920132856e-06,4.79215542525049e-05,0.000230023460412023,0.000105427419355511,0.000134180351907014,3.58560913364562e-05,0.000613395894432062,0.000670901759535068,1.74167076020098e-05,0.00020127052786052,6.34692661998339e-06,3.71780315142516e-05,2.86959472766431e-05,0.0029232148094028,4.72366036444357e-06,6.21601692852666e-06,9.58431085050097e-06,3.41890293953614e-06,3.6286737422784e-06,1.38038791653501e-05,0.00145681524927615,6.58650623298574e-06,0.000249192082113025,2.17734327064545e-05,0.000900925219947091,0.00142806231672464
"10",0.549315922464805,0.0078358959968031,0.163844008905741,0.0692809016737609,0.0491261179298979,0.00111140837141784,0.0317918831622381,0.0624163205561801,0.0281587919313008,0.0154756611045325,0.00125150186361337,1.419614054248e-06,2.42735324144115e-05,0.00686809279445182,8.29672428048583e-06,7.56504857855842e-07,6.44430064099421e-07,0.000256006847638105,0.00209673259985971,0.000176302990144997,4.20280476586579e-05,2.81494523651544e-05,0.000257753346507476,4.08886205888009e-05,2.30874075138227e-05,9.23683091875836e-06,0.00199866715532284,0.000184605864449118,3.7722507665182e-05,1.42334988070655e-05,3.47338464983441e-05,1.0799552700459e-07,8.38693039943884e-06,5.36520429805572e-07,0.000111421024126175,0.000203722528967776,3.18479205591163e-06,6.60307326548247e-06,5.02655449997548e-05,0.000154270953605713,6.53769630245789e-05,0.00012725158874427,3.37718711852682e-05,0.000558440678589807,0.000486143097050769,1.59332998457045e-05,0.000228819370586026,6.18485167250006e-06,3.58078966051765e-05,2.78879445130561e-05,0.0024660564035517,3.50233730488816e-06,6.36024454567689e-06,2.95410477209633e-05,3.3315979260149e-06,3.5360120271796e-06,1.18519094397415e-05,0.00134615836650681,2.65243678556863e-06,0.000201183594358922,2.18919430470876e-05,0.000838552946451688,0.00122921765878813
"11",0.553531258609725,0.00814016556779007,0.163465882971784,0.0705165505581814,0.0448921737894808,0.00104118396797315,0.0320873968311725,0.0620924257263987,0.0276387016952872,0.0151444940796094,0.00123049014396827,1.32215837425153e-06,3.8709459875223e-05,0.00681502233582424,8.89739027177054e-06,1.38846895769626e-06,1.69628766024515e-06,0.000265028646393165,0.001945130672568,0.000188359645115142,0.000150378857709809,2.74493955192921e-05,0.000198771484794874,3.87015273233745e-05,2.28384434311086e-05,9.54908313345331e-06,0.00145480667689685,0.000179481095664807,3.92244941421372e-05,9.98991739234767e-06,2.88387079504767e-05,1.09449517897392e-07,7.90897250045155e-06,5.43743838407542e-07,0.000120497290536849,0.000230007003834068,3.29371383191921e-06,8.74645489991391e-06,5.01661366387063e-05,0.00016028712458299,9.93857423974369e-05,0.000123049014396827,3.54108899581517e-05,0.00057738383678511,0.000458614878500428,1.72004558595324e-05,0.000189146599824706,6.26812102869072e-06,3.6716416478818e-05,2.83396486728875e-05,0.00283959263992677,4.63800131188039e-06,6.13883675631615e-06,3.71986635830407e-05,3.40751116791212e-06,3.58361889967661e-06,1.04118396797315e-05,0.00132514323196583,6.50472594004694e-06,0.000224403253582962,2.15030863889942e-05,0.000908669644776566,0.00124942076156778
"12",0.547067370888418,0.00806994749509502,0.169844243792116,0.0690637367022086,0.0445049283586187,0.000966516967435799,0.0316229337889189,0.0636212139729584,0.0279633064364921,0.0152015290023883,0.00126679408353236,1.31075327295913e-06,4.44785478218028e-05,0.00692514098997689,7.88227429753468e-06,1.37649185312825e-06,1.68165527356372e-06,0.000248666986767463,0.00285263260291731,0.00015013855804828,0.000106035356621597,2.87049809689743e-05,0.000168905877804314,3.61270905303673e-05,2.11132347255393e-05,8.35145729143555e-06,0.00144225733497686,0.000177932869585396,3.61270905303673e-05,9.90374313215214e-06,2.85899416969609e-05,1.08505392849792e-07,6.75623511217258e-06,5.39053436958724e-07,0.000170782609779918,0.000213947445218798,2.53358816706472e-06,8.67100690062305e-06,0.000122925944402029,0.000143569996133667,6.50405458331939e-05,0.000151682658408681,3.28428095730611e-05,0.00056958815459566,0.000454658809964795,1.70520826047288e-05,0.000191426661511556,6.21405144320273e-06,3.43441951535439e-05,2.80951873662847e-05,0.0027400286843811,3.1153750795018e-05,5.25484953168978e-06,3.71592931169492e-05,3.34732698479665e-06,2.62742476584489e-06,9.665169674358e-06,0.00128556140328839,6.44861537139623e-06,0.000205971334322483,1.97056857438367e-05,0.00081637840938752,0.0011260391853621
"13",0.55155186723423,0.0076693409622252,0.165069844788926,0.0703808071103467,0.0446857950695675,0.00107408460650328,0.0319398843512818,0.0637855507546248,0.0270405510584599,0.0153575255140382,0.00117772434923606,1.3160801354458e-06,1.13061537526661e-05,0.00697212814747745,8.369771401277e-06,2.82653843816653e-06,1.68848947079752e-06,0.000298670894966264,0.00193618849970395,0.000182782819001436,0.000152633075660993,2.88216371616071e-05,0.000165823588372437,3.85236083011159e-05,2.27334503260246e-05,9.50518399943789e-06,0.00144811862607741,0.000177129742125103,3.90441709319433e-05,9.94399165096698e-06,2.87061303733987e-05,1.08946355553222e-07,7.87261329833033e-06,5.41244134163824e-07,0.000113061537526661,0.000205516169888977,3.27857193998098e-06,8.70624561589731e-06,4.80511534488311e-05,0.000127194229717494,2.92075638610542e-05,0.000123425511799939,3.524809868467e-05,0.000572845123468418,0.000456506529904925,3.95715381343315e-05,0.000228007434012101,6.23930516425454e-06,3.65476234266428e-05,2.63810254228877e-05,0.00283501805348103,4.64356377041813e-06,6.11061523874236e-06,3.20341022992207e-05,3.76871791755538e-06,3.56714425345786e-06,1.35698141352294e-05,0.00147639524420232,1.2248333232055e-05,0.0002364870493266,2.1404232199755e-05,0.000878111274790404,0.00113909499058111
"14",0.555508544317566,0.0079358363473938,0.166274666326346,0.0735954346978544,0.0421355120349718,0.00113369090677054,0.0316488711473443,0.0581961332142212,0.0252246226756446,0.0150214045147097,0.00128484969433995,1.31966017336746e-06,0.000377896968923514,0.00744457028779323,8.39253908707753e-06,1.38584546383563e-06,1.22816514900142e-06,0.000268306847935695,0.00194145537370784,0.000289091181226488,0.000193672196573301,2.89000385835446e-05,0.000232406635887961,2.49411999489519e-05,1.77611575394052e-05,8.78610452747171e-06,0.00145205783878702,0.000179141968491697,2.54135711601063e-05,9.97104157463368e-06,2.87842175905467e-05,1.09242714470739e-07,5.95187726054535e-06,5.42716441565928e-07,0.000153048272414023,0.000206075220711111,3.21212423584987e-06,8.72992858824882e-06,5.13120097573497e-05,0.000120927030055525,0.000163818336028343,0.000152713380482765,3.23101908429605e-05,0.000581640709938068,0.0015588249968095,1.71679558240815e-05,0.000203119620796389,6.25627749632703e-06,3.07041287250355e-05,2.82861012789083e-05,0.00294759635760341,4.6561953222074e-06,4.15686665815866e-06,3.73840997070376e-05,3.37007291929306e-06,3.02317575138811e-06,1.36067271224294e-05,0.00117431483092982,6.49243534581061e-06,0.000211622302597168,1.97451166262536e-05,0.000837041786165584,0.00091719119556337
