"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.422147600681669,0.0125924581189178,0.180416078063599,0.110065726780743,0.0608254838766568,0.00141938111745027,0.0409163902895762,0.11561587089385,0.0167505169052946,0.00160135305558492,0.000409436860802963,2.92701880553585e-06,2.61428959544449e-05,0.00072625000509539,2.24509240838268e-06,9.17370690132653e-07,2.17034047123716e-06,4.7485577256237e-05,0.00142178094379498,0.000327549488642371,0.000482225636056824,7.82297362040862e-06,0.000918958287579985,1.69961790217764e-05,1.00994425664731e-05,5.16254388488003e-06,0.00183395637418043,0.00018197193813465,1.51855582373366e-05,7.70766344576881e-06,6.47456155883086e-06,1.00452890594826e-07,3.44381892919826e-06,7.4171352426545e-07,1.87977012093094e-05,6.417542471725e-05,1.34386276312439e-06,4.36393911257853e-06,7.47085792011807e-06,3.61214297197281e-05,0.000100084565974058,9.30786463558737e-05,7.07506895467521e-06,4.77403379696255e-05,0.0205201866132147,1.86736327586726e-05,0.000334413644112092,4.61659025511573e-06,1.16098096529907e-05,1.4983093758657e-05,0.00355755139053242,6.70657577995254e-07,2.5103028865675e-06,5.17164248178677e-06,4.18724282825958e-07,1.41301209961556e-06,1.68869958588956e-06,0.00528628480281159,4.72266588311796e-06,8.565419127998e-05,9.21687866652004e-06,0.000791577930885729,0.000159771361682223
"2",0.415677624414038,0.0127238911679259,0.181979105336954,0.119275037351132,0.0611950498669338,0.00146462056609219,0.0417416861336273,0.108381921890822,0.0177585243638678,0.00146462056609219,0.000274616356142285,2.94480290743664e-06,3.66155141523047e-05,0.000732310283046093,2.25873323367968e-06,9.22944488908137e-07,2.18352711562321e-06,2.74616356142285e-05,0.00143041945924874,0.000338693505908818,6.40771497665331e-05,9.19635649639292e-06,0.000768925797198398,1.44531009046374e-05,8.93689065409464e-06,4.9814577387352e-06,0.00184509920215896,0.000183077570761523,1.33069248014318e-05,7.75449398607053e-06,1.83077570761523e-05,1.01063226421568e-07,3.04529078821129e-06,7.46220057968542e-07,0.000421078412751504,6.45653444166176e-05,1.22435098583844e-06,4.39045371430236e-06,1.13444190102393e-05,1.83077570761523e-05,0.000100692663918838,0.000201385327837676,7.05450103867333e-06,6.40771497665331e-05,0.0206448640116183,3.66155141523047e-05,0.000320385748832666,4.64463992509936e-06,5.4923271228457e-05,1.50741286593174e-05,0.00357916650838778,1.33214083790838e-06,2.24757788332122e-06,1.83077570761523e-05,4.21268385139215e-07,1.26297763525809e-06,2.74616356142285e-05,0.00551978875845993,0.000292924113218437,9.15387853807616e-05,8.01481242631037e-06,0.000814695189888778,0.000219693084913828
"3",0.417898028428241,0.013638969596222,0.17776123707076,0.118568109023156,0.0607857038305434,0.00145482342359701,0.0411896881805904,0.111930477152995,0.0170032487632901,0.00154574988757182,0.000181852927949626,1.3638969596222e-05,2.18223513539552e-05,0.000851071702804251,2.24362411131634e-06,9.16770726991701e-07,2.16892106215852e-06,0.000125478520285242,0.00142085109485828,0.000317333359272098,7.18319065401024e-05,9.13484021216376e-06,0.000808336264736089,1.43564211963648e-05,8.87710998923918e-06,4.94813576277094e-06,0.00183275696129482,0.000178215869390634,1.32179120963869e-05,2.18223513539552e-05,3.00057331116883e-05,1.00387194107673e-07,3.02492022365547e-06,7.41228441429808e-07,4.63724966271547e-05,6.41334537999322e-05,1.21616105504676e-06,2.72779391924439e-06,5.45558783848879e-06,4.91002905463991e-05,0.000101837639651791,0.00136116916570295,7.00731205778073e-06,2.90964684719402e-05,0.02050676635056,1.72760281552145e-05,0.000348248357023534,2.72779391924439e-06,1.06789193900373e-05,1.49732947710838e-05,0.0033342734339564,1.81852927949626e-05,2.23254338134734e-06,6.218002794187e-06,8.18338175773319e-06,1.25452932301443e-06,7.27411711798505e-06,0.00525009402990571,2.27316159937033e-05,8.18338175773319e-05,7.9611997287759e-06,0.000741959946034475,0.000238227335614011
"4",0.416892589966053,0.0126632594044798,0.180089639102281,0.119486897666556,0.0604684192070445,0.00136582297862604,0.0407033338001136,0.112883912405648,0.0164622372258237,0.0015376814991154,0.000397988152712222,2.90983628702326e-06,5.2462074675702e-05,0.000886428158313586,2.23191301172265e-06,9.11985436427997e-07,2.15759989189578e-06,0.00010854222346697,0.00141343464368191,0.000316581485111995,6.24117784935076e-05,9.08715886351114e-06,0.000832157046580101,1.42814846338669e-05,8.83077392132844e-06,4.92230785762915e-06,0.00182319047500307,0.000180903705778283,1.3148918237656e-05,7.66241704366329e-06,7.93688500542426e-06,9.98632006177666e-08,3.00913097365432e-06,7.37359433223185e-07,2.65471916863428e-05,6.37986948441204e-05,1.20981302947252e-06,4.33832142114181e-06,1.12097152606812e-05,3.63022138842091e-05,8.77382973024672e-05,0.00010854222346697,6.97073581981875e-06,4.97485190890278e-05,0.0203997266811855,1.85640126769818e-05,0.00041607852329005,2.17084446933939e-05,1.06231783735725e-05,1.48951382985154e-05,0.00342812522449846,1.3163229837156e-06,2.22089012011061e-06,3.43717040978737e-05,4.16266239943651e-07,1.2479810256544e-06,2.27273110835788e-06,0.00542711117334848,4.6949423530156e-06,8.43748444390118e-05,7.9196444600307e-06,0.000795976305424444,0.000226129632222853
"5",0.416948882774006,0.0122594324557399,0.180275000039969,0.117833379914393,0.0612069777582373,0.00146490604400178,0.0399186896990484,0.113621775037888,0.0171210893892708,0.00151068435787683,0.000366226511000444,2.94537689649403e-06,2.63068626706595e-05,0.000764589398341177,2.24313737987772e-06,9.23124385510344e-07,2.18395271988614e-06,4.52289741085549e-05,0.00143069827081708,0.000363479812167941,5.96949212930724e-05,8.70703529903556e-06,0.000819340261735744,1.68464195060204e-05,1.01627856802623e-05,5.21872778175633e-06,0.0018454588414235,0.000189064436303979,1.46490604400178e-05,7.75600546063557e-06,5.85962417600711e-06,1.01082925256395e-07,3.57070848225433e-06,7.46365508160336e-07,2.0600241243775e-05,7.15057262728367e-05,1.32757110237661e-06,4.39130948376069e-06,9.52188928601155e-06,3.76297740052956e-05,0.000112614652132637,8.13938420698487e-05,7.5076434755091e-06,4.57783138750555e-05,0.0206488880249077,1.87907526924615e-05,0.000344252920340417,4.64554523950455e-06,1.17192483520142e-05,1.50770668474312e-05,0.00375839956914206,6.40896394250777e-07,2.61851955365318e-06,4.76094464300577e-06,4.21350497066871e-07,1.26322380974418e-06,1.55646267175189e-06,0.00559410995553178,4.7522861676489e-06,8.81690325233569e-05,9.06410614726099e-06,0.000785555866095953,0.000160224098562694
"6",0.414326283203514,0.012510405115275,0.181832267451324,0.120080116914647,0.060081848462013,0.00142899023946029,0.0415485652643076,0.113465419957146,0.0166985148736932,0.00152785119942295,0.000269620799898168,2.89123388933956e-06,2.58232801941742e-05,0.000790887679701291,2.2176445342744e-06,9.06155171733781e-07,2.14380649348008e-06,6.02153119772574e-05,0.00140439864620709,0.00032174748787848,7.10001439731841e-05,1.25823039952478e-05,0.000798976303698237,1.41901840140149e-05,8.77431934720961e-06,4.89083985762599e-06,0.00181153493464831,0.000178848463932451,1.30648580424972e-05,7.61343170050145e-06,8.98735999660559e-06,9.92247815492631e-08,2.98989379137574e-06,6.29115199762391e-06,2.06709279921928e-05,6.33908338594718e-05,1.20207877198266e-06,4.31058680915841e-06,1.11380522663986e-05,5.84178399779363e-05,7.18988799728447e-05,9.88609599626614e-05,6.9261723505794e-06,4.6734271982349e-05,0.0202693125303775,1.61772479938901e-05,0.000331633583874746,4.56014910923738e-06,1.05552650721777e-05,1.70759839935506e-05,0.00347990579068568,1.30790781488549e-06,2.20669211130497e-06,6.14600272883567e-06,4.1360507643687e-07,1.24000276260074e-06,2.25820168342276e-06,0.00504370643009506,4.66492788617348e-06,8.44811839680925e-05,7.8690146784117e-06,0.000778305375706044,0.000233671359911745
"7",0.416719401721744,0.0124503791934972,0.180916765481266,0.119024187816622,0.0600524175875131,0.00149117095679693,0.0406927977969282,0.112646287941165,0.0171575147886052,0.00148218799922586,0.000305420557416238,2.88981762895602e-06,2.24573939276646e-05,0.000733907633556078,2.21655822918153e-06,9.05711294925405e-07,2.14275635768239e-06,4.32080259168266e-05,0.0014037107066486,0.000242539854418777,0.000121269927209389,1.33846067808881e-05,0.0010510060358147,1.33846067808881e-05,7.41992295370037e-06,4.11419456754815e-06,0.00181064756086274,0.000176964264149997,1.24863110237815e-05,7.60970228873023e-06,7.31212746284758e-06,9.91761766516475e-08,2.63200656832229e-06,7.3228665767489e-07,1.84150630206849e-05,5.65926326977147e-05,1.21269927209389e-06,8.89312799535517e-06,7.21331492956586e-06,3.09912036201771e-05,0.000163489827793398,0.00011049037812411,5.96468382718771e-06,5.15082787124915e-05,0.0202593836815064,2.182858689769e-05,0.000534485975478417,4.55791533681576e-06,1.0510060358147e-05,1.47926649457045e-05,0.0032608135982969,2.55115995018269e-06,2.05709728377407e-06,4.17707527054561e-06,3.14403514987304e-07,1.24863110237815e-06,1.4732050416548e-06,0.0056772291849136,5.61434848191614e-06,8.76736658936025e-05,1.00609124795937e-06,0.000785110491711153,0.000248827924718523
"8",0.419967327591746,0.0124692924919197,0.177341048773969,0.121921971032103,0.0617474733412414,0.0014778420731164,0.0391628149375847,0.109914504188033,0.0169028187112689,0.00138547694354663,0.000304804927580258,2.9713864016378e-06,2.65391685873533e-05,0.000703822287321688,2.27912340025683e-06,9.31276146489337e-07,2.20323837720533e-06,4.32268806386548e-05,0.00144333222407389,0.000383315287714567,5.16321074295044e-05,7.66630575429135e-06,0.000840522679084955,1.53326115085827e-05,9.51360834568685e-06,5.17244725590742e-06,0.00186175538781312,0.000186412126405287,1.34270498384592e-05,7.82449580024664e-06,8.10476942694476e-06,1.01975550192624e-07,3.23277953494213e-06,7.52956378600969e-07,1.83806607843853e-05,6.19770019413192e-05,1.20074668440708e-06,4.43008747062604e-06,1.14468280020983e-05,3.70700940001108e-05,0.000105296247709544,8.93170802939727e-05,7.11818383624871e-06,4.40581668047828e-05,0.0208312305155873,1.8956686695472e-05,0.000321430650902818,4.68656828580681e-06,1.09914504188033e-05,1.52102067006663e-05,0.00329743512564098,1.34416641630965e-06,2.21676310967461e-06,4.06406570107011e-06,4.25071283338344e-07,1.38547694354663e-06,1.4778420731164e-06,0.00582823967585282,4.7942518025628e-06,8.29438863536582e-05,8.22049653171e-06,0.000715829754165758,0.000253375063109933
"9",0.413672565064248,0.0125190381532601,0.180891029547831,0.12192454549262,0.0606461204433604,0.00145148268443596,0.0405507974964296,0.11239919037601,0.016873486206568,0.00154220035221321,0.000351646203326784,2.91838755250137e-06,2.6065805247132e-05,0.00086181784388385,2.23847203388222e-06,9.14665528642752e-07,2.16394052678078e-06,5.13180757294406e-05,0.00141758836701266,0.000362870671108989,0.000399157738219888,9.11386370193458e-06,0.000898104910994749,1.43234542687464e-05,8.8567253099049e-06,4.93677326293159e-06,0.00182854836604266,0.00017236356877677,1.31875595492314e-05,7.68493492985384e-06,7.96020948283671e-06,1.00156673052551e-07,3.01797404084984e-06,7.39526344225841e-07,2.66252071007565e-05,6.39861829097555e-05,1.21336836089788e-06,4.35107063949715e-06,1.12426577501111e-05,3.64088968167683e-05,0.000108861201332697,0.000117932968110422,6.9912210315947e-06,4.53588338886237e-05,0.0204596762664283,1.86185675677321e-05,0.000371942437886714,4.60297675916789e-06,1.06543971809325e-05,1.49389113047467e-05,0.00347448667586857,1.32019132068661e-06,2.22741674880771e-06,6.20372427412666e-06,4.17489540080227e-07,1.25164852306984e-06,2.27941008447575e-06,0.00512554822941448,4.70873958918455e-06,9.07176677772474e-05,7.94291827188464e-06,0.000816459009995226,0.000244937702998568
"10",0.426682428281661,0.0123140671942759,0.177322567597573,0.118566875556314,0.0588009890237085,0.0013017728176806,0.0401966336270293,0.113817163924236,0.0157444144841099,0.000536541499179165,0.000340947522955869,2.82959690062661e-06,1.97904651336577e-05,0.000686069457966801,2.17036751125928e-06,8.86837234053861e-07,1.23140671942759e-06,3.89652269076017e-05,0.00137445886726913,0.000319286170823011,4.30992351799657e-05,6.94865220248427e-06,0.000776979174050271,1.46889230103148e-05,8.88371990444191e-06,4.6617540092616e-06,0.00177291558990013,0.000155948865253223,1.3369558668071e-05,8.44393179036063e-06,5.98111835150545e-06,9.71094505264264e-08,3.07851679856898e-06,7.17026581942353e-07,1.64040966552319e-05,6.20394315652793e-05,1.23140671942759e-06,3.51830491265026e-06,1.09006048553262e-05,3.24563628191987e-05,0.000100271690010532,0.000118742790801946,6.43849799014998e-06,3.84374811707041e-05,0.0198371996555732,1.80521058755911e-05,0.000321924899507499,4.46293322497018e-06,1.0291041869502e-05,1.4484401528651e-05,0.00317527018366686,1.28002508304532e-06,2.19894057040641e-06,3.78217778109903e-06,2.6387286844877e-07,1.31936434224385e-06,1.58323721069262e-06,0.00427474046887007,4.56547826761202e-06,8.20481892332562e-05,8.53188941317689e-06,0.000720372930865141,0.000241284436408797
