"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"37",0.508,0.0242,0.1356,0.1314,0.081890341147972,0.0017,0.0555,0.0898,0.0238,0.01,0.003,3.19209069952894e-06,0,0.0036,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.00057,0.00044,0.00034,0.00088,5.86610728760232e-06,0.00057,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.00355,2e-04,6e-05,1.71600210736816e-05,5e-05,1.17290085744213e-05,1.28709473488108e-06,3e-04,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00013,0.00049,0.00057,0.00012,7.56892190503941e-05,0.00029,0.00337,2.28888667339951e-06,0.00026,1.40123736982278e-05,9.07392662827571e-05,0.000177009969382928,0.00393,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00321,9.22196742634029e-06,0.00031,2.52293384313724e-05,0.00108,0.00169
"38",0.507,0.0244,0.138,0.133,0.0767,0.00171,0.0551,0.0904,0.0246,0.01,0.003,3.19209069952894e-06,0,0.00347,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.00072,0.00131366910737683,0.00036,0.00095,5.86610728760232e-06,0.00066,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.00021,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.00021,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00015,0.00035,0.00052,0.00014,7.56892190503941e-05,0.00022,0.0024612406905419,2.28888667339951e-06,0.000266977542165582,1.40123736982278e-05,9.07392662827571e-05,7e-05,0.0042,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,7e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00308,9.22196742634029e-06,0.00031,2.52293384313724e-05,0.00115,0.00197
"39",0.50528,0.03234,0.13807,0.12225,0.081890341147972,0.00126,0.05561,0.08547,0.01809,0.00954,0.00263,3.19209069952894e-06,7e-05,0.00336354646101447,1.03350047388189e-05,4.3794834734609e-07,8.1e-07,0.000595261214198899,0.00208,0.00017,0.00102,5.86610728760232e-06,5e-04,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.000219766091202465,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.00028339895457814,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00016927928967193,0.000331013782099862,0.00026,9e-05,7.56892190503941e-05,0.000253914025576702,1.08e-06,2e-05,0.000266977542165582,1.40123736982278e-05,9.07392662827571e-05,0.000177009969382928,0.00373726830303468,1.36301550335424e-05,1.11212421431204e-05,6.39e-06,3.3972995067174e-05,4.5e-07,4.13433546970038e-06,7.87709246331074e-06,0.00188,9.22196742634029e-06,0.000296063987509499,2.52293384313724e-05,0.00078,0.00198894847850945
"40",0.506108057279728,0.0245,0.1366,0.1358,0.081890341147972,0.0017,0.058,0.0937,0.0252,0.0100453354670734,0.00312222800264227,3.19209069952894e-06,0,0.0038,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.00062,0.00131366910737683,0.000462,0.00095,5.86610728760232e-06,0.000640508904284308,6.1e-05,3.08355923958225e-05,2.24e-05,0.0052807289020985,0.000219766091202465,7.25854709934057e-05,1.71600210736816e-05,4.96e-05,1.17290085744213e-05,1.28709473488108e-06,0.000277,0.000130542624377214,4.1e-06,3.35293828725963e-05,0.00016927928967193,0.000331013782099862,0.000524217925173229,0.00013738472103297,7.56892190503941e-05,0.000253914025576702,0.0024612406905419,2.28888667339951e-06,0.000287,1.40123736982278e-05,8.7e-05,0.000177009969382928,0.0037,1.36301550335424e-05,1.01e-05,1.84022223585045e-06,2.94e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00349,9.22196742634029e-06,0.000296063987509499,2.63e-05,0.00113809923585423,0.00198894847850945
"41",0.5446,0.0245,0.1399,0.1318606946408,0.1235,0.0017,0.0529,0.0898,0.0247,0.01,0.0029,3.19209069952894e-06,0,0.00339,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.000604,0.00131366910737683,0.000418857443705223,0.000888,4.7e-06,0.000647,6.78e-05,3.2e-05,2.42e-05,0.0052807289020985,0.000212,7.39e-05,1.71600210736816e-05,5.23e-05,1.27e-05,1.28709473488108e-06,0.000275,0.000130542624377214,3.7e-06,3.35293828725963e-05,0.000169,0.000334,0.000524217925173229,0.000145,7.92e-05,0.000257,0.0024612406905419,2.28888667339951e-06,0.000278,1.40123736982278e-05,9.35e-05,0.000177009969382928,0.00415,1.12e-05,1.19e-05,1.84022223585045e-06,3.13e-05,1.76457826436166e-06,4.29e-06,6.35e-06,0.00330727616048953,9.22196742634029e-06,0.000316,2.47e-05,0.00113809923585423,0.002
"42",0.507,0.0244,0.139,0.13,0.081890341147972,0.00215,0.0575,0.0897,0.0253,0.0101,0.00301,3.19209069952894e-06,1.277e-05,0.00337101,1.06e-05,4.3794834734609e-07,1.42e-06,0.00059211,0.00131366910737683,0.00045346,0.00097472,4.61e-06,0.0006431,6.034e-05,2.998e-05,2.164e-05,0.0052807289020985,0.00021832,7.007e-05,1.71600210736816e-05,4.902e-05,1.166e-05,1.28709473488108e-06,0.00026173,0.00013031,3.53e-06,3.351e-05,0.00017931,0.00032431,0.00051976,0.00012908,7.832e-05,0.00025255,0.0024612406905419,7.8e-07,0.00025281,1.40123736982278e-05,8.401e-05,0.0002048,0.00407229,1.096e-05,1.067e-05,1.84022223585045e-06,2.816e-05,1.66e-06,4.16e-06,6.36e-06,0.00313447,3.97e-06,0.00028429,2.537e-05,0.00117431,0.00192597
"43",0.5006,0.0251,0.1356,0.1382,0.081890341147972,0.0017,0.054,0.0909,0.0249,0.0097,0.00296,3.19209069952894e-06,9.92e-06,0.0032868,9.29e-06,9e-08,1.41e-06,0.00055704,0.00131366910737683,0.0003991,0.00093268,4.31e-06,0.00058732,5.85e-05,2.857e-05,2.065e-05,0.0052807289020985,0.00019967,9.09e-05,1.416e-05,6.049e-05,1.084e-05,1.28709473488108e-06,0.00024828,0.00011096,3.17e-06,2.958e-05,0.0001859,0.00030834,0.0005413,8.525e-05,7.327e-05,0.00023865,0.0024612406905419,7e-07,0.00024687,1.40123736982278e-05,8.473e-05,0.00017245,0.0040202,1.115e-05,9.98e-06,1.84022223585045e-06,2.636e-05,1.53e-06,4.13433546970038e-06,5.69e-06,0.00330691,3.76e-06,0.00027108,2.264e-05,0.00099849,0.00179578
"44",0.506,0.0245,0.1441,0.1322,0.0764,0.00171,0.0594,0.0863,0.0238,0.00934,0.0029,3.19209069952894e-06,0,0.00113,5.2e-06,1.3e-05,4.5e-07,0.0005724,0.00125,0.0003855,0.0008405,5.86610728760232e-06,0.0006569,5.65e-05,3e-05,2.13e-05,0.00515,0.0002093,6.52e-05,1.71600210736816e-05,5.32e-05,1.26e-05,1.4e-06,0.0002512,0.000130542624377214,4.1e-06,3.06e-05,0.0001181,0.0003159,0.0005039,0.00013738472103297,7.81e-05,0.0002535,0.00633,2.28888667339951e-06,0.0002682,1.40123736982278e-05,7.55e-05,0.0001774,0.003756,9.2e-06,1.09e-05,2.5e-06,3.1e-05,1.76457826436166e-06,4.7e-06,6.9e-06,0.003257,4e-06,0.0002671,2.32e-05,0.00113809923585423,0.001969
"45",0.505,0.0209,0.1506,0.119,0.081890341147972,0.0013,0.0406,0.081,0.0235064506364683,0.00964,0.00312222800264227,3.19209069952894e-06,0,0.00322,1.03350047388189e-05,2.2e-05,3e-05,0.00056,0.00131366910737683,0.000418857443705223,0.000564,5.86610728760232e-06,0.000246,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.000154,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.000238,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.000153,0.000301,0.000281,0.000115,7.56892190503941e-05,0.000216,0.0024612406905419,2.28888667339951e-06,0.000266977542165582,1.40123736982278e-05,0.0013,0.000316,0.00363,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00478,9.22196742634029e-06,0.000262,2.52293384313724e-05,0.000935,0.00184
"46",0.5094,0.02366,0.1399,0.1329939,0.081890341147972,0.001593,0.05605,0.08975,0.02645,0.00988,0.00309,3.19209069952894e-06,7e-05,0.00327,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.00064,0.0014,0.00044,0.00074,0.00013,0.00058,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.00723,0.00023,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.00019,0.000130542624377214,3.67014531580639e-06,5e-05,0.00016,3e-04,0.00053,5e-05,7.56892190503941e-05,0.00029,0.00766,2.28888667339951e-06,0.00021,1.40123736982278e-05,9.07392662827571e-05,0.00016,0.00385,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,5e-05,1.76457826436166e-06,4.13433546970038e-06,3e-05,0.00337,9.22196742634029e-06,3e-04,2.52293384313724e-05,0.00108,0.00192
"47",0.5033,0.0239,0.1365,0.1322,0.081890341147972,0.00167,0.0549,0.089,0.0233,0.01,0.00285,3.19209069952894e-06,0,0.00336,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.000686,0.00131366910737683,0.000418857443705223,0.001107,5.86610728760232e-06,0.000629,6.21e-05,2.69e-05,2.46e-05,0.0052807289020985,0.000219766091202465,7.78e-05,1.71600210736816e-05,4.95263020648418e-05,1.21e-05,1.28709473488108e-06,0.00028339895457814,0.0001533,3.73e-06,2.89e-05,0.00016927928967193,0.00037,0.000522,0.000137,8.87e-05,0.000253914025576702,0.0024612406905419,2.28888667339951e-06,0.000266977542165582,1.40123736982278e-05,9.91e-05,0.000177009969382928,0.00423,1.36301550335424e-05,1.13e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00345,9.22196742634029e-06,0.000291,2.593e-05,0.001203,0.00198894847850945
"48",0.51263,0.02441,0.13781,0.13258,0.081890341147972,0.00172,0.05662,0.09032,0.02454,0.00999,0.00297,3.19209069952894e-06,0,0.00168,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.000595261214198899,0.00131366910737683,0.00053,0.0011,5.86610728760232e-06,0.00065,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.000219766091202465,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.00028339895457814,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00018,0.000331013782099862,0.00053,0.00018,7.56892190503941e-05,0.00025,0.0024612406905419,2.28888667339951e-06,0.000266977542165582,1.40123736982278e-05,9.07392662827571e-05,0.000177009969382928,0.00402,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00304,9.22196742634029e-06,0.00026,2.52293384313724e-05,0.00127,0.00169
"49",0.5104,0.0244,0.1377,0.1334,0.081890341147972,0.0017,0.0563,0.0896,0.025,0.0101,0.00308,3.19209069952894e-06,0,0.00351,1.2e-05,4.3794834734609e-07,1.2e-06,0.000628,0.00131366910737683,0.00046,0.00109,5e-06,0.00066,6.4e-05,3.3e-05,2.2e-05,0.0052807289020985,0.00023,7.4e-05,2e-05,5e-05,1.1e-05,1e-06,0.000283,0.000138,4e-06,4e-05,0.00019,0.000344,0.00053,0.00014,7.8e-05,0.000261,0.00641,2.28888667339951e-06,0.000285,1.40123736982278e-05,8.6e-05,0.000195,0.00424,1.18e-05,1e-05,1.84022223585045e-06,3.09e-05,1.5e-06,4e-06,6.5e-06,0.00362,4e-06,0.00031,2.6e-05,0.00116,0.00201
"50",0.50894,0.02391,0.13855,0.12406,0.081890341147972,0.0016,0.0526,0.10376,0.02419,0.01077,0.00394,1.9e-06,2.68e-05,0.0056417,1.56e-05,8e-08,2.3e-06,0.0009913,0.00131366910737683,0.0007777,0.0014421,5.86610728760232e-06,0.0011614,9.75e-05,5.31e-05,3.84e-05,0.0052807289020985,0.0004029,0.0001196,5.3e-05,4.41e-05,2.01e-05,1.28709473488108e-06,0.0004516,0.00021,6.2e-06,5.44e-05,0.0003283,0.0005302,0.0009474,0.0002571,0.0001317,0.0004323,0.0024612406905419,1.2e-06,0.0004799,2.7e-06,0.0001373,0.0001546,0.0070239,3.61e-05,1.97e-05,1.84022223585045e-06,5.24e-05,2.8e-06,7e-06,1.08e-05,0.0060993,7.8e-06,0.0005021,3.97e-05,0.0020294,0.0032489
"51",0.496,0.0237,0.1365,0.1329,0.081890341147972,0.00169683156835871,0.0539,0.0849,0.0252,0.0104,0.0032,3.19209069952894e-06,0,0.00341,1.03350047388189e-05,2.3e-07,2.36060917214653e-06,0.000597,0.00131366910737683,3e-04,0.00078,4.62e-06,0.000636,5.74e-05,2.89e-05,2.21e-05,0.0052807289020985,0.000195,7.02e-05,1.71600210736816e-05,5.13e-05,9.58e-06,1.28709473488108e-06,0.000265,0.00013,3.63e-06,3.04e-05,0.000169,0.000332,0.000555,0.00013,7.82e-05,0.000252,0.0024612406905419,2.28888667339951e-06,0.000252,1.40123736982278e-05,8.52e-05,0.000177009969382928,0.004,1.12e-05,1.04e-05,1.84022223585045e-06,3.08e-05,1.62e-06,4.1e-06,6.46e-06,0.00275,9.22196742634029e-06,0.000283,2.42e-05,0.00102,0.00188
"52",0.5085,0.02442,0.1377,0.1323,0.081890341147972,0.00177,0.0558,0.09017,0.0237,0.00943,0.00293,3.19209069952894e-06,0,0.00332,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.000557,0.00131366910737683,0.000413,0.000943,5.86610728760232e-06,0.00064,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.00022,7.25854709934057e-05,1.71600210736816e-05,4.95263020648418e-05,1.17290085744213e-05,1.28709473488108e-06,0.000229,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00019,0.000307,0.000528,0.00012,7.56892190503941e-05,0.000265,0.0024612406905419,2.28888667339951e-06,0.000303,1.40123736982278e-05,8.4e-05,0.000189,0.00394,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00334,9.22196742634029e-06,0.00035,2.52293384313724e-05,0.00121,0.00199
"53",0.5057,0.0243,0.1367,0.1325,0.079,0.0017,0.0555,0.0897,0.025,0.0099,0.0031,3.19209069952894e-06,1e-05,0.00306,1.03e-05,4.3794834734609e-07,1.3e-06,0.00056,0.0014,0.000435,0.000954,4.3e-06,0.00051,5.74e-05,2.82e-05,2.1e-05,0.0057,0.00023,6.29e-05,1.63e-05,4.81e-05,1.11e-05,7e-07,0.000243,0.000130542624377214,3.4e-06,2.96e-05,0.000149,0.000303,0.000487,0.000137,7.11e-05,0.000252,0.00611,7e-07,0.0002945,1.5e-06,8.31e-05,0.000231,0.00395,1.14e-05,9.67e-06,1.84022223585045e-06,2.76e-05,1.76457826436166e-06,3.71e-06,5.9e-06,0.00333,9.22196742634029e-06,0.000286,2.35e-05,0.00126,0.00189
"54",0.51132,0.024495,0.13902,0.132833,0.08083,0.001756,0.055647,0.090151,0.02508,0.009964,0.002988,4.69e-07,0,0.0036017,9.76e-06,4.3794834734609e-07,1.2e-06,0.0006021,0.00131,0.0004507,0.000952,4.59e-06,0.000649,6.1693e-05,3.191e-05,2.2611e-05,0.00723,0.00021729,7.2713e-05,1.71600210736816e-05,5.22e-05,1.1852e-05,8.85e-07,0.00027588,0.000126,3.685e-06,3.47e-05,0.00017424,0.00034175,0.0005328,0.0001361,7.927e-05,0.0002658,0.005,7.9e-07,0.000276,1.40123736982278e-05,8.902e-05,0.0001985,0.004129,1.132e-05,1.0668e-05,1.84022223585045e-06,3.206e-05,1.621e-06,4.154e-06,6.68e-06,0.003434,4.49e-06,0.00031068,2.5545e-05,0.001172,0.002022
"55",0.5269,0.0237,0.1353,0.1263,0.0804,0.00168,0.0525,0.0835,0.0191,0.0123,0.00289,3.19209069952894e-06,0,0.00345,1.12e-05,4.3794834734609e-07,1.64e-06,0.0006012,0.00131366910737683,0.0004242,0.00116,4.68e-06,0.00088,6.51e-05,3.79e-05,3.25e-05,0.0052807289020985,0.0002283,8.06e-05,1.71600210736816e-05,4.95263020648418e-05,1.25e-05,9.6e-07,0.0002729,0.0001402,4.14e-06,4e-05,0.000156,0.0003379,0.0005927,0.0001431,8.06e-05,0.000227,0.00531,2.28888667339951e-06,0.0002586,1.40123736982278e-05,9.09e-05,0.000177009969382928,0.00426,1.36301550335424e-05,1.53e-05,1.84022223585045e-06,3.25e-05,1.86e-06,4.38e-06,6.75e-06,0.00335,9.22196742634029e-06,0.0002799,2.82e-05,0.0011,0.00186
"56",0.5102,0.0243,0.1373,0.1329,0.081890341147972,0.00173,0.0552,0.0903,0.0245,0.0099,0.00296,3.19209069952894e-06,0,0.00359,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,4e-04,0.00131366910737683,0.00052,0.00118,5.86610728760232e-06,0.00083,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.00022,7.25854709934057e-05,1.71600210736816e-05,4.5e-05,1.17290085744213e-05,1.28709473488108e-06,3e-04,0.000130542624377214,3.67014531580639e-06,3.35293828725963e-05,0.00015,0.00029,0.00054,0.00013738472103297,8e-05,0.00022,0.0024612406905419,2.28888667339951e-06,0.00028,1.40123736982278e-05,9.07392662827571e-05,0.000177009969382928,0.00409,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00327,9.22196742634029e-06,3e-04,2.52293384313724e-05,0.00135,0.0021
"57",0.5130195,0.02398272,0.1378142,0.1320691,0.081890341147972,0.00170289,0.05657399,0.09015976,0.02467188,0.00995169,0.00300289,8e-07,0,0.0034944,1.24e-05,2e-07,1e-06,0.0005726,0.00131366910737683,0.0004568,0.0009055,4.6e-06,0.0006687,6.19e-05,3.07e-05,2.29e-05,0.0052807289020985,0.0002205,7.16e-05,1.71600210736816e-05,5.03e-05,1.18e-05,1.28709473488108e-06,0.0002627,0.0001159,3.7e-06,3.28e-05,0.0001769,0.0003201,0.0004756,0.000142,7.53e-05,0.0002513,0.00501,9e-07,0.0002697,1.40123736982278e-05,8.86e-05,0.0001697,0.0040306,1.26e-05,1.12e-05,1.84022223585045e-06,3.17e-05,1.5e-06,4.2e-06,6.3e-06,0.0032127,2.5e-06,0.0003075,2.53e-05,0.0010799,0.0020138
"58",0.5116,0.0245,0.1372,0.132,0.081890341147972,0.0017,0.0534,0.0909,0.0225,0.01,0.00297,3.19209069952894e-06,0,0.00322,1.01e-05,4.3794834734609e-07,2.36060917214653e-06,0.000604,0.00131366910737683,0.00044,0.00104,4.5e-06,0.00066,6.26e-05,3.11e-05,2.27e-05,0.0052807289020985,0.000237,7.61e-05,1.71600210736816e-05,5.22e-05,1.25e-05,1.28709473488108e-06,0.0002686,0.0001188,3.9e-06,3.35293828725963e-05,0.000178,0.0003377,0.00048,0.000135,8.01e-05,0.000316,0.0024612406905419,2.28888667339951e-06,0.000297,1.40123736982278e-05,8.69e-05,0.000177009969382928,0.00397,1.16e-05,1.03e-05,1.84022223585045e-06,3.04e-05,1.76457826436166e-06,3.8e-06,5.9e-06,0.00343,9.22196742634029e-06,0.000313,2.67e-05,0.00115,0.00202
"59",0.5124,0.02433,0.1368,0.1321,0.0823,0.00173,0.0559,0.0892,0.0248,0.0099,0.00297,3.19209069952894e-06,1.046e-05,0.003151,1.009e-05,4.3794834734609e-07,2.36060917214653e-06,0.000554,0.00131366910737683,0.0004241,0.0008635,4.91e-06,0.0006132,5.619e-05,2.866e-05,2.06e-05,0.0052807289020985,0.000217,6.541e-05,1.71600210736816e-05,4.872e-05,1.136e-05,1.28709473488108e-06,0.0002472,0.0001177,3.62e-06,3.408e-05,0.0001696,0.0003116,0.0004882,0.0001514,7.142e-05,0.0002436,0.0024612406905419,2.28888667339951e-06,0.0002131,1.40123736982278e-05,8.104e-05,0.0002294,0.003758,1.24e-05,1.049e-05,1.84022223585045e-06,2.508e-05,1.92e-06,4.13e-06,6.13e-06,0.003067,7.64e-06,0.0002661,2.396e-05,0.001099,0.001887
"60",0.5076,0.02424,0.1368,0.1321,0.081890341147972,0.00171,0.05515,0.08854,0.02484,0.01009,0.003075,3.19209069952894e-06,0,0.003607,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.0005895,0.00131366910737683,0.0004796,0.000981,5.86610728760232e-06,0.0006212,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.0002256,7.25854709934057e-05,1.71600210736816e-05,5.164e-05,1.17290085744213e-05,1.28709473488108e-06,0.0002642,0.000130542624377214,3.67014531580639e-06,4.011e-05,0.0001696,0.0002853,0.0005261,0.0001399,7.56892190503941e-05,0.0002407,0.00485,2.28888667339951e-06,0.0003007,1.40123736982278e-05,9.07392662827571e-05,0.0001806,0.003994,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,3.3972995067174e-05,1.76457826436166e-06,4.13433546970038e-06,7.87709246331074e-06,0.00309,9.22196742634029e-06,0.0003272,2.52293384313724e-05,0.001119,0.001962
"61",0.51,0.02455,0.1369,0.136,0.081890341147972,0.00173,0.05626,0.08819,0.02305,0.01004,0.003,1.1e-06,1.8e-05,0.00341,1.13e-05,4.3794834734609e-07,2.36060917214653e-06,0.000571,0.00131366910737683,0.000443,0.00094,5.86610728760232e-06,0.000621,6.17e-05,3.05e-05,2.23e-05,0.0052807289020985,0.000219766091202465,7.07e-05,1.71600210736816e-05,4.95263020648418e-05,1.14e-05,1.28709473488108e-06,0.000253,0.000130542624377214,3.5e-06,3.2e-05,0.00016927928967193,0.000313,0.000542,0.000137,7.52e-05,0.000253914025576702,0.0024612406905419,2.9e-06,0.000266977542165582,4.67e-05,8.47e-05,0.000177009969382928,0.00373726830303468,1.36301550335424e-05,1.05e-05,1.84022223585045e-06,3.39e-05,1.2e-06,4.1e-06,7.7e-06,0.00356,9.22196742634029e-06,0.000285,2.44e-05,0.00115,0.00198894847850945
"62",0.5169,0.0245,0.1394,0.131,0.081890341147972,0.00179,0.0577,0.0886,0.0249,0.0096,0.00308,3.19209069952894e-06,0,0.00362,1.08e-05,4.3794834734609e-07,2.36060917214653e-06,0.000631,0.00131366910737683,0.0005147,0.000913144043086021,5.86610728760232e-06,0.00081,6.36e-05,3.32e-05,2.24540040939752e-05,0.0052807289020985,2e-04,8.57e-05,2.22e-05,4.94e-05,1.08e-05,1.28709473488108e-06,0.000274,0.000127,3.1e-06,3.35293828725963e-05,0.00015,0.0003303,0.00053,0.00013738472103297,7.56892190503941e-05,0.00024,0.0024612406905419,2.28888667339951e-06,0.0003073,1.40123736982278e-05,8.72e-05,0.000177009969382928,0.00386,1.36301550335424e-05,1.09e-05,1.84022223585045e-06,3.2e-05,1.76457826436166e-06,4.13433546970038e-06,6.2e-06,0.00301,9.22196742634029e-06,0.00034,2.81e-05,0.00116,0.00204
"63",0.5122,0.0248,0.1405,0.1273,0.081890341147972,0.0019,0.057,0.0862,0.026,0.01,0.0028,3.19209069952894e-06,2.2e-05,0.00371,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.00073,0.00131366910737683,0.00042,0.00084,5.86610728760232e-06,6e-04,6.11803303105452e-05,3.08355923958225e-05,2.24540040939752e-05,0.0052807289020985,0.00021,7.25854709934057e-05,1.71600210736816e-05,3e-05,1.17290085744213e-05,1.28709473488108e-06,0.0011,0.000130542624377214,3.67014531580639e-06,3e-05,0.00016,0.00031,0.00048,2e-04,7.56892190503941e-05,0.00027,0.0024612406905419,2.28888667339951e-06,0.00025,1.40123736982278e-05,8e-05,0.000177009969382928,0.00398,1.36301550335424e-05,1.11212421431204e-05,1.84022223585045e-06,4e-05,1.76457826436166e-06,4.13433546970038e-06,2.65e-05,0.00331,0.00038,3e-04,2.52293384313724e-05,0.00111,0.00197
"64",0.48926,0.02402,0.13475,0.12613,0.081890341147972,0.00169683156835871,0.0541,0.08343,0.0234,0.01,0.00323,0.0001101,0.0002539,0.002985,1.03350047388189e-05,4.3794834734609e-07,6.16e-06,0.00058695,0.00131366910737683,0.0005989,0.0007498,5.86610728760232e-06,0.0008044,5.619e-05,2.943e-05,2.305e-05,0.0052807289020985,0.0002044,7.843e-05,1.71600210736816e-05,4.95263020648418e-05,1.045e-05,1.28709473488108e-06,0.00026435,0.000130542624377214,3.24e-06,5.445e-05,0.00016927928967193,0.0003396,0.0003965,0.0002483,7.71e-05,0.00018778,0.0024612406905419,0.0003311,0.000266977542165582,1.40123736982278e-05,8.567e-05,0.000177009969382928,0.00373726830303468,1.36301550335424e-05,1.023e-05,1.84022223585045e-06,3.105e-05,1.76457826436166e-06,3.71e-06,6.42e-06,0.003044,9.22196742634029e-06,0.00028427,2.306e-05,0.0008137,0.00198894847850945
"65",0.5111,0.02444,0.1375,0.1333,0.0833,0.00175,0.0563,0.0905,0.0237,0.0099,0.00297,3.19209069952894e-06,0,0.00356,1.03350047388189e-05,4.3794834734609e-07,2.36060917214653e-06,0.000612,0.00131366910737683,0.00044,0.00083,4.7e-06,0.00064,6.17e-05,2.99e-05,2.2e-05,0.0049,0.000219766091202465,7.28e-05,1.71600210736816e-05,5.25e-05,1.2e-05,1.28709473488108e-06,0.000274,0.000130542624377214,3.7e-06,3.35293828725963e-05,0.000156,0.000333,0.00058,0.000136,7.89e-05,0.00026,0.0024612406905419,2.28888667339951e-06,0.000277,1.40123736982278e-05,8.92e-05,0.000177009969382928,0.00401,1.36301550335424e-05,1.15e-05,1.84022223585045e-06,3.04e-05,1.76457826436166e-06,4.1e-06,6.1e-06,0.00331,9.22196742634029e-06,0.000304,2.49e-05,0.0011,0.00193
