"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11",0.5069,0.0387,0.1218,0.1579,0.0990737352642592,0.0021,0.039,0.0788,0.0267,0.0156,0.0062,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00559,1.88e-05,1.01623104605632e-06,3.17399689476224e-06,0.000913,0.000579680053774671,0.000386,0.00012,3.7e-06,0.0016,8.56e-05,4.22e-05,3.38e-05,0.00892762391310732,0.000243,0.000104,1.8e-05,7.85e-05,5.58462061448176e-07,1.67e-05,1.03717170911878e-06,0.000419,7.41e-05,5e-06,1.84018784248396e-05,0.000327,0.000521,0.000234,5.78e-05,0.000118,0.000371,0.00230183136610334,1.68593474185411e-06,0.000304,4.62957571132018e-06,0.000113,2.7336642957224e-05,0.005,1.95e-05,1.53e-05,4.01e-05,1.401305056515e-06,5.9e-06,8.3e-06,0.0041,9.17858572831409e-06,0.000436,3.55e-05,0.00144,0.00316
"12",0.5011,0.0386,0.126,0.1587,0.0990737352642592,0.0021,0.038,0.0776,0.0287,0.0132,0.0062,3.5e-07,1.8390663908596e-05,8.25634919920106e-05,0.00594,1.1e-05,1.01623104605632e-06,4.1e-06,0.000866,0.000579680053774671,0.000518,0.0001455,0,0.001656,6.08e-05,3.61e-05,3.15e-05,0.00892762391310732,0.000242593220814546,9.43e-05,1.36760358935845e-05,0.00016,5.58462061448176e-07,1.23e-05,1.03717170911878e-06,0.000417,8.6e-05,4.5e-06,1.84018784248396e-05,0.000282388939231782,0.000519,0.00026,5.97501471304153e-05,0.000119,0.000352116360204913,0.002189,1.68593474185411e-06,0.00028,3.32e-05,0.0001062,2.7336642957224e-05,0.004243,0,1.68e-05,4.35199418636919e-05,1.401305056515e-06,5.4e-06,1.13615914085481e-05,0.003993,9.17858572831409e-06,0.000593,3.88e-05,0.0015,0.0036
"13",0.498,0.0372,0.1134,0.1491,0.0990737352642592,0.00198,0.024,0.0734,0.0184,0.016,0.00707,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.005523,1.66039765016179e-05,1.01623104605632e-06,1.3e-05,0.00087,0.000579680053774671,0.000369349001689914,0.000129670411129167,0,0.001615,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.000222,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.000364,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.00026,0.000348,0.000234,6.1e-05,0.000113893761466201,0.000332,0.002891,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000158,3.5e-05,0.004401,0,1.46488296138644e-05,3.1e-05,1.401305056515e-06,5.20499382647295e-06,2.4e-05,0.004172,9.17858572831409e-06,0.000388,5.8e-05,0.001235,0.002974
"14",0.50665,0.03818,0.12423,0.15698,0.0990737352642592,0.00219,0.03994,0.07944,0.02671,0.01543,0.00632,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.005663,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.000993,0.000579680053774671,0.000369349001689914,2.3e-05,0,0.001777,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.000247,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00048,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.000297,0.000495860316563957,0.00021,9e-05,0.000113893761466201,0.00038,0.00230183136610334,1.68593474185411e-06,0.000293,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.005133,0,1.46488296138644e-05,4e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.003863,9.17858572831409e-06,0.00045,3.49448155363266e-05,0.001343,0.00331
"15",0.512,0.038,0.133,0.153,0.0990737352642592,0.00236,0.0357933008895704,0.079,0.0264807784319906,0.0178,0.00610033384218216,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00618,1.66039765016179e-05,1.01623104605632e-06,2.5e-05,0.000959,0.000579680053774671,0.000369349001689914,0.000826,0,0.00192,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.00024,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.000399,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.000256,0.000512,0.000229,2.7e-05,0.000113,0.000381,0.00230183136610334,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00532,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00388170424317279,9.17858572831409e-06,0.000398,3.49448155363266e-05,0.00145,0.00336
"16",0.507,0.0386,0.122,0.158,0.0990737352642592,0.00217,0.0382,0.0796,0.0293,0.0153,0.00657,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.0067,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00102,0.000579680053774671,0.000458,4.3e-05,0,0.0016,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.000238,9.30842251577299e-05,1.36760358935845e-05,5.8e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00033,6.2983048150262e-05,4.94308844860008e-06,2.4e-05,0.000278,0.00056,0.000156,5.97501471304153e-05,0.000113893761466201,0.000357,0.002,1.68593474185411e-06,0.000288,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00461,0,1.46488296138644e-05,5.4e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00362,9.17858572831409e-06,0.00043,3.49448155363266e-05,0.00134,0.0031
"17",0.501,0.0398,0.121,0.1579,0.0990737352642592,0.0023,0.0418,0.0777,0.0264807784319906,0.0154,0.0055,0.00014,1.8390663908596e-05,0.000275,0.00571,2.8e-05,1.01623104605632e-06,6e-06,0.001029,0.000579680053774671,0.000377,0.000145,0,0.000857,9.7e-05,4.9e-05,3.6e-05,0.00892762391310732,0.000288,0.000115,7.8e-05,7.60841664170475e-05,5.58462061448176e-07,1.1e-05,1.03717170911878e-06,0.000475,0.000101,7e-06,1.84018784248396e-05,0.000251,0.000552,0.000235,0.000285,0.000127,0.000352116360204913,0.00230183136610334,5.4e-05,0.000332,4.62957571132018e-06,0.000131,2.7336642957224e-05,0.004557,0,2.6e-05,4.35199418636919e-05,1.401305056515e-06,2e-06,1.13615914085481e-05,0.004576,9.17858572831409e-06,0.000485,4e-05,0.001468,0.00299723999869862
"18",0.5029,0.0376,0.124,0.1564,0.0990737352642592,0.00226,0.039,0.0768,0.0265,0.0146,0.0065,3.2e-06,1.49e-05,8.25634919920106e-05,0.00559,1.42e-05,3e-07,3.3e-06,0.000887,0.000579680053774671,0.000378,0.000106,3.5e-06,0.00154,8.06e-05,4.05e-05,3.23e-05,0.00892762391310732,0.000233,0.000101,1.36760358935845e-05,7.9e-05,1.23e-06,1.52e-05,1.03717170911878e-06,0.000401,5.89e-05,4.8e-06,1.39e-05,0.00031,0.000492,0.000225,5.23e-05,0.000113893761466201,0.00039,0.00230183136610334,7e-07,0.000286,2.5e-06,0.000105,2.42e-05,0.00478,1.88e-05,1.5e-05,4e-05,1.7e-06,5.3e-06,8e-06,0.00383,5.1e-06,0.00044,3.31e-05,0.00149,0.00312
"19",0.510833,0.0375115,0.127957,0.1505435,0.0990737352642592,0.00196015,0.03821795,0.0796995,0.0265068,0.01515385,0.0073033,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.0054,1.74666666666667e-05,1.01623104605632e-06,1.55e-06,0.000914666666666667,0.00089,0.000405666666666667,0.00025,3.62666666666667e-06,0.00132,8.40666666666667e-05,4.11333333333333e-05,3.32472088353414e-05,0.00834,0.000273666666666667,8.87737588652482e-05,1.36760358935845e-05,8.11666666666667e-05,5.58462061448176e-07,1.58666666666667e-05,1.03717170911878e-06,0.000407,7.09e-05,5.09666666666667e-06,1.54666666666667e-05,0.00029,0.000519333333333333,0.000240833333333333,5.59333333333333e-05,0.000119,0.000353,0.00465,1e-06,0.000298,4.62957571132018e-06,0.000109333333333333,2.63e-05,0.00510333333333333,1.64e-05,1.48850309278351e-05,4.35199418636919e-05,1.21e-06,5.42666666666667e-06,9.26e-06,0.00395,6.00333333333333e-06,0.000396632547281199,3.54e-05,0.00127,0.00256
"20",0.5154,0.0383,0.1339,0.1353,0.0990737352642592,0.0019,0.0288,0.0778,0.0254,0.0164,0.0058,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00602,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.000915084955637825,0.000579680053774671,0.00027,7e-05,0,0.00165,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.00017,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.000390331589401375,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.00011,0.000495860316563957,0.00015,4e-05,0.000113893761466201,0.00031,0.00230183136610334,1.68593474185411e-06,0.00037,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00436,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00427,9.17858572831409e-06,3e-04,3.49448155363266e-05,0.00071,0.00223
"21",0.505886819480116,0.0396,0.125,0.152,0.0990737352642592,0.0022,0.037,0.077,0.027,0.016,0.00610033384218216,6.31854671876587e-06,4e-06,8.25634919920106e-05,0.0055029501343356,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00089,0.000579680053774671,0.00034,0.00015,0,0.00181,7.89700495533601e-05,4.06685706363459e-05,3.53e-05,0.00892762391310732,0.000242593220814546,9.30842251577299e-05,1.36760358935845e-05,7.7e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00041,6.2983048150262e-05,4.6e-06,1.84018784248396e-05,0.000282388939231782,0.000495860316563957,0.00021998319162834,5.97501471304153e-05,0.000113893761466201,0.000352116360204913,0.00230183136610334,4e-07,0.000283,4.62957571132018e-06,0.000102,2.7336642957224e-05,0.00477912704611274,1.7e-05,1.46488296138644e-05,3.5e-05,1.401305056515e-06,5.20499382647295e-06,7.7e-06,0.00449,9.17858572831409e-06,0.000396632547281199,3.5e-05,0.00143,0.00299723999869862
"22",0.5087,0.038,0.123,0.1559,0.1162,0.0021,0.0392,0.0777,0.0277,0.0148,0.0062,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00572,1.76e-05,1.01623104605632e-06,3.17399689476224e-06,0.00092,0.000579680053774671,0.000393,0.00011,3.7e-06,0.00165,8.92e-05,4.25e-05,3.43e-05,0.00892762391310732,0.000246,0.000106,1.36760358935845e-05,7.93e-05,5.58462061448176e-07,1.73e-05,1.03717170911878e-06,0.000432,6.91e-05,5.1e-06,1.24e-05,0.000327,0.000532,0.000214,5.18e-05,0.000122,0.000367,0.00230183136610334,1.68593474185411e-06,0.000293,4.62957571132018e-06,0.000115,2.7336642957224e-05,0.0051,1.9e-05,1.55e-05,3.89e-05,1.401305056515e-06,5.7e-06,7.9e-06,0.00412,3.5e-06,0.000442,3.43e-05,0.0015,0.00312
"23",0.505886819480116,0.0385,0.1228,0.1573,0.0990737352642592,0.0021,0.0395,0.0784,0.0278,0.0161,0.00610033384218216,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.0057,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,9e-04,0.000579680053774671,0.000389,0.000111,0,0.00158047317641557,8e-05,4.06685706363459e-05,3.71e-05,0.00892762391310732,0.000242593220814546,9.30842251577299e-05,1.36760358935845e-05,8.3e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00043,6.2983048150262e-05,4.76e-06,1.84018784248396e-05,0.000282388939231782,0.00053,0.00021998319162834,5.97501471304153e-05,0.000113893761466201,0.00037,0.00230183136610334,1.68593474185411e-06,3e-04,4.62957571132018e-06,0.00011,2.7336642957224e-05,0.00477912704611274,1.8e-05,1.53e-05,3.86e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00429,9.17858572831409e-06,0.000396632547281199,3.55e-05,0.00141455263244926,0.0029
"24",0.4987,0.0368,0.1302,0.162,0.0990737352642592,0.002,0.0394,0.0795,0.028,0.0158,0.0048,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.0054,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.0008662,0.000579680053774671,0.000377,0.000117,3.5e-06,0.00143,7.93e-05,3.96e-05,3.26e-05,0.00892762391310732,0.000242593220814546,9.64e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.48e-05,1.03717170911878e-06,0.0003844,7.2e-05,4.5e-06,1.84018784248396e-05,0.000282388939231782,0.0004915,0.000226,5.2e-05,0.0001123,0.0003657,0.00230183136610334,5.7e-06,0.000292,4.62957571132018e-06,0.0001075,2.7336642957224e-05,0.005065,0,1.41e-05,4.05e-05,1.401305056515e-06,5.1e-06,8.4e-06,0.003978,9.17858572831409e-06,0.0003665,3.15e-05,0.001345,0.002928
"25",0.506,0.0386,0.1275,0.1545,0.0990737352642592,0.00214,0.0392,0.0801,0.0281,0.015,0.0053,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.005328,2.71e-05,1.01623104605632e-06,1.9e-06,0.00082,0.000579680053774671,0.000466,9.82e-05,0,0.00158047317641557,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.000242593220814546,9.30842251577299e-05,1.36760358935845e-05,5.99e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.000408,7.82e-05,4.94308844860008e-06,1.84018784248396e-05,0.000282388939231782,0.000501,0.000182,5.97501471304153e-05,0.000117,0.000356,0.00230183136610334,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.004843,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00398,9.17858572831409e-06,0.000414,3.49448155363266e-05,0.00139,0.003324
"26",0.5025,0.0373,0.1216,0.1548,0.1083,0.0022,0.0387,0.0795,0.0275,0.0153,0.0065,6.31854671876587e-06,1.8390663908596e-05,2.5e-05,0.00528,1.57e-05,1.01623104605632e-06,2.9e-06,0.000911,0.00125,0.000377,0.000121,3.2e-06,0.00159,7.98e-05,3.83e-05,3.41e-05,0.0094,0.000263,9.75e-05,1.76e-05,7.62e-05,4.6e-08,1.46e-05,1.03717170911878e-06,0.000406,6.5e-05,4.95e-06,1.6e-05,0.000275,5e-04,0.00025,5.45e-05,0.000117,0.000346,0.003,1.68593474185411e-06,0.000274742581582222,2.1e-06,0.000108,3.29e-05,0.00476,2.12e-05,1.43e-05,3.63e-05,1.401305056515e-06,5.29e-06,7.8e-06,0.00392,5.5e-06,0.000396,3.36e-05,0.00174,0.00308
"27",0.50442,0.03796,0.12399,0.15288,0.0990737352642592,0.00218,0.03965,0.07936,0.02691,0.01541,0.0065,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.006391,1.72e-05,1.01623104605632e-06,1.42e-06,0.0009039,0.000579680053774671,0.000358,9.2e-05,5e-06,0.00164,8.032e-05,4.052e-05,3.289e-05,0.00892762391310732,0.000249,1.401e-05,1.36760358935845e-05,7.75e-05,5.58462061448176e-07,1.507e-05,1.03717170911878e-06,0.0004064,6.7e-05,4.69e-06,1.28e-05,0.000283,0.0005032,0.00022,5.9e-05,0.000118,0.000347,0.00230183136610334,7.8e-07,0.000268,4.62957571132018e-06,0.0001066,2.7e-05,0.004902,1.74e-05,9.565e-05,3.9e-05,1.15e-06,5.55e-06,8.22e-06,0.003728,5.85e-06,0.000406,3.475e-05,0.001431,0.003193
"28",0.5045,0.0393,0.1242,0.1604,0.0816,0.0022,0.0395,0.0784,0.0267,0.015,0.0061,6.31854671876587e-06,1.8390663908596e-05,0.00135,0.00541,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00089,0.000579680053774671,0.00045,0.00019,0,0.00162,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00782,0.00025,9.30842251577299e-05,1.36760358935845e-05,5e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00047,8e-05,4.94308844860008e-06,2e-05,0.00038,0.00049,7e-04,5.97501471304153e-05,0.000113893761466201,0.000352116360204913,0.00532,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.0049,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00378,9.17858572831409e-06,0.00039,3.49448155363266e-05,0.00186,0.00393
"29",0.505886819480116,0.0386,0.122993512464712,0.154363796704584,0.0990737352642592,0.0019,0.0254,0.0771,0.0302,0.0151,0.0069,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.005567,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.000779,0.000579680053774671,0.000361,0.00017,0,0.0011,7.47e-05,3.92e-05,3.28e-05,0.00892762391310732,0.000204,8.51e-05,1.67e-05,7.29e-05,5.58462061448176e-07,1.52e-05,1.03717170911878e-06,4e-04,6.2983048150262e-05,4.5e-06,2.8e-05,0.00028,0.0004965,0.00027,4e-05,0.0001089,0.00037,0.0041,1.68593474185411e-06,0.00031,4.62957571132018e-06,0.0001096,1.34e-05,0.0052,1.4e-06,1.34e-05,3.4e-05,1.401305056515e-06,4.9e-06,1.4e-05,0.004036,4e-05,0.00036,2.64e-05,0.0011,0.00281
"30",0.5032,0.0386,0.1231,0.1593,0.0990737352642592,0.00212,0.0394,0.0789,0.027,0.015,0.0058,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00539,1.79e-05,1.01623104605632e-06,3.17399689476224e-06,0.00084,0.000579680053774671,0.00035,0.000129670411129167,0,0.00161,7.6e-05,3.46e-05,2.96e-05,0.00892762391310732,0.00024,8.91e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.31e-05,1.03717170911878e-06,0.000393,6.2983048150262e-05,4.3e-06,1.84018784248396e-05,0.00028,0.00064,0.00026,5.97501471304153e-05,0.000111,0.00035,0.00230183136610334,1.68593474185411e-06,0.000249,4.62957571132018e-06,9.15e-05,2.7336642957224e-05,0.00491,0,1.42e-05,4.35199418636919e-05,1.401305056515e-06,4.5e-06,1.13615914085481e-05,0.00386,9.17858572831409e-06,0.00043,2.93e-05,0.00142,0.00317
"31",0.505886819480116,0.03755,0.1172,0.114,0.0990737352642592,0.00214,0.0357933008895704,0.07712,0.0262,0.01506,0.00606,6.1e-06,1.31e-05,8.25634919920106e-05,0.00545,1.66039765016179e-05,3e-07,1.3e-06,0.000924,0.000579680053774671,0.0003808,0.0001004,3.55e-06,0.001569,8.9e-05,4.46e-05,3.46e-05,0.00892762391310732,0.0002484,9.30842251577299e-05,1.79e-05,7.95e-05,5.58462061448176e-07,1.6e-05,1.03717170911878e-06,0.0004244,6.2983048150262e-05,5e-06,1.46e-05,0.0003016,0.0005164,0.000224,5.3e-05,0.0001204,0.0003455,0.00230183136610334,7e-07,0.0002874,4.62957571132018e-06,0.000111,2.7336642957224e-05,0.0051478,0,1.54e-05,3.91e-05,1.1e-06,5.7e-06,8.2e-06,0.0040616,4.7e-06,0.0003971,3.52e-05,0.0015384,0.00303
"32",0.5118,0.0389,0.1257,0.1515,0.0990737352642592,0.002,0.0388,0.0749,0.0301,0.0145,0.0061,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00453,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00095,0.000579680053774671,0.00034,0.00018,0,0.00156,7.7e-05,4e-05,3.3e-05,0.00892762391310732,0.00022,0.00011,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4e-05,1.03717170911878e-06,0.00041,6.2983048150262e-05,6e-06,1.84018784248396e-05,0.00025,0.00046,0.00019,5.97501471304153e-05,0.00011,3e-04,0.00230183136610334,1.68593474185411e-06,0.00029,4.62957571132018e-06,0.00011,2.7336642957224e-05,0.00446,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,6e-06,1.13615914085481e-05,0.00335,9.17858572831409e-06,0.00037,3.1e-05,0.00134,0.00219
"33",0.4991,0.03845,0.1223,0.1562,0.1093,0.00216,0.0385,0.0784,0.0288,0.0151,0.00631,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00522,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.000915,0.000579680053774671,0.00036,0.000129670411129167,3.8e-06,0.00165,7.3e-05,3.63e-05,3.13e-05,0.00892762391310732,0.00025,8.95e-05,1.36760358935845e-05,7.09e-05,5.58462061448176e-07,1.44e-05,1.03717170911878e-06,0.000399,6.2983048150262e-05,4.3e-06,1.84018784248396e-05,0.00028,0.000457,0.00022,4.48e-05,0.000107,0.000338,0.00476,1.68593474185411e-06,0.000262,4.62957571132018e-06,9.67e-05,2.7336642957224e-05,0.00451,0,1.31e-05,3.51e-05,1.401305056515e-06,5e-06,6.7e-06,0.00359,9.17858572831409e-06,0.000376,3.04e-05,0.00141,0.00304
"34",0.504,0.0378,0.124,0.1544,0.097,0.0022,0.0386,0.0782,0.027,0.0148,0.0069,1.3e-06,1.4e-05,8.25634919920106e-05,0.0056,1.6e-05,1.01623104605632e-06,1.5e-06,0.000954,0.0013,0.000381,0.00015,4e-06,0.00163,8.79e-05,4.34e-05,3.39e-05,0.008,0.00025,0.000103,1.36760358935845e-05,8e-05,8e-05,1.6e-05,1.3e-06,0.000438,7e-05,5.3e-06,1.84018784248396e-05,0.00031,0.000537,0.00025,5.3e-05,0.000127,0.000365,4e-07,1.68593474185411e-06,0.00023,4.62957571132018e-06,0.000114,2e-05,0.0048,2.4e-05,1.53e-05,4.1e-05,1.1e-06,6e-06,8.9e-06,0.0038,9.17858572831409e-06,0.000413,3.6e-05,0.00138,0.0031
"35",0.5039,0.0389,0.1228,0.1532,0.1027,0.00222,0.0393,0.0788,0.0265,0.0152,0.0064,6.31854671876587e-06,1.9e-05,8.25634919920106e-05,0.00512,1.66039765016179e-05,1.01623104605632e-06,1.4e-06,0.000915084955637825,0.000579680053774671,0.000369349001689914,0.000129670411129167,0,0.00159,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.00037,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00034,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.00029,0.00084,2e-04,5.97501471304153e-05,0.000113893761466201,0.00039,0.00230183136610334,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00501,4.3e-05,1.46488296138644e-05,0.00032,3.4e-05,5.20499382647295e-06,6.6e-05,0.00436,2.5e-05,0.00039,3.49448155363266e-05,0.00153,0.00307
"36",0.4998,0.03837,0.1256,0.1563,0.0990737352642592,0.00208,0.0391,0.0756,0.0282,0.0151,0.0064,6.31854671876587e-06,6e-05,8.25634919920106e-05,0.00437,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00106,0.000579680053774671,0.00024,0.000129670411129167,0,0.00119,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.00023,9.30842251577299e-05,1.36760358935845e-05,8e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00043,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,3e-04,0.000495860316563957,0.00021,4e-05,0.000113893761466201,0.00039,0.00230183136610334,1.68593474185411e-06,0.000274742581582222,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00483,0,1.46488296138644e-05,3e-05,1.401305056515e-06,5.20499382647295e-06,4e-05,0.00383,9.17858572831409e-06,0.00037,3.49448155363266e-05,0.0014,0.00325
"37",0.502,0.03941,0.1207,0.1596,0.0990737352642592,0.0022,0.0382,0.0793,0.0251,0.015,0.00648,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00602,1.66039765016179e-05,1.01623104605632e-06,3.17399689476224e-06,0.00101,0.000579680053774671,0.00043,8e-05,0.00035,0.00157,7.89700495533601e-05,4.06685706363459e-05,3.27373946700582e-05,0.00892762391310732,0.00025,9.30842251577299e-05,1.36760358935845e-05,7.60841664170475e-05,5.58462061448176e-07,1.4762675318807e-05,1.03717170911878e-06,0.00045,6.2983048150262e-05,4.94308844860008e-06,1.84018784248396e-05,0.00029,0.000495860316563957,2e-04,5.97501471304153e-05,0.000113893761466201,0.00036,0.00230183136610334,1.68593474185411e-06,0.00027,4.62957571132018e-06,0.000110512514592096,2.7336642957224e-05,0.00465,0,1.46488296138644e-05,4.35199418636919e-05,1.401305056515e-06,5.20499382647295e-06,1.13615914085481e-05,0.00364,9.17858572831409e-06,0.00043,3.49448155363266e-05,0.00147,0.00304
"38",0.50266,0.03789,0.12459,0.15431,0.0990737352642592,0.00212,0.03905,0.07949,0.02779,0.01529,0.00632,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00553,1.97e-05,1.01623104605632e-06,3.17399689476224e-06,0.0009027,0.000579680053774671,0.0003827,0.00012,3.85e-06,0.001647,7.89700495533601e-05,4.06685706363459e-05,3.247e-05,0.00892762391310732,0.0002327,9.963e-05,1.36760358935845e-05,7.893e-05,6e-08,1.67e-05,1.03717170911878e-06,0.0004017,6.2983048150262e-05,4.99e-06,2.47e-05,0.0003133,0.0004913,0.0002397,4.82e-05,0.000113893761466201,0.0003653,0.00230183136610334,1.68593474185411e-06,0.0002817,4.07e-06,0.00010467,2.7336642957224e-05,0.00493,1.933e-05,1.557e-05,3.97e-05,1.2e-06,5.52e-06,7.91e-06,0.003973,9.17858572831409e-06,0.0003993,3.453e-05,0.001353,0.003167
"39",0.500306666666667,0.0388433333333333,0.127403333333333,0.15511,0.1035,0.00212666666666667,0.03934,0.07846,0.0270433333333333,0.01491,0.00635,6.31854671876587e-06,1.8390663908596e-05,8.25634919920106e-05,0.00562,1.83e-05,1.01623104605632e-06,1.2e-06,0.0009366,0.000579680053774671,0.00031,0.00019,3.6e-06,0.00136,9.4e-05,4.3e-05,3.4e-05,0.00892762391310732,0.000242593220814546,0.000106,1.36760358935845e-05,8.2e-05,5.58462061448176e-07,1.75e-05,1.03717170911878e-06,0.000433,6.39e-05,5.2e-06,1.41e-05,0.00028,0.000508,0.00022,4.5e-05,0.0001265,3e-04,0.00230183136610334,1.68593474185411e-06,0.000295,4.62957571132018e-06,0.000112,2.7336642957224e-05,0.00473,2.04e-05,1.65e-05,3.5e-05,1.401305056515e-06,5.4e-06,8.3e-06,0.00373,9.17858572831409e-06,0.00029,3.6e-05,0.00119,0.0021
