"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
"11",0.406178632506188,1.87784850904387e-05,0.00356791216718335,0.0830947965251911,0.0673337249944737,0.00112670910542632,0.428055567636549,0.00441294399625309,0.000187784850904387,9.38924254521933e-05,1.87784850904387e-05,3.98338520286077e-08,3.57538118607981e-07,2.4501523371756e-06,7.52690731205294e-08,1.03281667997413e-07,5.6335455271316e-07,6.90602050956e-05,0.000110793062033588,0.00286090220352833,2.33790125566679e-08,5.6335455271316e-06,1.83011850814282e-08,1.87784850904387e-07,7.36223699324398e-09,4.69462127260967e-07,5.93872370502331e-08,7.51139403617546e-07,7.21715335399161e-08,7.80124276430346e-09,3.80480028166422e-09,1.85074318841811e-07,1.87784850904387e-06,4.8377769442242e-09,1.87784850904387e-07,1.34129625422219e-07,2.8167727635658e-07,0.00233604354525057,0.00022346397257622,2.53509548720922e-06,2.24580491016808e-07,6.86159953609275e-05,1.4083863817829e-06,8.4503182906974e-06,2.3630045542802e-08,9.38924254521933e-08,5.29193890544093e-07,3.47461098253407e-08,4.92034342261297e-09,7.46547658126999e-08,1.5643936848995e-08,3.60251958388668e-09,2.40444301716749e-08,3.56791216718335e-05,6.94803948346231e-06,2.34539713366041e-07,2.80132592493872e-08,6.76025463255792e-05,9.38924254521933e-07,0.000103250084485862
"12",0.412758436780073,0.00083761576798662,0.0037227367466072,0.081714071588028,0.0673337243564473,0.00120988944264734,0.422251415483922,0.00446728409592864,0.000368396031313759,9.306841866518e-05,5.61419253779568e-05,3.98338516511586e-08,2.82927992742147e-07,2.75482519248933e-07,7.52690724073109e-08,1.08854813208573e-07,5.02569460791972e-07,6.90602044412142e-05,0.000107959365651609,0.00233043320337611,3.68550937914113e-09,4.7074006160848e-06,2.37324467596209e-09,2.8944278204871e-07,7.36223692348248e-09,5.71918510813397e-07,5.93872364875044e-08,7.70496617466457e-07,1.54493574984199e-08,7.80124269038212e-09,9.67911554117872e-10,2.97818939728576e-08,1.68453837783976e-06,3.44353149061166e-09,4.23927137902046e-07,2.10334626183307e-09,2.52215414582638e-07,0.00226156257356387,0.000221782041679124,2.53983714537276e-06,2.71759782502326e-08,6.86159947107508e-05,1.88194872901586e-06,7.19605013119172e-06,2.36300453188935e-08,3.82603518838312e-07,1.28434417757948e-07,1.64731101037369e-09,4.92034337598984e-09,1.40533312184422e-09,1.56439367007596e-08,1.44256048931029e-09,8.28308926120102e-10,3.35046307194648e-05,6.21081968987815e-06,2.2243352060978e-08,1.21919628451386e-08,6.5147893065626e-05,5.85400353403982e-07,0
"13",0.403600104053033,1.91850317555368e-05,0.00220627865188674,0.0845196573990176,0.0673337249944737,0.00116069442120998,0.421734960566089,0.0047099252959843,0.000115110190533221,5.75550952666105e-05,5.61419259099343e-05,3.98338520286077e-08,3.16553023966358e-07,2.4501523371756e-06,7.52690731205294e-08,1.20865700059882e-07,6.7147611144379e-07,6.90602050956e-05,0.000107632824406501,0.000663341657979442,2.33790125566679e-08,5.20873612162825e-06,1.83011850814282e-08,4.94014567705074e-07,7.36223699324398e-09,2.68590444577516e-07,5.93872370502331e-08,7.70496624767362e-07,2.56120173936417e-07,7.80124276430346e-09,3.80480028166422e-09,4.79625793888421e-08,1.63072769922063e-06,1.91850317555369e-09,1.35254473876535e-07,1.34129625422219e-07,2.01442833433137e-07,0.00236547604539418,0.000233385911306106,2.35975890593103e-06,9.59251587776843e-08,6.86159953609275e-05,1.56358008807625e-06,8.94113414179652e-06,2.3630045542802e-08,9.59251587776843e-08,9.59251587776843e-08,1.25661957998766e-07,4.92034342261297e-09,4.70033278010653e-07,2.68590444577516e-08,3.60251958388668e-09,2.40444301716749e-08,1.90699215650036e-05,6.65432826440796e-06,2.87775476333053e-08,6.7147611144379e-09,5.21832863750602e-05,2.30220381066442e-06,0.0108720829199555
"14",0.390050872906781,0.00027933936947251,9.31131231575033e-05,0.0890161457385731,0.0673337244092288,0.00102424435473254,0.440797525027621,0.00419009054208765,9.31131231575033e-05,9.31131231575033e-05,9.31131231575033e-05,3.98338516823836e-08,2.99824256567161e-06,9.31131231575033e-09,7.52690724663128e-08,1.08854813293902e-07,1.33803557977332e-06,6.90602044953491e-05,3.09135568882911e-05,0.00419381506701395,9.31131231575033e-09,5.30744801997769e-06,8.3801810841753e-08,1.93675296167607e-07,3.16584618735511e-08,5.71918511261712e-07,2.7933936947251e-08,7.70496618070433e-07,1.79708327693981e-06,7.80124269649736e-09,4.09697741893015e-08,3.72452492630013e-08,2.0580790811477e-06,9.31131231575033e-09,4.23927138234354e-07,1.57361178136181e-05,6.936927675234e-07,0.00214998201370675,0.000175052671536106,2.16953576956983e-06,2.23471495578008e-06,6.86159947645375e-05,1.88194873049109e-06,2.19746970651708e-05,2.36300453374166e-08,3.82603519138227e-07,6.14546612839522e-07,3.25895931051262e-07,9.31131231575033e-09,3.16584618735511e-07,1.56439367130226e-08,2.04848870946507e-08,1.02424435473254e-07,3.83626067408914e-05,6.21081969474668e-06,2.65372400998884e-05,8.3801810841753e-08,7.18833310775925e-05,4.26458104061365e-05,0
"15",0.404012535017119,7.58265846895317e-05,0.00392517383083947,0.0841108678037028,0.0702793028759828,0.0011214782373827,0.424853338928481,0.00504665206822217,9.34565197818921e-05,0.000132257979086079,5.61419259099343e-05,2.3364129945473e-08,3.57538118607981e-07,1.08409562946995e-06,5.04665206822217e-08,9.06528241884353e-08,6.07467378582298e-07,6.90602050956e-05,0.000109344128144814,0.00329901514830079,2.89715211323865e-08,4.26161730205428e-06,3.36443471214811e-08,2.3364129945473e-08,8.41108678037028e-09,9.62602153753488e-07,1.77567387585595e-08,1.48595866453208e-06,1.96258691541973e-08,5.60739118691352e-09,7.47652158255136e-09,2.24295647476541e-07,1.78501952783414e-06,3.73826079127568e-09,1.58876083629217e-07,4.48591294953082e-07,2.05604343520163e-07,0.00237379560246006,0.000238314125443825,8.13071722102461e-08,3.83171731105757e-07,6.86159953609275e-05,1.88194874684843e-06,8.80360416345423e-06,2.61678255389298e-08,4.39245642974893e-07,3.83171731105757e-07,3.36443471214811e-08,4.6728259890946e-09,1.96258691541973e-07,1.5643936848995e-08,3.73826079127568e-09,6.26158682538677e-08,3.24294123643165e-05,6.10271074175755e-06,2.89715211323865e-08,2.42986951432919e-08,6.68214116440528e-05,8.78491285949785e-07,1.7832183585309e-07
"16",0.403291547832662,6.56063405723597e-05,0.00546407093624081,0.0832357015175895,0.0673337249809264,0.00126995130679353,0.428784297312208,0.00471897035402616,0.00025267813454726,2.67111529473179e-05,5.61419258986388e-05,3.98338520205932e-08,2.4996015758069e-07,4.3956248183481e-06,7.52690731053855e-08,7.80996622842105e-08,8.10706922787016e-08,6.90602050817053e-05,0.000112468012409759,0.00278826947432529,1.54643517063419e-08,8.02927885262008e-06,1.8301185077746e-08,2.64022093500278e-07,1.87446687349599e-09,2.8744949505061e-07,4.68616718373998e-08,7.70496624612342e-07,7.45100582214656e-08,9.37233436747996e-09,6.56063405723597e-09,3.23345535678058e-08,2.05807909862184e-06,5.62340062048797e-09,4.23927141833711e-07,1.34129625395232e-07,4.07696544985378e-08,0.00211814756705047,0.000213033160172819,2.19312624199031e-06,2.24580490971623e-07,6.86159953471222e-05,1.35430231610085e-06,8.28982974803602e-06,7.49786749398396e-09,3.82603522386726e-07,5.29193890437622e-07,2.81170031024399e-09,3.74893374699198e-09,7.73217585317097e-08,1.56439368458475e-08,3.60251958316187e-09,9.84095108585396e-09,2.62734649323566e-05,6.69184673838069e-06,2.34539713318853e-07,3.18659368494318e-08,6.32163953086523e-05,4.2081781309985e-06,1.11022302462516e-16
"17",0.403537315818116,9.15881334130994e-05,0.00522052360454666,0.0832536132725073,0.0673337229498987,0.00119064573437029,0.426892289838456,0.00448781853724187,0.00228970333532748,0.000132257975070092,5.61419242051961e-05,1.74017453484889e-07,3.75511346993707e-07,2.19811520191439e-05,7.52690708349992e-08,1.19064573437029e-07,6.77752187256935e-07,7.23546253963485e-05,9.08518923436466e-05,0.00263682236096313,2.33790118467689e-08,6.86911000598245e-06,1.83011845257164e-08,3.66352533652398e-07,7.36223676969114e-09,7.23546253963485e-07,1.83176266826199e-08,9.98310654202783e-07,9.15881334130994e-09,7.80124252742030e-09,3.80480016613223e-09,1.85074313222067e-07,2.05807903654276e-06,4.83777679732608e-09,4.23927129046541e-07,1.341296213494e-07,2.65605586897988e-07,0.00225489984463051,0.000212108958171397,4.15810125695471e-06,6.96069813939555e-07,7.32705067304795e-05,1.0166282808854e-06,2.70459757968882e-05,2.36300448252805e-08,3.82603510846025e-07,1.83176266826199e-07,3.47461087702821e-08,4.92034327320774e-09,9.15881334130994e-09,1.56439363739701e-08,3.6025194744969e-09,2.40444294415707e-08,3.12956651872561e-05,6.21081956013901e-06,1.09905760095719e-07,2.80132583987702e-08,6.66120494313472e-05,6.96069813939555e-07,1.11022302462516e-16
"18",0.400039557351636,0.000187109241043796,0.000561327723131388,0.0848540408133614,0.0673337248176953,0.00120685460473248,0.435964531632044,0.004584176405573,9.35546205218979e-05,9.35546205218979e-05,9.35546205218979e-05,9.35546205218979e-08,9.35546205218979e-08,4.4906217850511e-06,7.52690729229175e-08,2.52597475409125e-06,1.30976468730657e-06,6.90602049142889e-05,0.000116288393308719,0.00223305523723718,9.35546205218979e-08,5.89394109287957e-06,1.83011850333801e-08,2.64022092860233e-07,7.36223697391512e-09,7.48436964175184e-07,5.93872368943175e-08,9.35546205218979e-08,5.61327723131388e-07,1.87109241043796e-08,3.80480027167508e-09,8.60702508801461e-06,2.05807909363262e-06,4.83777693152307e-09,1.87109241043796e-07,9.35546205218979e-08,3.18085709774453e-06,0.00216550880122037,0.000191506308208325,2.19794024581857e-06,3.74218482087592e-07,6.54882343653286e-05,3.36796633878833e-06,5.80038647235767e-06,3.08730247722263e-06,1.12265544626278e-06,9.35546205218979e-08,9.35546205218979e-08,4.92034340969507e-09,9.35546205218979e-08,9.35546205218979e-08,3.6025195744286e-09,2.80663861565694e-07,2.45113105767373e-05,1.05716721189745e-05,4.6777310260949e-07,9.35546205218979e-08,5.97814025134928e-05,3.74218482087592e-07,0
"19",0.40655427520087,5.60249345706297e-05,0.00345487096518883,0.0831036529464341,0.0673337246547125,0.00114851115869791,0.42793712522866,0.0043325949401287,0.000354824585613988,1.86749781902099e-05,1.86749781902099e-05,3.98338518276089e-08,3.5753811680387e-07,3.64162074709093e-07,7.52690727407271e-08,1.01778631136644e-07,4.31391996193849e-07,6.90602047471272e-05,0.000117652362598322,0.00280871671980757,3.73499563804198e-09,4.86483181854968e-06,1.86749781902099e-09,2.2690098501105e-07,7.36223695609466e-09,4.5286822111259e-07,9.33748909510495e-09,7.70496620879492e-07,1.58737314616784e-08,7.80124272493895e-09,9.33748909510496e-10,3.73499563804198e-08,1.59671063526295e-06,2.80124672853149e-09,1.25122353874406e-07,3.73499563804198e-09,1.97021019906715e-07,0.00224379862955372,0.000257714699024897,2.46042837656016e-06,2.24099738282519e-08,6.86159950146961e-05,1.46225079229344e-06,7.18052911413571e-06,9.33748909510496e-10,4.20187009279723e-08,1.34459842969511e-07,3.47461096500144e-08,4.92034339778527e-09,7.46547654359974e-08,1.56439367700569e-08,9.33748909510496e-10,2.40444300503485e-08,2.96932153224338e-05,5.13561900230773e-06,2.52112205567834e-08,1.30724847331469e-08,6.48955492109794e-05,5.51845605520703e-07,0
"20",0.421193742700242,6.87871820937355e-05,0.00596483136155678,0.0860920717604595,0.0673337249944737,0.00120868905678992,0.40419348198279,0.00449082031669102,0.000245668507477627,0.000167054585084786,1.96534805982101e-05,3.98338520286077e-08,3.57538118607981e-07,1.9918802586286e-05,1.24799601798634e-07,1.08854814240036e-07,2.52547225687e-06,6.90602050956e-05,8.89319997069009e-05,0.00286940816733868,1.37574364187471e-07,6.86889195150974e-06,3.04628949272257e-07,3.24282429870467e-07,1.96534805982101e-08,7.46832262731985e-07,5.93872370502331e-08,7.70496624767362e-07,2.84975468674047e-07,7.80124276430346e-09,3.80480028166422e-09,1.85074318841811e-07,2.05807909903591e-06,1.96534805982101e-08,2.35841767178522e-07,8.84406626919457e-07,1.86708065682996e-07,0.00233581616909728,0.000156245170755771,2.87923490763779e-06,2.24580491016808e-07,6.86159953609275e-05,1.88194874684843e-06,8.75955630262226e-06,4.91337014955254e-08,3.82603522463704e-07,2.96767557032973e-06,1.37574364187471e-07,1.96534805982101e-08,7.46547658126999e-08,9.82674029910507e-09,2.94802208973152e-08,2.40444301716749e-08,3.59069090529299e-05,6.50530207800756e-06,1.49366452546397e-06,9.82674029910507e-08,7.06542627505655e-05,1.25487473619572e-05,0.00325257585057204
"21",0.407837966723097,2.05884242035524e-05,0.00364976610881156,0.084318955488185,0.0673337248538303,0.00113236333119538,0.424870208564217,0.00458560357260939,0.000368396034035039,0.000132257978809825,5.61419257926678e-05,3.98338519454046e-08,3.57538117861173e-07,2.52676115225416e-07,7.5269072963311e-08,1.08854814012665e-07,6.55086224658485e-07,6.90602049513504e-05,0.000109492983264347,0.00289360943806291,2.33790125078349e-08,5.25004817190586e-06,2.43317740587437e-09,5.52144103640723e-07,1.87167492759567e-10,4.77277106536896e-07,5.70860852916679e-09,7.70496623157987e-07,1.6845074348361e-08,7.8012427480086e-09,9.35837463797835e-10,4.11768484071048e-08,1.80616630512982e-06,3.18184737691264e-09,1.77809118121589e-07,5.05352230450831e-09,1.96525867397545e-07,0.0022038972272439,0.000228344341166672,2.98532150951509e-06,2.80751239139351e-08,6.86159952176057e-05,1.88194874291751e-06,8.32895342780073e-06,1.1230049565574e-09,6.55086224658485e-08,1.31017244931697e-07,3.47461097527647e-08,3.74334985519134e-10,2.2460099131148e-09,1.56439368163187e-08,1.21658870293719e-09,1.31017244931697e-09,3.31286462184434e-05,6.59765411977474e-06,2.80751239139351e-08,1.21658870293719e-08,5.62438315742499e-05,6.92519723210398e-07,0
