"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.696294072657776,0.00291070275652855,0.134894688014482,0.0239410120768772,0.0178919241426205,0.000578285315866599,0.00384559735051288,0.0112958398365942,0.0356127373687847,0.0453761211183325,0.00123367534051541,2.8126578694773e-06,1.7348559475998e-05,0.00340128146615538,8.26084239157914e-05,1.20240781931525e-05,2.29301375555327e-06,0.00061491005253815,0.000475263340885709,2.88992617826853e-05,0.00194303866131177,0.000162849504166141,2.89142657933299e-05,4.05410281371055e-05,2.18591327876955e-05,5.46565583305248e-06,0.00919592278699373,0.000216856993449975,4.59613087373412e-05,1.10258682410521e-05,4.3138682540645e-05,7.90970729551906e-06,7.44717915005666e-07,0.000340224527501516,0.00116596280466805,3.23152638114387e-06,2.90881899481635e-05,0.000153245608704649,0.000248944568233736,4.43352075497726e-05,0.000269866480737746,6.66538059261015e-05,0.00270637527825568,0.000542932279935721,2.67657213344625e-06,5.30094872877715e-05,5.150580923673e-05,0.000109668936423895,0.00110163352672587,2.39489995469625e-05,7.3381072137128e-06,0.000193725580815311,1.56864536343432e-05,3.27892185471695e-06,6.07199581659929e-05,0.000118548489752653,7.68833458104726e-06,0.000268902671877968,2.13337334992258e-05,0.000508891077962607,0.0016442579147807
"2",0.702272961173474,0.00272462836536751,0.136134110112469,0.0228674166379058,0.0180640603815341,0.000583848935435894,0.00408694254805126,0.0112877460850939,0.0359067095293075,0.0454429088080937,0.00126500602677777,2.83971814220947e-06,2.91924467717947e-05,0.00279274407450169,8.34031904977472e-05,9.73081559059823e-06,2.31507458928539e-06,0.000467079148348715,0.000223808758583759,2.917729840921e-05,0.00151800723213332,0.000126500602677777,6.81157091341876e-05,4.0931068920287e-05,2.20694371056656e-05,5.51824030808144e-06,0.00451509843403758,0.000214077942993161,4.64034974454156e-05,9.73081559059823e-06,3.89232623623929e-05,7.98580572148514e-06,7.51882764348798e-07,0.000204347127402563,0.00117718040487185,3.26261654186477e-06,2.91924467717947e-05,0.000145962233858973,0.000204347127402563,3.89232623623929e-05,0.000262732020946152,6.72950748790624e-05,0.00262732020946152,0.000389232623623929,1.94616311811965e-05,1.94616311811965e-05,7.78465247247859e-05,0.000136231418268375,0.00106065889937521,9.73081559059823e-06,7.40870633801291e-06,0.000184885496221366,9.73081559059823e-06,3.31046800208843e-06,2.91924467717947e-05,0.000107038971496581,7.76230320441841e-06,0.000223808758583759,9.73081559059823e-06,0.000486540779529912,0.00156666131008632
"3",0.696216351611467,0.00289326645634354,0.135597754587301,0.023724784942017,0.0179033091593246,0.000588297512789853,0.0037612463932466,0.0116695080405856,0.0350085241217568,0.0458100522254394,0.00135019101296032,2.81444762426118e-06,1.91920008270788e-05,0.00321152576654133,8.13007874232535e-05,1.12837391797398e-05,2.21817094986338e-06,0.000622052288113861,0.000475565761186159,2.35319005115941e-05,0.00190955586118674,0.000157200810794666,6.46162841916724e-05,4.13737103257126e-05,2.22781517138453e-05,5.67080225443334e-06,0.00920177435073306,0.000208315184856735,4.44598612124791e-05,1.51414277881979e-05,4.2723901338673e-05,7.81181943212756e-06,7.4519179505538e-07,0.000285468957025896,0.0011667047319142,3.48156396913339e-06,3.1825931019779e-05,0.00012826814623123,0.000256536292462461,6.17230177353289e-05,0.000241105538028628,7.10779126108397e-05,0.00254607448158232,0.000543277759439602,1.92884430422903e-06,4.26150563073174e-05,5.42005249488357e-05,0.000127303724079116,0.00100299903819909,2.57500714614575e-05,7.17530081173198e-06,0.00018806231966233,1.56964352626595e-05,3.34654486783736e-06,4.97641830491089e-05,0.000115730658253742,6.07585955832144e-06,0.000236283427268056,2.34354582963827e-05,0.00053621871657567,0.00153343122186208
"4",0.695130555846392,0.00289035574156504,0.135172303513858,0.0236045718894478,0.0205215257651118,0.000578071148313008,0.00385380765542005,0.0112723873921037,0.034973304472937,0.0449932043770291,0.00125248748801152,2.81161620364477e-06,2.5119066484427e-05,0.00318902583486009,8.25778299450116e-05,1.2019625084384e-05,2.29216453954708e-06,0.000585042107221769,0.000475087327446951,1.92690382771003e-05,0.00201361449995698,0.000162789192968617,5.78071148313008e-05,4.05260137962984e-05,2.18510372734843e-05,5.4636316313195e-06,0.00919251708355935,0.000211959421048103,4.59442869994861e-05,1.10217848186261e-05,5.78071148313008e-05,7.90677794107304e-06,7.44442109257887e-07,0.000279017617514218,0.00116553099117633,3.23032958765729e-06,2.90774171577975e-05,0.000154152306216802,0.000248852371790742,6.74416339698509e-05,0.000250497497602304,6.66291207366958e-05,0.00260132016740854,0.00054273120535373,2.67558086686883e-06,5.78071148313008e-05,5.14867340970761e-05,0.00010962832061164,0.00104052806696341,2.394013005209e-05,7.33538955094871e-06,0.000211959421048103,1.56806441674465e-05,3.27770750835059e-06,5.78071148313008e-05,0.000163786825355352,7.68548721182789e-06,0.000240862978463753,2.13258325662657e-05,0.000510629514343157,0.00159933017699932
"5",0.694656172678431,0.00289158945197071,0.135808317927558,0.0243857377116197,0.0168676051364958,0.000578317890394143,0.00346990734236486,0.0112771988626858,0.0352773913140427,0.0456871133411373,0.00130121525338682,2.81281630511232e-06,2.51297882282099e-05,0.00341207555332544,8.26130772076984e-05,1.20247555035658e-05,2.29314291989082e-06,0.000655426942446695,0.00047529011223605,2.89008896638939e-05,0.00188917177528753,0.000212049893144519,6.98026485994738e-05,4.05433117932895e-05,2.1860364101899e-05,5.46596371075851e-06,0.010602494657226,0.000250604419170795,4.59638977152667e-05,1.10264893227895e-05,4.31411125214245e-05,7.91015284544242e-06,7.44759864599697e-07,0.000346990734236486,0.00116602848277962,3.23170841143623e-06,7.71090520525524e-05,0.000134940841091967,0.000248958591158877,9.63863150656905e-05,0.000260243050677364,6.66575605022207e-05,0.00272773271635904,0.000542962863044131,2.67672290343866e-06,4.25903556318511e-05,5.15087105336428e-05,0.000109675114021168,0.0010602494657226,2.39503485823331e-05,7.33852056568456e-06,0.000183133998624812,1.56873372445646e-05,3.27910655477303e-06,5.11076038230003e-05,0.000163856735611674,7.68876766115444e-06,0.000231327156157657,2.13349352179457e-05,0.000539763364367867,0.00171567640816929
"6",0.671854627980429,0.00287653314794584,0.153083321160578,0.0230918923987347,0.0184772644365857,0.000489707373283513,0.00372213560490967,0.0124417523700079,0.035840170162491,0.0487716692904311,0.00122967576806993,2.90467491420765e-06,2.59504558947433e-05,0.00383205972996245,8.53109861865362e-05,1.24174499405475e-05,2.36803046896223e-06,0.000706691534616451,0.000490811740345007,2.98447108161383e-05,0.00285662634415382,0.000159254430336102,0.000507623496696324,4.18673414580354e-05,2.25742616419083e-05,5.64446659518905e-06,0.00949677048255254,0.000258788449296165,4.74649483544607e-05,1.13865832153608e-05,4.45499789958688e-05,8.16847602025947e-06,7.69081611152364e-07,0.000268741851192172,0.00120410766854052,3.33724684959753e-06,8.95806170640572e-06,0.000116454802183274,0.000268741851192172,5.45234596181227e-05,0.000348369066360223,5.97204113760381e-05,0.00259783789485766,0.000560694491412113,2.76413708771958e-06,4.3981235947109e-05,5.31908390456664e-05,0.000113256792429404,0.00106501400287268,2.47324990925256e-05,7.57817585023195e-06,0.000179161234128114,1.61996412215701e-05,3.38619288197092e-06,5.27766333265776e-05,0.000138434100029042,7.93986102325103e-06,0.000228928243608146,2.20316737396534e-05,0.000617110917552394,0.0014034296673369
"7",0.699692151391611,0.00280803221700398,0.135866301083904,0.0234485164512704,0.0179132848201821,0.000578975714846182,0.00366684619402582,0.0112321288680159,0.033966575270976,0.0436258201136598,0.00129304576315647,2.81601582457269e-06,2.51583728344371e-05,0.0035028030748194,8.2707047847632e-05,3.85983809897455e-05,2.29575132179188e-06,0.000704420453062855,0.000475830744754661,2.89337638187876e-05,0.00192991904948727,0.000135094333464109,6.98820476459646e-05,4.05894289587919e-05,2.18852298068608e-05,5.47218112966016e-06,0.00920690154701801,0.000221940690691036,4.60161806833891e-05,1.10390317227691e-05,4.31901846306851e-05,7.91915047814154e-06,7.45607013301075e-07,0.000250889476433345,0.00116735481568491,3.2353844118682e-06,2.91229175404214e-05,0.000135094333464109,0.000308787047917964,5.28592457435006e-05,0.0002122910954436,6.67333820770673e-05,0.00246064678809627,0.000543580471895236,2.67976761951343e-06,4.82479762371818e-05,5.15673006098705e-05,0.0001061455477218,0.00104215628672313,2.39775916007387e-05,7.3468679786733e-06,0.000183342309701291,1.57051812611483e-05,3.28283646959738e-06,5.11657376487703e-05,0.000115795142969236,7.69751347285691e-06,0.000241239881185909,2.13592032585893e-05,0.000511428548114127,0.00164043119206418
"8",0.694179629098556,0.0029572761175241,0.134859497216083,0.0228972160630449,0.0199399399455208,0.000539437988864331,0.00421917569861744,0.0108561895258947,0.0370863617344227,0.0450334392489419,0.00127153240232307,2.81112070740776e-06,2.51146397056567e-05,0.00349006745973992,8.25632771038573e-05,1.20175068439954e-05,2.29176058722155e-06,0.000624206815685869,0.000475003601943201,2.46214910631648e-05,0.00191991759929553,0.000169441325430778,6.03977891103456e-05,4.50045407852527e-05,2.36582089401928e-05,5.35584860372443e-06,0.00919089706955542,0.000208839564260334,5.75079427414295e-05,1.10198424294424e-05,4.43784074053209e-05,8.97778938609922e-06,7.44310914871067e-07,0.000295534955327816,0.00116532558753002,3.62194078237479e-06,2.90722927916891e-05,0.000157978268167411,0.00027405376398554,5.08901945566118e-05,0.000234944509792876,7.73515544746531e-05,0.00270296963705949,0.000542635558846354,2.67510934438662e-06,3.45143984660875e-05,5.74790442777404e-05,0.00010960900061332,0.00108860512717068,2.49971710911239e-05,8.56357807322125e-06,0.00018832165504103,1.56778807390067e-05,3.7664331008206e-06,5.58799959536068e-05,0.000121691430595055,7.68413278443907e-06,0.000261588893314282,2.38604981860169e-05,0.000437330083829297,0.00169884435207345
"9",0.690995770205509,0.00307964688670979,0.139546499554037,0.025022130954517,0.0178655783003812,0.000673672756467767,0.00423451446922596,0.0112599589295327,0.0336836378233883,0.0471570929527437,0.000115486758251617,2.80851623328929e-06,0.000211725723461298,0.00373407185013562,8.24867830857293e-05,1.20063727488066e-05,2.28963729485655e-06,0.000433075343443564,0.000474563516042877,5.77433791258086e-05,0.00200177047636136,0.000162609708417439,6.96959383241282e-05,3.18550974844044e-05,1.76117306333716e-05,5.19690412132277e-06,0.00918238179894465,0.000218707674068478,3.98429315968079e-05,1.10096326599645e-05,4.30751608693276e-05,6.5442496342583e-06,7.43621318544319e-07,0.000307964688670979,0.00116424592548481,1.82854033898394e-06,2.79092999108075e-05,0.000145842574586468,0.000205855146583508,5.27184714143346e-05,0.000244461689878959,5.98606363604215e-05,0.00256684581954267,0.000461947033006469,2.67263088338238e-06,3.27212481712915e-05,3.49347443711142e-05,0.000109507449013456,0.00125110654772585,2.39137346666275e-05,6.15929377341958e-06,0.00018103005108194,1.56633553454476e-05,2.11725723461298e-06,5.10294734570953e-05,0.000163606240856458,7.67701351527813e-06,0.000221349619982266,1.3569694094565e-05,0.000577433791258086,0.0016302223920205
"10",0.697243095857434,0.00288315546185017,0.135219991160773,0.0232190119861001,0.01784074310706,0.000576631092370035,0.00413252282865191,0.0116575585840809,0.0341077291136875,0.0448330674317702,0.00122053581218324,2.80461207511278e-06,2.50564913825932e-05,0.00413252282865191,5.34344812262899e-05,1.19896825200723e-05,2.28645443763821e-06,0.000599696336064836,0.000473903818580753,3.5972169645684e-05,0.00163378809504843,0.000176833534993477,5.78264880465083e-05,4.18057541968275e-05,2.26808229665547e-05,5.69903729625718e-06,0.00916961724000948,0.000235457696051097,4.88214324873296e-05,1.68184068607927e-05,4.55538562972327e-05,7.97673011111881e-06,1.18209373935857e-06,0.000277743976158233,0.00116262749074137,3.36368137215854e-06,2.40262955154181e-05,0.000188654472387063,0.000246990317898498,4.46889096586777e-05,0.000271977665234533,6.89074155382191e-05,0.00282549235261317,0.000541379186142968,2.66891562135453e-06,4.24661309987918e-05,5.27617449518582e-05,0.000120131477577091,0.0011724832211524,1.75872483172861e-05,7.20788865462543e-06,0.000213353504176913,1.56415814934333e-05,3.48861810883871e-06,8.50242545699616e-05,0.000151846187657442,5.76631092370035e-06,0.00025631252055848,2.27769281486164e-05,0.00052636808215178,0.00191249312302728
