"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Au","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","Ir","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Pt","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11",0.387994557716088,0.0037919026291379,0.0726983199389755,0.118210468202707,0.0793189319579061,0.00183539267307166,0.210427304131962,0.0778597795373597,0.0120371945868456,0.000801237410579507,0.000372668563060236,2.3174250742919e-06,4.65835703825295e-06,2.73202725138838e-08,0.000226098007189792,6.05586414972883e-05,1.20162197859027e-06,5.19403729390404e-07,1.36698820283624e-06,1.491662748762e-05,0.000571057972204613,0.000796579053541254,0.0186119997106358,1.79483450427279e-06,0.000412730433589211,1.50825945942912e-05,1.01002295007067e-05,2.95501577615928e-06,0.00173974507244185,8.94404551344566e-05,1.13355705964219e-05,1.14580587632371e-05,5.63154002532097e-06,3.51678250211612e-06,1.71624494862716e-08,9.68938263956613e-05,5.20658257392919e-05,1.56061683652604e-06,3.35067357242558e-06,1.30433997071082e-05,1.54052820948138e-05,0.00799187733482676,8.75771123191554e-05,2.37115534275574e-06,9.62256171111815e-08,3.167682786012e-05,0.000766373173879833,3.44030658783404e-06,0.000218942780797888,7.68295143526061e-06,2.32917851912647e-05,0.00020589938109078,2.79501422295177e-06,2.24449631127577e-06,6.82386728276742e-07,1.68581317339908e-07,1.52600865976776e-06,1.50794585525526e-07,0.00158693290781386,1.37873471463732e-06,9.22354693574084e-05,9.89812509392644e-06,0.000613039786234088,0.000224532809243792
"12",0.410007793980023,0.00350927278430923,0.0741042987689279,0.109960316713647,0.0792482842387372,0.00168482327310337,0.197533893251529,0.0733689339149214,0.0107512203338917,0.00039095346668697,0.000158243069849488,2.31536099208855e-06,8.53709035043905e-06,2.72959389166891e-08,0.000225896626408151,5.3057970478946e-05,2.12231881915784e-06,5.18941107316412e-07,1.36577065494096e-06,1.23615762800071e-05,0.000570549342773359,0.000797731240358889,0.0235037500805857,1.79323588259594e-06,0.000363959060653822,1.41767173753394e-05,9.33634112111979e-06,2.78321634617629e-06,0.00173819551777351,7.35364854006444e-05,1.14493515244041e-05,1.14478533091577e-05,5.2592549685271e-06,3.24863713985125e-06,1.7147163250292e-08,3.72336634939972e-06,4.03147491481255e-05,1.3124866381634e-06,3.75129159702022e-06,2.88560892078478e-06,1.308763271814e-05,0.00825470319661917,8.0506970789751e-06,2.41087971123632e-06,9.61399109599927e-08,8.93607923855932e-06,0.000765690581270095,1.02392574608492e-06,0.000275529109855579,6.46004061620851e-06,7.40054089734912e-06,0.000150796337150689,4.23887312927978e-07,2.16886089852534e-06,6.81778940643275e-07,1.68431165474892e-07,1.3683371334044e-06,1.50660275931746e-07,0.00149865495563339,1.37750670436886e-06,9.02916339729431e-05,9.39219161636079e-06,0.000564090001934057,0.000153588861912738
"13",0.406420350675988,0.00357694972528416,0.0736044247932489,0.111157702748988,0.079928552988414,0.00154907271567424,0.202318284986545,0.0714451113107939,0.00976385226849221,0.000394309418535262,0.000215931348245501,2.33523609402001e-06,8.61037289320144e-06,4.8819261342461e-09,0.000227835727261615,5.24807059431456e-05,1.21085727728614e-06,5.23395707458499e-07,1.37749445571099e-06,1.10782169969431e-05,0.000948220268382416,0.00078486350927495,0.0221282690354194,1.40824792334022e-06,0.000390554090739688,1.36130632589555e-05,9.29443629404546e-06,2.5348462620124e-06,0.00175311622051084,7.71719861990442e-05,1.16415161662792e-05,1.09843338020537e-05,4.97580932913545e-06,3.28591182112718e-06,8.82502031959872e-09,3.84921099046327e-06,5.24659877379214e-05,1.31436472845087e-06,3.37642582382001e-06,2.81649584668044e-06,1.22048153356153e-05,0.00838376930361879,8.11980441282529e-06,1.78378070289761e-06,9.38831948893481e-08,7.88618837070524e-06,0.00185888725880909,3.46674773114711e-06,0.000269444769332429,5.63299169336089e-06,7.46406727841253e-06,0.000144580120129596,4.27525969526532e-07,1.87766389778696e-06,6.87631343783136e-07,1.69876981740125e-07,1.22048153356153e-06,1.5195354654976e-07,0.00154907271567424,1.38933124760602e-06,8.61847729084216e-05,9.38831948893481e-06,0.000613996094576337,0.00014833544792517
"14",0.408186951867978,0.00361019932159824,0.0747358145276311,0.115338835469242,0.0755797572261865,0.00162224540944544,0.197107505818169,0.0735167861852733,0.0107837122593194,0.000421971349277716,0.000215674245186388,2.33245559758723e-06,8.60012077729086e-06,2.7497468314952e-08,7.50171287604829e-05,7.93408261149668e-05,1.20941554539928e-06,5.22772515695898e-07,1.37585431387262e-06,1.50133748299301e-05,0.000574761781337181,0.000693908441034467,0.0231615385047991,1.80647557182099e-06,0.000468857054753018,1.50034257520966e-05,1.03148552045664e-05,2.97418163138124e-06,0.00175102883696539,8.43942698555433e-05,9.37714109506037e-06,1.15323742701636e-05,5.66806547526029e-06,3.53959190463319e-06,1.7273762943466e-08,6.06333815390487e-06,5.24035180406942e-05,1.57073879817075e-06,3.37240561362254e-06,4.82017374568337e-06,1.55051987885468e-05,0.00829876986912842,8.11013640227058e-06,2.38653435371558e-06,9.68497241840019e-08,1.11192206858102e-05,0.000771343772485458,3.46261997733049e-06,0.000225051386281449,7.73278207781541e-06,7.45518003463671e-06,0.000159411398616026,4.27016927020623e-07,2.25905382792093e-06,6.86812601514055e-07,1.69674714250791e-07,1.53590615719452e-06,1.51772619963703e-07,0.00142532544644918,1.38767701205022e-06,0.000103148552045664,1.03148552045664e-05,0.000618891312273984,0.000159411398616026
"15",0.412106703321631,0.00366361076955799,0.0573305577182182,0.117631610654997,0.0842988583698359,0.00169516260472521,0.203478922471396,0.0725790998401623,0.00613902345169176,0.000306951172584588,0.000257442918941913,2.46292131396971e-06,7.92132058282808e-06,2.90355369950699e-08,0.000240293249232217,4.89141545989634e-05,1.27706410672574e-06,5.52013754344078e-07,9.9016507285351e-06,7.12918852454527e-05,0.000606911035380426,0.000849548566358255,0.0233678957193428,1.9075206377373e-06,0.000404977514797085,1.60295338599434e-05,1.07343580550827e-05,3.14054224188595e-06,0.00184897249422402,7.92132058282808e-05,1.20472582857793e-05,1.21774366980632e-05,5.9851082620544e-06,3.73757869332801e-06,1.82399694853489e-08,6.40249048620936e-06,5.53347046104249e-05,1.65859794660002e-06,3.5610408505671e-06,5.08978977673197e-06,9.01050216296694e-05,0.00896099390932426,3.06951172584588e-05,2.52002496097557e-06,1.02267005722043e-07,1.28721459470956e-05,0.000832728826269802,1.68328062385097e-05,0.00027424625508071,8.1653146218241e-06,1.68328062385097e-05,0.000151495256146587,4.50902084512502e-07,2.3854138222167e-06,7.25229409177932e-07,1.7916545575499e-07,1.62181694465042e-06,1.60262009262814e-07,0.00161396906875122,1.46529661418623e-06,9.20853517753764e-05,1.05195648103612e-05,0.000556472770943673,0.000156446081510855
"16",0.403383667821151,0.00388278230365221,0.075806702118924,0.108625457304556,0.078706000037427,0.00160858124008449,0.206157250884391,0.071792998869284,0.0105389805384846,0.0004488748043437,0.000254041037463303,2.29951732180091e-06,8.47867231316957e-06,8.50514218895245e-09,0.0002243508494515,7.82203974927059e-05,1.19233652240916e-06,5.15390070639575e-07,1.35642488984456e-06,1.48013602127416e-05,0.000566645158630749,0.000832024779354044,0.0221656081102034,1.78096503663762e-06,0.000360544071053419,1.4966044819322e-05,1.00221806299978e-05,2.72719233232714e-06,0.00172630130483084,7.9581771600945e-05,1.12479757072336e-05,1.13695173546559e-05,5.5880226637306e-06,3.48960679261372e-06,8.78248378207047e-09,3.88278230365221e-06,5.16634904358028e-05,1.38670796559007e-06,3.32478145894206e-06,4.75210462045006e-06,1.5286238773039e-05,0.00759915965143361,7.99560735839124e-06,2.35283239308767e-06,9.3926352869301e-08,1.09621982079302e-05,0.00219099858563232,3.41372184101676e-06,0.000262550041485054,6.65619823483235e-06,7.34990009864497e-06,0.000148554464945369,4.20986715203436e-07,2.22715211108774e-06,6.77113628935288e-07,1.67278616105241e-07,1.51421652647233e-06,1.49629330111434e-07,0.00157160236100208,1.36808063123486e-06,8.57215934028076e-05,9.05982537518848e-06,0.000526949026924228,0.000151293605524144
"17",0.402354559750869,0.00352775324900051,0.075512988465092,0.110599831590286,0.0800895332205521,0.00162085960089213,0.204991067171651,0.0711271330744427,0.0122041193478936,0.000476723412027096,0.000190689364810838,2.37158890883965e-06,8.74441128534352e-06,2.79588134258025e-08,0.000231382465008453,9.53446824054191e-05,1.22970679339585e-06,5.31543452039595e-07,7.62757459243353e-07,1.23948087127045e-05,0.000953446824054191,0.000885752099546344,0.0228445859043384,1.90689364810838e-06,0.000522488859581697,1.48737704552454e-05,1.04879150645961e-05,3.52775324900051e-06,0.000572068094432515,8.58102141648772e-05,1.07739491118124e-05,1.17258613368672e-05,5.76316274985446e-06,3.43240856659509e-06,1.75635774816147e-08,3.81378729621677e-06,5.72068094432515e-05,1.62085960089213e-06,2.76499578975715e-06,4.90104532140627e-06,1.52551491848671e-05,0.008075694599739,8.24620608456504e-06,2.66965110735174e-06,9.84746427484213e-08,1.04879150645961e-05,1.90689364810838e-07,3.52071488188597e-06,0.000292708174984637,6.67412776837934e-06,7.58026103555268e-06,0.000124901533951099,4.34181301910518e-07,2.28827237773006e-06,1.90689364810838e-07,1.72521470866999e-07,1.52551491848671e-06,1.54319020067858e-07,0.00162085960089213,1.41095908288002e-06,8.77171078129856e-05,9.53446824054191e-06,0.000524395753229805,0.000158272172792996
"18",0.412350859440979,0.00353789402997453,0.0742026721549922,0.107905767914223,0.0792638775559296,0.00158274206604124,0.200449627540399,0.072992339986843,0.0101481697175585,0.000186204948946028,0.000279307423419042,2.31581657492812e-06,8.5387701540968e-06,2.73013098119417e-08,0.000225941075039211,5.76304316987957e-05,6.61027568758399e-07,5.19043216950308e-07,1.36603939129581e-06,1.19171167325458e-05,0.000570661607120294,0.00079881923097846,0.0210504694783485,1.88998023180218e-06,0.000418030110383833,1.45239860177902e-05,9.49645239624743e-06,2.91410745100534e-06,0.00173853753444064,8.30474072299285e-05,1.03343746665046e-05,1.14501058501374e-05,5.02753362154276e-06,3.3423788335812e-06,1.71505372180452e-08,3.78927071105167e-06,5.20296874198676e-05,1.41515761198981e-06,3.3483479065953e-06,3.79858095849897e-06,1.39653711709521e-05,0.00836991245512396,8.05228117728559e-06,2.22514913990503e-06,9.61588279642009e-08,9.58955487072045e-06,0.000765841242653109,3.43791870870943e-06,0.000256962829545519,6.58234494524209e-06,7.40199706744436e-06,0.000154550107625203,9.12404249835538e-07,2.31825161437805e-06,2.79307423419042e-07,1.68464306893833e-07,1.3406756324114e-06,1.11722969367617e-07,0.00153619082880473,1.3777777499717e-06,9.12404249835537e-05,9.23576546772299e-06,0.000599673038080683,0.000167212044153533
"19",0.402993685338663,0.00350994500133674,0.0720560137840559,0.114212496075243,0.0790537728996629,0.00166211681280232,0.205211070183974,0.0734488491020466,0.00730774263505824,0.00112355382317922,0.000255163551359092,2.30967804297062e-06,5.10706283263283e-06,7.79987778074832e-09,0.000225342173327973,0.00101212699773996,1.13283939196583e-05,1.76425806945498e-08,7.98558915648042e-07,1.16812455335493e-05,0.000569148955146839,0.000728731438372771,0.0239567674694413,2.11710968334597e-06,0.000407079335604769,1.35940727035899e-05,9.0441439981534e-06,2.58138812267623e-06,0.00173392919527854,7.92987574376079e-05,9.19271309873908e-06,1.32783633648453e-05,5.40420103380419e-06,3.10137997472612e-06,1.71050763115377e-08,4.47564415514368e-06,5.18917723956713e-05,1.37426418041756e-06,7.81844891832152e-06,7.47488287321714e-06,1.30462241451802e-05,0.00679703635179496,5.47848558409703e-06,2.20996537121202e-06,5.19991852049888e-08,2.46996129723697e-05,0.000763811228275766,1.67140238158892e-06,0.000257182618922525,6.27704449974507e-06,6.34204348125131e-06,0.000138076407856818,4.17850595397231e-07,1.94996944518708e-06,1.42997759313719e-06,2.87852632384759e-07,1.37426418041756e-06,8.07844484434647e-07,0.00124426621740509,2.44210459087715e-06,7.40059832292429e-05,8.82129034727488e-06,0.000760302372247229,0.000178561487766417
"20",0.409695768997237,0.00335969195533042,0.0729799752518996,0.106950193911352,0.0794531370109168,0.00158652120112825,0.204381260615934,0.0718600779334561,0.010545699748676,0.000453135864016834,0.000256452587431314,2.32134608214295e-06,8.55915829350475e-06,2.73664975263807e-08,0.00022648055766408,6.1594352514391e-05,1.20365508389508e-06,5.20282543606836e-07,1.36930110241391e-06,1.30654687151738e-05,0.000572024183719824,0.00084832221872093,0.0226779206984803,1.77317075420216e-06,0.000401296539108911,1.4931964245913e-05,9.61245198330647e-06,3.07971762571955e-06,0.00174268866451891,8.45522475424821e-05,9.61245198330647e-06,1.58652120112825e-06,5.641068407877e-06,3.45301673186737e-06,1.71914877925907e-08,6.0344583977653e-06,3.54634150840433e-05,1.56325734945411e-06,2.89306807264564e-06,4.7972151973075e-06,1.4931964245913e-05,0.00842722732128713,8.07150772024575e-06,2.37516726047344e-06,9.63884277255787e-08,1.10662596973716e-05,0.000767669852363617,3.44612747468409e-06,0.000248243905588303,7.69595073919974e-06,7.41967091805573e-06,0.00014838639469376,4.24983040008749e-07,2.05314508381303e-06,6.8354130442624e-07,1.6886655144571e-07,1.52859061678639e-06,1.51049725059616e-07,0.00121322209498043,1.3810674889309e-06,8.492554664863e-05,9.91487239964713e-06,0.000597278569836518,0.000177317075420216
