"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11",0.728412266932323,0.00300734545401745,0.123066825007909,0.0283549714235931,0.0200359508819604,0.000595610625633326,0.00487229019985294,0.0110432068457589,0.0449148996379229,0.0205046280955735,0.000507733648080868,2.10473876819195e-06,1.43367938629892e-05,2.05817678857393e-05,0.00356380200409684,1.40407881911594e-05,7.81128689355181e-07,1.01546729616174e-06,0.000570106773925879,0.00058267911351793,2.79546429702985e-05,0.000689170314400842,5.6241265633573e-06,0.000116241713084668,0.000114591578728405,7.37287841665122e-05,1.22539563142594e-05,0.00230267083182176,0.000150660195959381,9.55418028167556e-05,1.40864096626098e-05,7.20591215930155e-05,2.3990414871821e-05,5.46790082548627e-07,0.000250215047417698,5.38978795655075e-05,1.15899969283075e-05,4.73949832266256e-05,0.000103714361729134,0.00033571934657624,5.21208117972245e-05,4.77171988109846e-05,7.80835766096673e-05,0.000500752310419756,6.83487603185784e-08,2.00164226647265e-06,7.43927435524641e-05,6.51980052826884e-06,8.52797246603519e-05,3.65958790962902e-05,0.000672229585950452,9.08062101375398e-06,1.66575693004992e-05,4.65747981028027e-05,1.620842030412e-06,1.1189668475013e-05,1.19610330557512e-05,8.42349650383394e-05,7.26449681100318e-06,0.000692324121484114,7.52519851107548e-05,0.000476254161899854,0.00242499448788593
"12",0.738818785579522,0.00295509285043374,0.119582096252955,0.0268734953848169,0.0179894440791347,0.000601704631854795,0.00433347508603874,0.010709732478082,0.0427397657227162,0.019932002111986,0.000475988110136979,2.13757059124006e-06,1.02139115300227e-05,2.09028229123555e-05,0.00364924217771684,1.34863297872144e-05,9.4205980131277e-07,8.428956117009e-07,0.000565235880787662,0.000591768325841075,2.71709879536525e-05,0.000634013003510349,5.45403042865288e-06,0.00011883619986,0.000115922937656277,7.60589334323047e-05,1.27921804599313e-05,0.00233859019741285,0.000143193089799541,0.00010283326462751,1.32880014079907e-05,7.43520280338531e-05,2.45927190237439e-05,6.59063700169702e-07,0.000231052561795658,5.83582432078822e-05,1.1503045994977e-05,4.04589893616432e-05,0.000112983256871658,0.000331605050062095,6.06767696804818e-05,5.58294387514831e-05,7.92321874998846e-05,0.000471029900656385,0.000585701161646903,5.75152299748849e-06,6.96920311013009e-05,6.6215029060119e-06,8.68678300999986e-05,3.63371718560346e-05,0.000691174401594738,1.12253881212894e-05,1.74528973716892e-05,4.64088407383554e-05,1.67269348260454e-06,1.16022101845888e-05,1.28913446495432e-05,9.32143382351583e-05,8.52812030662087e-06,0.000625726036450903,7.82405456037658e-05,0.000531520056319626,0.00207253156288809
"13",0.720320381152614,0.00309380273494302,0.12665254946173,0.0299712139947605,0.0175390277950792,0.000580088012801815,0.00473738543788149,0.0116017602560363,0.047277173043348,0.021946663151002,0.000538732836870263,2.08405050477284e-06,1.4195872161681e-05,2.03794620024221e-05,0.0037609039496651,1.29470391054231e-05,9.81313656192015e-07,2.68360622937007e-06,0.000638096814081997,0.000576951742895291,3.10347086848971e-05,0.000759915296770378,6.38096814081997e-06,0.000121818482688381,0.000123752109397721,8.15023657986551e-05,1.31486616235078e-05,0.00228003702022663,0.000154354884603645,0.000104415842304327,1.39479490811192e-05,7.24904160778818e-05,2.68774112598175e-05,6.42562188423123e-07,0.000290044006400908,6.03291533313888e-05,1.2665254946173e-05,4.02630938712263e-05,0.00011015440354541,0.000373189954902501,5.90722959703182e-05,4.97908877654892e-05,8.75932899330742e-05,0.000481497995668289,0.000571036487205854,4.89912471356118e-06,6.79470952634373e-05,6.45571497389634e-06,9.51344340994977e-05,3.54273686487491e-05,0.000744446283095663,1.09443289855857e-05,1.80794097323233e-05,4.97908877654892e-05,1.6308129008876e-06,1.2665254946173e-05,1.62424643584508e-05,0.000105382655658996,1.23080997348255e-05,0.000753147603287691,8.12123217922542e-05,0.000485340304044186,0.00228498860624332
"14",0.755391785236843,0.00282699209857639,0.105476050022747,0.0248580339702407,0.0176843650948463,0.000487412430789033,0.00380181696015445,0.0105281085050431,0.0411376091585944,0.0203738396069816,0.000487412430789033,2.10132000662212e-06,7.5061514341511e-06,2.05483365838837e-05,0.00370764887852601,1.33551006036195e-05,9.8944531996961e-07,2.70584395472017e-06,0.000588989181365467,0.000581732658313637,2.58328588318187e-05,0.000667852512667133,5.26405425252155e-06,0.000140082332608768,0.000106743322342798,6.53132657257304e-05,1.28676881728305e-05,0.00229893056596704,0.000149440651279917,9.2705844336074e-05,1.12104859081478e-05,0.00010401381273038,2.0178874634666e-05,6.47886785344283e-07,0.000258036140859714,5.12757877190062e-05,1.17953808250946e-05,4.05967343336215e-05,0.000173518825360896,0.000334364927521276,5.41027798175826e-05,5.72222193746324e-05,7.72061290369828e-05,0.000503399558518913,0.000575768385808709,1.16978983389368e-06,6.8530187768938e-05,6.50921030974586e-06,8.666193019429e-05,3.17792904874449e-05,0.0006861792200648,2.60278238041343e-05,1.56946802714069e-05,4.7863900703483e-05,1.64432664556088e-06,1.23802757420414e-05,1.24777582281992e-05,8.9683887265182e-05,1.24100909056944e-05,0.000731898506072811,7.60363392030891e-05,0.000527185285141418,0.00374849404022613
"15",0.728455888584267,0.00290684712124608,0.124316161885291,0.0280026272680039,0.0183906527870835,0.000581369424249216,0.00523232481824294,0.0110460190607351,0.0448623405712311,0.0207355094648887,0.000581369424249216,5.81369424249216e-07,6.00748405057523e-06,2.04244801295432e-05,0.00369169584398252,1.16273884849843e-05,9.6894904041536e-07,1.55031846466458e-06,0.000624584551451741,0.000290684712124608,2.97467355407515e-05,0.000788336939281936,5.71679933845062e-06,0.000150962260496713,0.000117921098218549,7.51904455362319e-05,1.26932324294412e-05,0.000436027068186912,0.000161911384653407,9.92203817385328e-05,1.30808120456074e-05,7.47059710160242e-05,2.44175158184671e-05,6.43981605004298e-07,0.000270724361892051,5.702276595808e-05,1.11429139647766e-05,4.74785029803526e-05,0.00010784402819823,0.000351728501670775,8.69147289252577e-05,5.03853501015987e-05,8.1004139778724e-05,0.000512574042379725,0.00180224521517257,2.90684712124608e-06,6.61792194603691e-05,6.46997561518894e-06,8.2263773531264e-05,3.49790603589945e-05,0.000723708038286232,9.01122607586284e-06,1.69566082072688e-05,4.7187818268228e-05,1.63441535822795e-06,1.14930800975357e-05,1.24994426213581e-05,9.9801751162782e-05,8.23606684353056e-06,0.000676326430209921,7.76128181372703e-05,0.000523038692016211,0.00247082005305917
"16",0.724672470787047,0.00301218109337603,0.124956931809083,0.0301218109337603,0.0176271564874783,0.000612152931879646,0.00505269086630819,0.0113685544491934,0.0450855492685961,0.0210852676536322,0.000621869645084085,2.09452227367732e-06,1.4267202435268e-05,2.04818630795545e-05,0.00372247282862051,1.67127467116348e-05,9.86244481911892e-07,2.69709059752729e-06,0.000626728001686304,0.000579850763483708,3.40084962155359e-05,0.000791912126161764,6.56849812620064e-06,0.000107952683701315,0.000115726054264866,7.6081864390756e-05,1.28260614298592e-05,0.00229149356636829,0.000304618958959157,9.82359704968765e-05,1.40180336108053e-05,6.17011288481865e-05,2.52634543315409e-05,6.45790883086959e-07,0.000266723777461846,6.51019784697401e-05,1.16600558453266e-05,3.21623207066925e-05,9.60982935918999e-05,0.000343291477512824,7.46243574100901e-05,4.88750674183273e-05,8.11345552570641e-05,0.000512362287270059,0.00057390578529453,4.92374144032339e-06,7.57903629946228e-05,6.48815312986474e-06,8.75475859719938e-05,3.56053812336332e-05,0.000697854342342796,7.28753490332911e-06,1.74900837679899e-05,4.14903653829538e-05,1.63900727803222e-06,1.15253701160101e-05,1.28260614298592e-05,0.000134090642221256,1.23699444817648e-05,0.000777531390619194,7.83167084277769e-05,0.000496912713275001,0.00225039077814803
"17",0.713562256018837,0.00297561509551197,0.136975855544223,0.0287805394483944,0.0176986356787541,0.000565854673900636,0.00419512947891851,0.0113170934780127,0.0465366688707937,0.0212683308466101,0.000575610788967889,2.1030156888426e-06,4.87805753362617e-05,2.05649182796253e-05,0.00309268847631899,1.30648591770723e-05,9.90243763249036e-07,2.70802746388153e-06,0.000756098917712057,0.000582202093584165,6.82928054707664e-05,0.000575610788967889,6.88676174364034e-06,0.000146341726008785,0.000132097798010597,8.54635679891306e-05,1.4536611450206e-05,0.00230078571210115,0.000136585610941533,0.000107609949191793,1.4074877589384e-05,6.82928054707664e-05,2.80000502430142e-05,6.48409604381522e-07,0.000291707840510845,5.74148528906691e-05,1.26829495874281e-05,4.06294942942187e-05,0.000136585610941533,0.000385366545156468,4.87805753362617e-05,4.87805753362617e-05,8.97562586187216e-05,0.000526830213631627,0.000576233008146979,4.94370751122402e-06,8.09757550581945e-05,6.51446298528163e-06,9.67806614671433e-05,3.57497632193185e-05,0.000800001435514693,1.10439240833324e-05,2.00000358878673e-05,5.44391220752681e-05,1.64565355219517e-06,1.2292704984738e-05,1.31795663397608e-05,8.78050356052711e-05,1.24201053587225e-05,0.000822440500169373,8.36099061263526e-05,0.000526830213631627,0.00245854099694759
"18",0.733074961314306,0.00302802449043884,0.122586152758089,0.0283266807170085,0.0177198713776732,0.000507926688718773,0.00435644813785717,0.0111353158680654,0.0426853774942507,0.0209031368049649,0.000586069256213969,2.10553899113555e-06,1.43422447206255e-05,2.05895930862493e-05,0.00341873732791482,1.30805350416384e-05,9.91431906719216e-07,2.71127668924168e-06,0.000585062394642863,0.000582900648466801,3.17391799770925e-05,0.000527462330592572,6.89502482117747e-06,7.81425674951959e-05,0.000111745721375822,7.2463365949341e-05,1.27681768157677e-05,0.00230354630865482,0.000136749493116593,9.73826276244324e-05,1.40917653240227e-05,7.32378592486446e-05,2.41639646942853e-05,6.49187598311946e-07,0.000256336035386338,5.74837420723889e-05,1.14590936127186e-05,4.06782435720571e-05,0.000107446030305894,0.000339527508583427,5.97675253121305e-05,7.81425674951959e-05,7.62112229851341e-05,0.000478623225908075,0.000576924401025522,4.94963921613946e-06,8.79103884320954e-05,6.52227936034497e-06,8.50592768422566e-05,7.81425674951959e-05,0.000673979644646065,1.10571751299653e-05,1.76837098450816e-05,4.70486720818013e-05,1.64762808876362e-06,1.15859909782303e-05,1.3195379835657e-05,8.79103884320954e-05,1.24350076157511e-05,0.000683747465582964,7.38163320701089e-05,0.000459087584034276,0.00252009780172007
"19",0.728964864920455,0.00290213315422266,0.123046523937481,0.0286291513862506,0.0177864181931273,0.000609840142542735,0.00479440240680703,0.0109712398634296,0.0456007476361135,0.0210894878876113,0.000498068798089565,2.11344632362619e-06,1.43961068899538e-05,1.30399901862032e-05,0.00376787084853976,1.31296588717669e-05,9.95155220208664e-07,2.72145886413666e-06,0.000287271964252446,0.00058508972653937,4.61792133661782e-05,0.000456889881712081,6.92091902404988e-06,9.85352641889789e-05,0.000112165381413961,7.27355014597088e-05,1.28161275874259e-05,0.0023121972558217,0.000159127098287276,9.77483471948986e-05,1.41446868202601e-05,7.3512903361539e-05,2.42547122434563e-05,6.51625616420497e-07,0.00021864043695664,2.77467460353045e-05,1.15021281343392e-05,2.76487009963105e-05,0.000119712992611685,0.000340802601047346,5.84348432404292e-05,0.00033727493413939,7.64974335384406e-05,0.000488289591086204,0.000579091035355295,2.51975750214603e-05,5.64739424605491e-05,6.54677372103655e-06,8.53787161811795e-05,4.69635736781302e-05,0.000714748334266324,1.10987002503871e-05,1.77501208562297e-05,4.72253629409874e-05,1.65381574103395e-06,1.16295020617505e-05,1.32449349643628e-05,0.000144126207321193,1.24817071735153e-05,0.000535325912907288,7.40935486324119e-05,0.000525815544124869,0.00231721868463982
"20",0.728040880361449,0.00289152368905256,0.121210336460284,0.0278443021908765,0.0219054824928224,0.000564674659814978,0.00486788499840498,0.011682923996172,0.0438109649856448,0.0211266208930776,0.000554938889818168,2.0986301314731e-06,1.42951838224723e-05,2.05220328986969e-05,0.00377747875876226,1.35327202955658e-05,9.88178742594855e-07,2.70238023553984e-06,0.000613353509799028,0.000580987989145664,3.16350348906389e-05,0.000603617739802218,6.87240032499895e-06,0.00011682923996172,0.000102225584966505,6.02644162802537e-05,1.23644278959487e-05,0.0022959877318536,0.000155434722444296,8.27540449728847e-05,1.40455263185092e-05,7.29975454412738e-05,1.89847514937794e-05,6.47057433052491e-07,0.000272601559910679,6.03617739802218e-05,1.03199161966186e-05,4.05447669290988e-05,0.00011682923996172,0.000298888138902066,5.95714114208693e-05,6.0917969218246e-05,6.66900244781482e-05,0.000515995809830928,0.000575031351436171,4.93339807177307e-06,7.69125829747987e-05,6.50087794580472e-06,7.92491677740331e-05,3.56752118793658e-05,0.000700975439770317,1.10208934597812e-05,1.55772319948959e-05,4.68942922892225e-05,1.64222176226522e-06,9.54105459687376e-06,1.31520821205061e-05,0.000103139246085792,1.23942048935595e-05,0.000710711209767127,6.23089279795838e-05,0.000525731579827738,0.00240473518921206
"21",0.699493154089912,0.00323937252256092,0.13614296287656,0.0323719406087796,0.0197598118723738,0.000637308965349831,0.00684036968449314,0.0108051699474796,0.0501699725585595,0.0223074476335063,0.000606946954552024,2.34793207399959e-06,1.59933473255447e-05,2.29599006246532e-05,0.00395390795457167,1.45863875704219e-05,1.10556716487933e-06,3.02340328389015e-06,0.000711812354907049,0.000650005121848752,3.20233867395061e-05,0.000819646208213549,7.46123126413662e-06,0.000130531046014089,0.000140510778550894,8.08054668276026e-05,1.4345170182289e-05,0.00256873431686824,0.000190615397258965,0.00010859347455088,1.57140323322647e-05,8.51778518037203e-05,2.6945759722126e-05,7.23923133476302e-07,0.00029496371187273,6.41013642176682e-05,1.1916185405789e-05,4.53611893196481e-05,0.000124102106251381,0.000359555100772482,6.66480603088957e-05,6.81545793445944e-05,8.49847832782364e-05,0.000619772348802006,0.000643340879054574,5.51944975572854e-06,8.27815439524647e-05,7.27313479836366e-06,9.84664680697738e-05,3.99131666710124e-05,0.000756543361307198,1.00536006668585e-05,1.95843705298068e-05,5.6563757598046e-05,1.83730572167861e-06,1.29197891567829e-05,1.47144534844437e-05,0.000110230161157756,1.38665459743897e-05,0.000763507013375966,9.06022213942897e-05,0.000619772348802006,0.00294092327199546
