"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.484316831845578,0.012182892441936,0.161938754920503,0.0909031205282915,0.0526729541884176,0.0012182892441936,0.0494812862257092,0.0924962680014677,0.0236160684259067,0.0101211721825314,0.00149943291593058,1.62278280651418e-06,0,0.00378606811272472,8.21277531873062e-06,1.7702348709488e-07,1.70983839696204e-06,0.000343182708633612,0.00102247533758068,9.37145572456613e-05,0.000227726374106957,3.95057678901325e-06,0.000204204020238296,4.1234405188091e-05,2.36160684259067e-05,1.41508981440949e-05,0.00273032899424781,0.000202659400134251,4.91064279967265e-05,9.37145572456613e-06,2.95975731546916e-05,1.05330823450064e-07,8.15316648037254e-06,6.08221144313244e-07,0.000165719162473414,6.56001900719629e-05,2.99886583186116e-06,5.04293934099145e-06,7.49716457965291e-05,0.000191458840452886,0.000843431015210952,0.000262400760287852,4.45144146916891e-05,0.000249253711387975,0.000251251471904555,8.69671091239737e-06,0.000282080817309441,4.34438088898853e-06,4.28275526612672e-05,1.19381272058934e-05,0.00339624835173864,0.000155285021356061,7.0285917934246e-06,3.011623763305e-06,1.70560494187104e-05,1.32982921496886e-06,3.18629494635249e-06,4.26368594661564e-06,0.00231904815348137,9.81558259268263e-06,0.000204860022139016,2.08046317085368e-05,0.00103086012970227,0.00107162445651203
"2",0.479526301201365,0.0121848532048517,0.156300643832481,0.100693234766474,0.0525198320987042,0.00133622239899831,0.0473658135700869,0.0862283936920028,0.0295464001792493,0.0114560046235799,0.00184080987834033,1.61806532107382e-06,0,0.00356948920571576,8.18890049836925e-06,1.76508873728495e-07,1.70486783792564e-06,0.000343333500298068,0.00101950296660238,0.000383112715796718,0.0015698277135085,3.93909232639239e-06,0.000943765470621184,4.12838797744725e-05,2.38625244467019e-05,1.40125345270852e-05,0.00307424593895415,0.000140163188706116,4.45283399380528e-05,1.04968729374023e-05,2.80326377412233e-05,1.05024623123038e-07,8.48453584556278e-06,6.06453024524633e-07,0.000165237411167559,7.47537006432621e-05,3.23578681278949e-06,5.028279342856e-06,5.71491559340644e-05,0.000198480722773986,0.000663439093208951,5.60652754824466e-05,4.53799975210123e-05,0.000248529122274935,0.000250521075232973,1.76287333364476e-06,0.000268954674634137,4.33175162430265e-06,4.24561741820513e-05,1.19034226594483e-05,0.00338260495410761,4.75503684086718e-06,7.08193643501121e-06,3.00286886942875e-06,1.87332123975281e-05,1.32596335569639e-06,3.34943048558482e-06,4.25129126490304e-06,0.00231230660072667,9.7870483564412e-06,0.000205572676768971,2.0363389876746e-05,0.000784913856754252,0.00091573283287996
"3",0.478766536201911,0.0119063758760141,0.156364201934216,0.098413638100179,0.0559041554803474,0.00130225986143904,0.047253429257931,0.086507262224165,0.0295799025669725,0.0109761902607005,0.0018603712306272,8.46468909935377e-07,0,0.00386957215970458,8.92978190701058e-06,1.75708775784601e-07,1.02320417684496e-06,0.000340447935204778,0.00101488165657902,0.000333006450282269,0.00163712668295194,3.16263109206625e-06,0.00105110974530437,4.04630742661417e-05,2.325464038284e-05,1.43248584758295e-05,0.00271005149057624,0.000188827679908661,4.11142041968612e-05,1.4975988406549e-05,2.7905568459408e-05,1.30225986143904e-07,7.81355916863425e-06,6.03704030620014e-07,0.000152550440911431,6.45548817027639e-05,3.16263109206625e-06,4.09281670737985e-06,5.69273596571924e-05,0.000190688051139288,0.000632526218413249,5.62762297264729e-05,4.50209837811783e-05,0.000266963271595004,0.000249385487016007,1.7548823964199e-06,0.000281846241440021,4.31211620600975e-06,4.13002413199239e-05,1.34876914220472e-05,0.00338587563974151,3.99979814584849e-06,7.06941067638337e-06,2.98925715032668e-06,1.59991925833939e-05,1.31995288986449e-06,3.25564965359761e-06,3.99979814584849e-06,0.00237197331904968,6.60431786872657e-06,0.000215803062752756,2.11152134676188e-05,0.000707871253253651,0.00102320417684496
"4",0.479630368521418,0.0123485876038282,0.163151036220276,0.0968241528027438,0.0525804107986307,0.00133776365708139,0.0471491526691622,0.0852239644476324,0.0282520716390615,0.0105711393881256,0.00188035311240111,1.61993166926325e-06,0,0.00353618645018716,9.54209042113997e-06,1.76712466879286e-07,1.70683430798164e-06,0.000428365019984313,0.00102067890646776,0.000280649718268823,0.00184293314996527,3.94363584990509e-06,0.000785819211152703,4.40620057682051e-05,2.9561770324316e-05,1.71196328143982e-05,0.0027255319612305,0.000159034840352333,4.99556498518504e-05,1.14130885429321e-05,1.59034840352333e-05,1.0514576317385e-07,8.49432228490322e-06,6.07152534296926e-07,0.000186444962836588,8.88724107851271e-05,3.23951911258035e-06,6.73559323845174e-06,5.72150743010896e-05,0.000199729049501312,0.000570654427146606,2.54455744563732e-05,4.54323408195843e-05,0.000196454802788176,0.000250810037334248,1.76490670980801e-06,0.000271294727659862,4.33674805843655e-06,4.47168551108324e-05,1.45002354438892e-05,0.0032648917225273,4.76052151091298e-06,7.09010505408426e-06,3.00633251135011e-06,1.87548201142161e-05,1.32749278054465e-06,3.35329386702004e-06,5.23879474101802e-06,0.00244165254893876,9.79833717138708e-06,0.000258665490337765,2.39487759589395e-05,0.000785819211152703,0.00128163371342762
"5",0.47725940417375,0.0126407729180805,0.158805561993071,0.0987852994709254,0.0526284379565777,0.00146071153720041,0.0480349370887059,0.0874366944511375,0.029307866098957,0.0103747973283209,0.00184461649249027,1.62141132134207e-06,0,0.00359559763003179,8.20583434084603e-06,1.76873876754734e-07,1.70839333727893e-06,0.000318360206825731,0.00102161119867144,0.000308996671330857,0.00169479992457227,1.87270709897489e-05,0.00100189829795157,4.13692507857664e-05,2.39118698051123e-05,1.40415110731343e-05,0.00272802147304685,0.000187270709897489,4.4620420174516e-05,1.05185794403518e-05,2.95725589429627e-05,1.05241803735319e-07,8.50208103292046e-06,6.07707109855003e-07,0.000131089496928242,7.45960774016348e-05,3.24247810232062e-06,5.03867733100327e-06,5.72673347792538e-05,0.000196634245392363,0.000617993342661713,6.22274910188738e-05,4.54738389017655e-05,0.000280906064846233,0.000251039128227506,1.76651878266986e-06,0.000269510846502944,4.34070926149327e-06,3.74541419794978e-05,9.36353549487444e-06,0.00338959984914455,4.76486979033952e-06,7.09658118445528e-06,3.00907850751429e-06,1.87719508420711e-05,1.32870531777052e-06,3.35635677907698e-06,4.26008251796774e-06,0.00250006397713148,9.80728701182767e-06,0.000234088387371861,2.04054993683114e-05,0.000795900517064328,0.0013202585047773
"6",0.47735855081851,0.0124813074635808,0.15966530124888,0.0966506042719563,0.0525877840775168,0.00137537645962997,0.0480726819699237,0.0873597959426192,0.0303050636240916,0.010825241930557,0.00191804200152479,1.62015883005931e-06,0,0.00364615106338639,9.91768059325012e-06,1.76737247026135e-07,1.70707365501552e-06,0.000358346383699509,0.00102082203487083,0.0003480544510084,0.00188061679173894,8.23354615288689e-06,0.00103667831106803,4.55651929142718e-05,2.48877645075899e-05,1.42215797186228e-05,0.00272591415883904,0.00019648235137571,4.31325542781916e-05,1.05104541553716e-05,3.74252097858495e-05,1.0516050762e-07,9.16917639753313e-06,6.07237674464029e-07,0.000168413444036323,7.45384541844759e-05,3.5553949296557e-06,5.23952937001893e-06,7.26984700090127e-05,0.000202096132843587,0.000595060835595007,3.87350921283542e-05,4.88398987705336e-05,0.000260105208011654,0.000250845208081768,1.76515420025515e-06,0.000282934585981022,4.33735619466843e-06,4.62201340855241e-05,1.05726217645025e-05,0.00337481829243898,4.77171424769581e-06,7.4850419571699e-06,3.00675408523464e-06,1.6654218354703e-05,1.21631931804011e-06,3.74252097858495e-06,4.11677307644345e-06,0.00245415813170708,1.34730755229058e-05,0.000233907561161559,2.35778821650852e-05,0.000610966549753993,0.00116205276385063
"7",0.477143934021409,0.0123607602697404,0.15910993670523,0.0982355158279372,0.0526958727288934,0.00139407070711358,0.0471195899004391,0.0879193925952967,0.0299260511793716,0.010873751515486,0.00195169898995902,1.60933657911773e-06,0,0.00362458383849532,8.14472502632657e-06,1.75556686946127e-07,1.69567083504036e-06,0.000341481368934797,0.00101400320203599,0.000278814141422717,0.00159853441082358,3.91784267719067e-06,0.000920086666694965,4.10611716249286e-05,2.37337967522119e-05,1.39369431424578e-05,0.00270770574215493,0.000204463703709992,4.42881293705374e-05,1.04402469816865e-05,2.93523304164623e-05,1.04458062043991e-07,8.438765552455e-06,6.03181480483351e-07,0.000185876094281811,7.40405561753332e-05,3.21833118368361e-06,5.00115401466605e-06,4.64690235704528e-05,0.000157994680139539,0.000622684915844067,6.17640793580387e-05,4.51351926400413e-05,0.000232345117852264,0.000249169625577765,1.75336341693729e-06,0.000267503783917805,4.30838375302209e-06,4.22271420261481e-05,1.18392089942548e-05,0.00357811481492486,4.72938553431296e-06,7.04373254120944e-06,2.98666972891951e-06,1.86321550576934e-05,1.31881037378375e-06,3.33136179946458e-06,4.22835744143609e-06,0.00241638922566354,9.73425158828698e-06,0.000223051313138173,2.0253538455255e-05,0.000752798181841335,0.00133830787882904
"8",0.481032096562461,0.0130436749019455,0.161182554145469,0.0936349519746801,0.0523663795642284,0.00139753659663702,0.0454665239439243,0.0892560039718841,0.0296277758487048,0.0113666309859811,0.00195655123529182,1.6133376550752e-06,8.01254315405223e-06,0.0036280050048697,8.1057122604947e-06,1.75993149801956e-07,1.69988655218611e-06,0.000353856266268493,0.00101652418110595,0.00031677496190439,0.0015931917201662,3.0466297806687e-06,0.000837310759598458,4.64447995615702e-05,2.51090741862451e-05,1.40964858047454e-05,0.00271443754486508,0.000201479853051846,4.71249340386002e-05,1.04662031562559e-05,1.85686029139838e-05,1.04717762001123e-07,8.89764966525567e-06,6.04681089049308e-07,0.00015894649559085,6.80134477030015e-05,3.13979888711116e-06,5.01358770774636e-06,5.59853160612789e-05,0.000190344484461962,0.00054969772801056,5.37772082385924e-05,4.46000512540093e-05,0.000235158824660789,0.000249789102330588,1.75772256734948e-06,0.000252488278459088,4.31909510506207e-06,4.10130406559743e-05,1.18686432189391e-05,0.00326371379867965,3.49384149159254e-06,7.21128883864701e-06,2.99409508207455e-06,1.66679531425575e-05,1.32208915371548e-06,3.41930620643857e-06,3.58701059803501e-06,0.00211493871624402,9.75845254195895e-06,0.000208698798431128,2.12798239114596e-05,0.000614916102520287,0.00061575462447827
"9",0.477032388606602,0.0124402564087604,0.158075438577482,0.097277192970758,0.0525724612745613,0.00140303643707824,0.0491062752977384,0.0859593657116602,0.0297443724660587,0.010382469634379,0.00177717948696577,1.61968675512888e-06,0,0.0036666018888978,8.19710644776366e-06,1.76685750085189e-07,1.70657625521621e-06,0.000380690553260562,0.00102052459212501,0.000353565182143716,0.00166493657199951,4.17169500624597e-05,0.00104760053968509,4.05945209127971e-05,2.44128340051614e-05,1.32820782710073e-05,0.00330181241525746,0.000195489743566235,4.66743454734694e-05,1.05073916643231e-05,3.74143049887531e-05,1.05129866402363e-07,8.13761133505379e-06,6.07060740155117e-07,0.00018333009444489,7.45167354894194e-05,3.36728744898777e-06,5.03331809083403e-06,5.79921727325672e-05,0.000190812955442641,0.000682811066044743,6.54750337303179e-05,4.5458380561335e-05,0.000263770850170709,0.00187071524943765,1.7646398771957e-06,0.000269224189259437,4.33609239442499e-06,4.27458434496504e-05,9.35357624718827e-06,0.00357306612642592,2.80607287415648e-06,7.10871794786308e-06,3.0058779901264e-06,5.52796356208826e-05,1.32729207964386e-06,3.27375168651589e-06,4.8638596485379e-06,0.0023945155192802,9.79685578096047e-06,0.000233839406179707,2.13261538435892e-05,0.000869882590988509,0.00141239001332543
"10",0.486605804288544,0.0134623480192526,0.154388568232108,0.0952075531771756,0.0535121035011332,0.0014024072582998,0.0453473575782887,0.0836969599980551,0.0304188132401076,0.0105109138707602,0.00182417671887468,1.64863586711719e-06,0,0.00406821874726071,8.34361561182578e-06,1.79843703652296e-07,1.37479706787842e-06,0.000383400816644486,0.00103876471208073,0.000366929909944835,0.00184988275823252,3.46365078458565e-06,0.000996823081765028,4.93270333010947e-05,2.78196470383707e-05,1.56521217423277e-05,0.00277382671968039,0.000208123711245306,5.1202622098685e-05,1.06951931988065e-05,1.89367823269402e-05,1.07008881752807e-07,9.66356664748332e-06,6.17910905654593e-07,0.000177276464015901,7.58485938341614e-05,3.42175946118769e-06,5.12327998539354e-06,6.36938530755305e-05,0.000215835523052657,0.000673688646281694,6.68928268622836e-05,4.96507389818971e-05,0.000265914696023851,0.000255254237711335,1.79617977666219e-06,0.000311899944208427,4.41359258013707e-06,4.8946203088386e-05,1.30529555405908e-05,0.00351030248564246,5.06599390455751e-06,7.87842502541128e-06,3.0596028837108e-06,1.85083483376429e-05,1.79942275504862e-06,3.75403382177603e-06,3.59979758562901e-06,0.00286765150169653,9.9719577099219e-06,0.000231068731561005,2.4573069475029e-05,0.000848204091255457,0.00196984427523576
