"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"38",0.507,0.00255,0.223,0.0219,0.00954534538405819,0.0013,0.0020303996242227,0.0224,0.0700623997905533,0.0866,0.000874,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.0037,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,2.7e-05,0.00249,0.0170574661678726,0.00194,0.00196,0.000134874026735281,0.000552,4.15886291146743e-05,2.13481180641768e-05,6.5e-05,0.0403176160748862,0.000141,0.000305,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00136,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,3e-04,0.000711,4.3065044671648e-05,0.00147,0.000125,0.00186,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.0167,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.000515,2.13311538516301e-05,3.19599168626538e-06,0.000166,0.000283848532940342,7.18486264488123e-05,0.000221,2.00648230008948e-05,0.00087,0.00569
"39",0.5181,0.0035,0.2251,0.0267,0.00954534538405819,0.0015,0.0027,0.0228,0.0696,0.0905,0.00041,1.4e-06,0.000247,0.00085,0.00427,9e-05,1.05e-05,3.5325204475195e-05,1.9e-06,0.00286,0.0170574661678726,1.7e-05,0.00027,0.000131,4e-05,4.3e-05,2.1e-05,2.8e-05,0.0403176160748862,0.00023,6.2e-05,8e-06,9.9e-05,7e-06,8e-06,2e-07,0.001756,0.000562,3e-06,4.6e-05,0.00044,0.001014,2.7e-05,0.001225,0.000308,0.00198,0.017,2.91e-05,1.37256469800895e-05,6.68444665173478e-06,0.000123,1.6e-05,0.01792,1.8e-05,9e-06,4.77510440258692e-06,0.00062,2.1e-05,3e-06,0.000134,0.000265,7e-05,0.00025,2.1e-05,0.00094,0.00636
"40",0.51,0.0033,0.2235,0.02522,0.00954534538405819,0.0014,0.0026,0.0222,0.0704,0.0946,4e-04,2.61184143960527e-06,0.000229,0.000631197676034973,0.003542,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.002623,0.0170574661678726,2.17319338731289e-05,0.00036,0.00019,6.7e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.000213,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.001533,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.000376,0.000893356574317629,4.3065044671648e-05,0.001102,0.000275522479098841,0.001831,0.0060076008842053,4.2e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.016909,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.000634,2.13311538516301e-05,3.19599168626538e-06,0.000189,0.00021,7.18486264488123e-05,0.00022,2.00648230008948e-05,0.000791,0.00536
"41",0.5296,0.003512,0.241,0.02435,0.01175,0.001305,0.003785,0.02262,0.06907,0.09162,0.000381487115310157,1.73e-06,0.0002294,0.000631197676034973,0.003494,9.421e-05,9.43e-06,3.5325204475195e-05,1.52e-06,0.00246,0.0170574661678726,1.353e-05,0.000359,0.0001144,3.245e-05,3.403e-05,1.7e-05,2.101e-05,0.0403176160748862,0.0002437,9.622e-05,1.661e-05,7.641e-05,6.06659879102537e-06,6.09e-06,1.72e-07,0.001452,0.0004947,2.68e-06,4.207e-05,0.0003759,0.0008354,1.848e-05,0.0012048,0.0002571,0.001545,0.01205,2.773e-05,4.477e-05,1.611e-05,9.247e-05,1.328e-05,0.016021,1.856e-05,8.09e-06,8.4e-07,0.0005221,1.868e-05,2.67e-06,0.000123,0.0002454,5.34e-05,0.0002212,1.745e-05,0.0008651,0.0053644
"42",0.53307,0.00348,0.23003,0.02696,0.00954534538405819,0.00143,0.00219,0.02405,0.07078,0.09363,0.00036,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.004382,8.6e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0029246,0.0170574661678726,1.48e-05,0.0003978,0.0001205,5.77714001069994e-05,3.95e-05,2.13e-05,2.48e-05,0.0403176160748862,0.0002316,7.41e-05,1.310251181798e-05,9.59e-05,6.06659879102537e-06,7.3e-06,2.22948452136651e-07,0.0016023,0.000544346669984874,3e-06,4.2e-05,0.0003619,0.0008783,4.3065044671648e-05,0.0011219,0.000283,0.0018101,0.013077,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001089,1.31e-05,0.017989,1.75e-05,8.6e-06,4.77510440258692e-06,0.0005785,6.3e-06,2.9e-06,0.0001266,0.000374,7.18486264488123e-05,0.0002284,2.02e-05,0.001001,0.006221
"43",0.5261,0.0035,0.2293,0.024,0.00954534538405819,0.0014,0.002,0.0238,0.0682,0.0906,2e-04,2.61184143960527e-06,0.00023227296526023,0.000403,0.00438,8.43e-05,1.07276824143043e-05,3.5325204475195e-05,1.2e-06,0.00306,0.0170574661678726,1.75e-05,0.000646,0.000141,3.41e-05,4.27e-05,2.26e-05,2.59e-05,0.0403176160748862,0.000233,0.000101,1.25e-05,0.000111,6.06659879102537e-06,7.5e-06,2.22948452136651e-07,0.00172,0.000581,3.1e-06,3.52e-05,0.00049,0.00105,3.4e-05,0.0013,0.000328,0.00201,0.0060076008842053,3.32152639527396e-05,1e-05,6.68444665173478e-06,0.000119,2.06621053512106e-05,0.01783,2.43e-05,1.02e-05,4.77510440258692e-06,0.000688,2.13311538516301e-05,3.2e-06,0.000145,0.000302,7.18486264488123e-05,0.000266,2.1e-05,0.000905,0.00636
"44",0.51677,0.00348,0.22433,0.02637,0.00954534538405819,0.0014,0.00217,0.02303,0.0689,0.09077,4e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.003914,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.002758,0.01639,2.126e-05,0.0003742,0.000134874026735281,5.77714001069994e-05,3.817e-05,1.942e-05,2.325e-05,0.03809,0.00022,6.467e-05,1.310251181798e-05,9.007e-05,6.06659879102537e-06,7e-06,2.22948452136651e-07,0.001561,0.0005313,2.88e-06,4.43463956113918e-05,0.0004184,0.0008448,4.3065044671648e-05,0.00141,0.0002685,0.0019,0.01692,3.32152639527396e-05,5.678e-05,6.68444665173478e-06,0.000106,2.06621053512106e-05,0.01608,1.808e-05,7.403e-06,4.77510440258692e-06,0.0005529,2.13311538516301e-05,2.735e-06,0.0001082,0.0002619,7.18486264488123e-05,0.000235,1.923e-05,0.000835,0.00554
"45",0.5256,0.003395,0.23018,0.02585,0.00954534538405819,0.00142,0.00232,0.02353,0.07047,0.09384,0.000477,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.0041605,7.77e-05,1.09e-05,3.5325204475195e-05,3.52501096671578e-06,0.0021775,0.0170574661678726,1.04e-05,0.000438,0.000122,6.2e-05,4.09e-05,2.2e-05,2.43e-05,0.0403176160748862,0.000271,7.04e-05,1.310251181798e-05,0.0001118,6.06659879102537e-06,7e-06,2.22948452136651e-07,0.0014911,0.0005179,3e-06,3.67e-05,0.000355,0.0008229,1.55e-05,0.0011557,0.0002515,0.001932,0.0060076008842053,2.73e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001006,1.65e-05,0.016931,1.83e-05,9.1e-06,4.77510440258692e-06,0.000489,2.13311538516301e-05,2.9e-06,0.000132,0.0003705,6.86e-05,0.0002368,2.08e-05,0.000816,0.0060408
"46",0.5208,0.0034,0.2232,0.0267,0.00954534538405819,0.00141,1e-04,0.0236,0.0713,0.0942,0.00034,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.05198,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00399,0.0170574661678726,0.00017,0.00233,2e-04,0.00109,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00023,7.76415883033243e-05,1.310251181798e-05,0.00031,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00237,0.000544346669984874,3.0934068753659e-06,0.00029,0.00022,0.00191,0.00158,0.00231,0.000275522479098841,0.00652,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,4e-04,2.06621053512106e-05,0.0076,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00123,2.13311538516301e-05,3.19599168626538e-06,0.00012,0.00168,7.18486264488123e-05,0.00049,2.00648230008948e-05,0.00103,0.00889
"47",0.5257,0.00335,0.2282,0.0282,0.00954534538405819,0.00137,0.0026,0.02249,0.0784,0.09342,0.00027,1.86e-06,0.0002338,0.000529,0.0005408,8.078e-05,1.086e-05,3.5325204475195e-05,2.56e-06,0.0028903,0.0170574661678726,1.54e-05,0.000385,8.57e-05,3.62e-05,4.245e-05,2.115e-05,2.522e-05,0.0403176160748862,0.0001951,6.271e-05,1.310251181798e-05,8.13e-05,6.06659879102537e-06,7.92e-06,2.22948452136651e-07,0.00162084,0.0005762,3.3e-06,4.06e-05,0.00039454,0.0008941,1.69e-05,0.0012698,0.00029022,0.001799,0.01932,2.711e-05,1.37256469800895e-05,2.2e-06,0.00011381,1.78e-05,0.0169682,2.61e-05,8.28e-06,4.77510440258692e-06,0.0005457,1.496e-05,3.1e-06,0.00012556,0.000272,6.962e-05,0.0002368,2.168e-05,0.000978,0.004137
"48",0.51398,0.00335,0.2273,0.0282,0.00954534538405819,0.0016,0.0021,0.02127,0.0747,0.09292,1e-04,2.61184143960527e-06,0.00045,0.000631197676034973,0.00418092784362512,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00283200604672585,0.0170574661678726,2.17319338731289e-05,0.000431779472508126,0.000134874026735281,6e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00026,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00160833358753431,0.000544346669984874,3.0934068753659e-06,8e-05,0.00039,0.000893356574317629,1e-05,0.00126,0.000275522479098841,0.00196,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01701,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,7e-04,2.13311538516301e-05,3.19599168626538e-06,0.00021,0.000283848532940342,8e-05,0.00036,2.00648230008948e-05,0.00083,0.00622
"49",0.5262,0.0035,0.2271,0.0265,0.0113,0.0014,0.0031,0.023,0.0693,0.0925,4e-04,3.5e-06,0.0002213,0.000631197676034973,0.004314,8.83e-05,9.4e-06,3.5325204475195e-05,2.7e-06,0.003016,0.01884,2.01e-05,0.0004886,0.0001258,5.12e-05,4.26e-05,2.13e-05,2.71e-05,0.03611,0.0002167,6.82e-05,9.5e-06,0.0001072,6.06659879102537e-06,7.7e-06,2.22948452136651e-07,0.001711,0.000544346669984874,3.1e-06,4.72e-05,0.0004133,0.001026,7.14e-05,0.001236,0.0002914,0.001961,0.01802,3.08e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001142,1.76e-05,0.01788,1.77e-05,8.5e-06,4.77510440258692e-06,0.0006381,2.13311538516301e-05,3.19599168626538e-06,0.0001345,0.0002802,6.8e-05,0.0002401,2.17e-05,0.0009935,0.006168
"50",0.515343583163403,0.0034762577989534,0.219,0.0269,0.00954534538405819,0.00144,0.0024,0.0231,0.0712,0.0947,0.000381487115310157,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00425,8.12373366547619e-05,1.2e-05,3.5325204475195e-05,3.52501096671578e-06,0.00296,0.0170574661678726,1.7e-05,0.000431779472508126,0.000122,4.5e-05,4.2e-05,2.1e-05,2.6e-05,0.0403176160748862,0.00023,7.6e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.8e-06,2.22948452136651e-07,0.00163,0.00055,3.1e-06,4.3e-05,0.00042,9e-04,2.4e-05,0.00141,0.000292,0.00191,0.0060076008842053,2.8e-05,1.37256469800895e-05,6.68444665173478e-06,0.000114,1.6e-05,0.0175,2.0222240553694e-05,8.2e-06,4e-07,0.00063,2.4e-05,3.1e-06,0.00015,0.00029,7.18486264488123e-05,0.000251747021684016,2.1e-05,0.00095,0.00559411160137558
