"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11",0.5128,0.0034,0.2226,0.0267,0.00954534538405819,0.0013,0.0024,0.0228,0.068,0.0917,5e-04,2.61184143960527e-06,0.00025,0.000631197676034973,0.00438,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0031,0.0170574661678726,2.17319338731289e-05,0.00044,0.000134874026735281,5.77714001069994e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00022,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00201,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.00035,0.000893356574317629,2e-05,0.00121,0.000275522479098841,0.002,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01756,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00061,2.13311538516301e-05,3.19599168626538e-06,0.00013,0.00023,7.18486264488123e-05,0.00024,2.00648230008948e-05,0.00082,0.00556
"12",0.5311,0.0028,0.224,0.0178,0.00954534538405819,0.001,0.0027,0.0213,0.073,0.0928,4e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00678,8.27e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.002935,0.0170574661678726,0.00027,0.00026,0.000134874026735281,2e-05,4.55e-05,2.03e-05,2.57e-05,0.0403176160748862,0.00028,7.56e-05,1.02e-05,9.89e-05,6.06659879102537e-06,7.3e-06,2.22948452136651e-07,0.001681,0.000544346669984874,3.3e-06,4.59e-05,0.00033,0.0009052,7e-05,0.00071,0.0002985,0.00213,0.0060076008842053,3.32152639527396e-05,4e-05,6.68444665173478e-06,0.000111,2.06621053512106e-05,0.01657,1.44e-05,1.02e-05,4.77510440258692e-06,0.00013,2.13311538516301e-05,3.2e-06,0.0001284,0.00025,6.28e-05,0.00025,2.07e-05,0.00081,0.00554
"13",0.5221,0.0034,0.2206,0.02715,0.00954534538405819,0.00141,0.00143,0.02265,0.06804,0.08942,0.00029,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00456,9.02e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.003072,0.0170574661678726,1.51e-05,0.0003456,0.0001501,1.49e-05,4.22e-05,2.09e-05,2.56e-05,0.0403176160748862,0.0002143,5.63e-05,1.310251181798e-05,9.33e-05,6.06659879102537e-06,7.6e-06,2.22948452136651e-07,0.001723,0.0006915,3e-06,5.28e-05,0.000485,0.000942,1.91e-05,0.00092,0.0003062,0.001849,0.0060076008842053,3.32152639527396e-05,6.9e-06,6.68444665173478e-06,0.0001147,2.06621053512106e-05,0.01772,2.3e-05,8.1e-06,4.77510440258692e-06,0.000638,2.13311538516301e-05,3.19599168626538e-06,0.0001405,0.0002826,7.18486264488123e-05,0.0002762,2.12e-05,0.001027,0.00579
"14",0.515343583163403,0.0036,0.222042699623815,0.0305,0.00954534538405819,0.0014,0.0037,0.0273,0.0756,0.103,0.000381487115310157,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00428,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00206,0.0170574661678726,1.28e-05,0.000361,0.000116,4.23e-05,3.65e-05,1.82e-05,2.19e-05,0.0403176160748862,0.00021475844786008,6.6e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00112,0.000587,2.5e-06,4.43463956113918e-05,0.000381043911822399,0.000773,1.78e-05,0.000971,0.00024,0.00199,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,9.93e-05,2.06621053512106e-05,0.01774,2.0222240553694e-05,6.7e-06,4.77510440258692e-06,0.000551,2.13311538516301e-05,2.6e-06,0.000111,0.00025,7.18486264488123e-05,0.000182,1.75e-05,0.000942,0.00559411160137558
"15",0.5391,0.0031,0.2109,0.0233,0.00954534538405819,0.0012,1e-04,0.0258,0.0759,0.0854,4e-04,1.3e-06,0.000262,0.000631197676034973,0.0042,7.9e-05,1.07276824143043e-05,3.5325204475195e-05,2e-06,0.00265,0.0170574661678726,5.2e-05,0.000744,0.000126,7.7e-05,4.1e-05,2e-05,2.4e-05,0.0403176160748862,0.00033,6.8e-05,5.9e-05,5.2e-05,6.06659879102537e-06,7.3e-06,2.22948452136651e-07,0.00147,0.000544346669984874,2.3e-06,1e-04,0.000471,0.000845,0.000726,0.00139,0.000272,0.00227,0.0060076008842053,4.7e-05,9.6e-05,1e-05,0.000107,2.2e-05,0.02172,2.3e-05,8e-06,4.77510440258692e-06,0.00054,1.1e-05,3.1e-06,0.000127,0.00027,7.18486264488123e-05,0.00078,2.1e-05,0.00092,0.00782
"16",0.514,0.00339,0.223,0.0261,0.00954534538405819,0.00136,0.00171,0.0224,0.0676,0.0902,0.00038,2.61184143960527e-06,0.000214,0.000631197676034973,0.0043,8.5e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00289,0.01596,2.17319338731289e-05,0.000388,0.000118,5.77714001069994e-05,3.84e-05,1.8e-05,2.62e-05,0.04484,0.000194,6.33e-05,1.310251181798e-05,9.47e-05,6.06659879102537e-06,7.47e-06,2.22948452136651e-07,0.00163,0.000544346669984874,2.9e-06,3.42e-05,0.000424,0.000857,4.3065044671648e-05,0.00114,0.000264,0.00184,0.00579,2.5e-05,1.37256469800895e-05,6.68444665173478e-06,0.00012,2.2e-05,0.01686,1.79e-05,8.05e-06,4.77510440258692e-06,0.000602,2.13311538516301e-05,2.89e-06,0.000122,0.000122,5.73e-05,0.000187,1.77e-05,0.000786,0.00569
"17",0.5217,0.0031,0.2272,0.0253,0.00954534538405819,0.0013,0.0020303996242227,0.0208,0.0645,0.0937,2e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00347,6.82e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0029845,0.0170574661678726,2.17319338731289e-05,0.000431779472508126,0.000134874026735281,5.77714001069994e-05,4.25e-05,2.29e-05,2.66e-05,0.0403176160748862,0.00026,0.0001066,9.4e-06,7.24e-05,6.06659879102537e-06,6.9e-06,2.22948452136651e-07,0.0016255,0.000544346669984874,3.3e-06,4.43463956113918e-05,0.00043,0.0009263,0.00011,0.0012,0.0002759,0.00164,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001165,1.75e-05,0.01672,5.19e-05,1.09e-05,4.77510440258692e-06,7e-04,2.13311538516301e-05,3.4e-06,0.0001182,0.00023,7.18486264488123e-05,0.00033,2.1e-05,9e-04,0.00566
"18",0.5147,0.00346,0.2248,0.0266,0.00954534538405819,0.00124,0.0025,0.0228,0.0685,0.0909,0.00034,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00447,8.12373366547619e-05,1.07276824143043e-05,8e-05,6e-05,0.00286,0.021,2.17319338731289e-05,0.00048,0.000134874026735281,2e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0405,0.00022,7.76415883033243e-05,1.310251181798e-05,0.00012,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.0016,0.000544346669984874,3.0934068753659e-06,3e-05,0.00033,0.00084,7e-05,0.0011,0.00031,0.00182,0.01661,9e-05,1e-04,6.68444665173478e-06,0.00016,2.06621053512106e-05,0.01698,7e-05,9.00881235558236e-06,4.77510440258692e-06,0.00039,2.13311538516301e-05,3.19599168626538e-06,9e-05,0.00023,7.18486264488123e-05,0.00028,2.00648230008948e-05,0.00091,0.00547
"19",0.51609,0.0034,0.2221,0.02594,0.00954534538405819,0.001147,0.0015,0.02273,0.07154,0.09141,0.00039,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.004229,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.002859,0.0170574661678726,2.17319338731289e-05,0.000405,0.000134874026735281,5.77714001069994e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021475844786008,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.001637,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.000379,0.001222,4.3065044671648e-05,0.001084,0.000292,0.001988,0.01444,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01759,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.000591,2.13311538516301e-05,3.19599168626538e-06,6.1e-05,0.000283848532940342,7.18486264488123e-05,0.000249,2.00648230008948e-05,0.000895,0.005778
"20",0.444,0.0035,0.234,0.0201,0.00954534538405819,0.001,0.0012,0.0335,0.0695,0.0827,3e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00369,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00246,0.01206,2.17319338731289e-05,0.00042,0.000134874026735281,4e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00022,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00153,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.00042,0.000893356574317629,4.3065044671648e-05,0.00058,0.000275522479098841,0.00186,0.00905,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,5e-05,0.01692,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00036,2.13311538516301e-05,3.19599168626538e-06,1e-04,0.000283848532940342,7.18486264488123e-05,0.00029,2.00648230008948e-05,0.00083,0.00551
"21",0.338,0.0442,0.087,0.0933,0.00954534538405819,0.0073,0.0020303996242227,0.0389,0.0700623997905533,0.251,0.0125,7.7e-06,0.00022,0.000631197676034973,0.0031787,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,2.4e-05,0.00283200604672585,0.01138,2.17319338731289e-05,0.00144,0.0004553,2.09e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021475844786008,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00160833358753431,0.000544346669984874,3.0934068753659e-06,1.32e-05,5.62e-05,0.000893356574317629,4.3065044671648e-05,0.0001944,0.000275522479098841,0.00204,0.00498,0.000177,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,6.47e-05,0.0001276,2.0222240553694e-05,9.00881235558236e-06,0.00053,3.67e-05,0.0049641,3.19599168626538e-06,2.71e-05,0.00184,0.00126,0.00015,2.00648230008948e-05,0.0008033,0.0006862
"22",0.5138,0.0035,0.223,0.0266,0.00954534538405819,0.0014,0.0026,0.0225,0.0667,0.0911,4e-04,2.6e-06,0.00027,0.000631197676034973,0.00434,9.35e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00295,0.0170574661678726,1.4e-05,0.000507,0.000134874026735281,3.43e-05,4.39e-05,2.26e-05,2.68e-05,0.0403176160748862,0.00021475844786008,8.23e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.9e-06,2.22948452136651e-07,0.00169,0.000451,3.3e-06,4.15e-05,0.000381043911822399,0.000955,2.66e-05,0.00109770482852149,0.000302,0.0019919727280578,0.0060076008842053,2.66e-05,1.37256469800895e-05,6.05e-05,0.00012,2.06621053512106e-05,0.0153852156116501,2.0222240553694e-05,8.9e-06,4.77510440258692e-06,0.000712,2.21e-05,3.2e-06,0.000144,0.000283848532940342,7.18486264488123e-05,0.000251747021684016,2.12e-05,0.000732,0.00559411160137558
"23",0.5325,0.0033,0.2313,0.0268,0.00954534538405819,0.0013,0.0033,0.0278,0.0798,0.0825,4e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00481,8.63e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0029624,0.0170574661678726,5e-05,0.00029,0.000134874026735281,0.00011,4.07e-05,2.33e-05,3.3e-05,0.0403176160748862,0.00024,9.13e-05,8.2e-06,0.0001156,6.65e-06,7.9e-06,2.22948452136651e-07,0.0018024,0.000544346669984874,3.2e-06,3.79e-05,0.00026,0.0009262,6e-05,0.00121,0.0002855,0.00171,0.0060076008842053,3.32152639527396e-05,5e-05,6.68444665173478e-06,0.0001138,1.42e-05,0.01657,1.72e-05,1.05e-05,4.77510440258692e-06,0.00063,2.13311538516301e-05,3.3e-06,0.0001188,0.00023,6.51e-05,0.00025,2.21e-05,0.00087,0.00619
"24",0.519,0.0035,0.2261,0.0269,0.00954534538405819,0.0015,0.0013,0.0222,0.0733,0.0939,2e-04,2.61184143960527e-06,0.00021,0.00124,0.00499,1.63e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0028,0.0170574661678726,2.17319338731289e-05,0.00037,0.000134874026735281,5e-05,3.99e-05,2.17e-05,2.41e-05,0.0403176160748862,0.00021475844786008,9.52e-05,6e-05,9.82428313507723e-05,6.06659879102537e-06,7e-06,2.22948452136651e-07,0.001591,4e-04,2.9e-06,4e-05,0.00056,0.00084,0.00021,0.00109770482852149,0.0002412,0.0019919727280578,0.014,3.32152639527396e-05,3e-06,6.68444665173478e-06,0.000106,1e-04,0.00675,2.0222240553694e-05,9e-06,4.77510440258692e-06,0.000679,2.13311538516301e-05,3e-06,0.000124613550153549,0.00011,0.00039,0.00019,1.96e-05,0.000284,0.00559411160137558
"25",0.5193,0.0032,0.2253,0.0255,0.011,0.0013,0.0026,0.023,0.0686,0.0915,4e-04,2.61184143960527e-06,0.000198,0.000631197676034973,0.004247,7.1e-05,9e-06,3.5325204475195e-05,2.5e-06,0.00296,0.01892,1.5e-05,0.00042,0.000131,4.38e-05,4e-05,2.17e-05,2.71e-05,0.0403176160748862,2e-04,6.4e-05,1e-05,0.00011,6.1e-06,8.1e-06,2.22948452136651e-07,0.00172,0.00056,3.2e-06,5e-05,0.00043,0.000924,8e-05,0.001042,0.000312,0.00194,0.0154,2.7e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001162,4e-05,0.01737,1.9e-05,8.9e-06,4.77510440258692e-06,0.000635,2.2e-05,3.3e-06,0.000138,0.00031,7e-05,0.000248,2.07e-05,0.000884,0.00579
"26",0.5259,0.0035,0.2271,0.0265,0.00954534538405819,0.0014,0.0025,0.0231,0.0714,0.0904,0.0016,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00398,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00283200604672585,0.0170574661678726,2.17319338731289e-05,5e-04,0.000134874026735281,5.77714001069994e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,2e-04,7.76415883033243e-05,1.310251181798e-05,0.00012,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00160833358753431,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.00038,0.000893356574317629,4.3065044671648e-05,0.00108,0.000275522479098841,0.00199,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01762,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00058,2.13311538516301e-05,3.19599168626538e-06,0.00013,0.00029,7.18486264488123e-05,0.00023,2.00648230008948e-05,0.00096,0.00636
"27",0.5201,0.00346,0.2262,0.0266,0.00954534538405819,0.00143,0.0027,0.02299,0.0668,0.08718,0.00032,2.61184143960527e-06,0.000223,0.000631197676034973,0.00415,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00288,0.0170574661678726,2.17319338731289e-05,0.000425,0.00012,0.00022,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.000228,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,5.02e-06,7.56669573658941e-06,2.22948452136651e-07,0.0016,0.000544346669984874,3.0934068753659e-06,4.43463956113918e-05,0.000408,0.00084,4.3065044671648e-05,0.00115,0.000275522479098841,0.00182,0.0060076008842053,2.1e-05,1.37256469800895e-05,6.68444665173478e-06,0.000167,9.8e-06,0.01684,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00068,2.13311538516301e-05,3.19599168626538e-06,0.00015,0.000323,7.18486264488123e-05,0.000275,2.00648230008948e-05,0.000973,0.0061
"28",0.5219,0.0037,0.2232,0.02745,0.00954534538405819,0.00125,0.00265,0.024,0.07145,0.0944,0.00028,2.61184143960527e-06,0.000222,0.000631197676034973,0.004085,8.12373366547619e-05,1.1e-05,2.5e-05,9e-06,0.002827,0.0170574661678726,1.9e-05,0.000448,0.000321,6.3e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.000199,7.76415883033243e-05,1.310251181798e-05,9e-05,6.8e-06,7.56669573658941e-06,2.22948452136651e-07,0.001596,0.000544346669984874,3.0934068753659e-06,3.8e-05,0.000376,0.000766,1.8e-05,0.001047,0.000275522479098841,0.001884,0.0017,5.3e-05,1.37256469800895e-05,6.68444665173478e-06,0.000107,2.9e-05,0.016782,2.3e-05,9.00881235558236e-06,6e-06,0.000572,2.13311538516301e-05,3.19599168626538e-06,0.000182,0.000175,6.1e-05,0.000252,1.2e-05,0.000785,0.005654
"29",0.5227,0.0029,0.2211,0.025,0.00954534538405819,0.0012,0.0025,0.0234,0.0739,0.0908,3e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00438,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.003,0.0170574661678726,2.17319338731289e-05,0.00042,0.000134874026735281,1e-04,3.7e-05,2.3e-05,2.4e-05,0.0403176160748862,0.00021,7e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,9e-06,2.22948452136651e-07,0.00173,0.00057,3e-06,4.43463956113918e-05,0.00051,0.00089,0.00043,0.00109770482852149,0.00027,0.00196,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.00014,2.06621053512106e-05,0.01738,2.0222240553694e-05,8e-06,4.77510440258692e-06,0.00051,2.13311538516301e-05,1e-05,0.00012,3e-04,7.18486264488123e-05,0.00026,2e-05,0.00094,0.00594
"30",0.5178652,0.00342948,0.2258891,0.02615679,0.00954534538405819,0.00138433,0.00307789,0.02283345,0.07022911,0.09087157,0.00035003,2.61184143960527e-06,0.000209205,0.000631197676034973,0.004074849,9.703535e-05,8.73039e-06,3.5325204475195e-05,6.0673e-07,0.002944317,0.0170574661678726,1.570771e-05,0.0004352043,0.0001226921,3.651211e-05,4.229625e-05,2.089858e-05,2.721723e-05,0.0403176160748862,0.0002174664,6.56747e-05,1.310251181798e-05,9.874503e-05,6.06659879102537e-06,7.71495e-06,2.22948452136651e-07,0.001670654,0.0005362119,3.2653e-06,4.593838e-05,0.0004631197,0.0008931016,1.911003e-05,0.001143073,0.0002989433,0.002169494,1.68525e-06,2.662088e-05,1.37256469800895e-05,6.68444665173478e-06,0.0001159286,1.359687e-05,0.01934925,1.987549e-05,8.17916e-06,4.145e-07,0.0006215016,1.789299e-05,3.2118e-06,0.0001345573,0.0002735286,6.500078e-05,0.0002626502,2.116064e-05,0.0009474631,0.006506621
"31",0.5127,0.0035,0.2275,0.0276,0.00954534538405819,0.0014,0.0022,0.022,0.0713,0.0902,2e-04,2.61184143960527e-06,0.000208,0.000631197676034973,0.00405,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,4e-05,0.00278,0.0170574661678726,2e-05,4e-04,0.00022,5e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021,7.76415883033243e-05,1.310251181798e-05,6e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00163,0.000544346669984874,3.0934068753659e-06,4e-05,0.00038,0.00081,3e-05,0.00118,0.000275522479098841,0.002,0.0060076008842053,7e-05,5e-05,6.68444665173478e-06,9e-05,0.00011,0.01737,3e-05,9.00881235558236e-06,5e-05,0.00061,2.13311538516301e-05,3.19599168626538e-06,0.000157,0.00026,0.00012,0.00026,2.00648230008948e-05,0.00085,0.00589
"32",0.524,0.00327,0.221,0.0259,0.00954534538405819,0.00134,0.00235,0.0228,0.0678,0.0897,0.00027,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00432,8.83e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0029,0.0170574661678726,9.9e-06,0.000204,0.000121,3.6e-05,4.38e-05,2.17e-05,2.76e-05,0.0403176160748862,0.00021475844786008,7.89e-05,1.32e-05,0.000107,6.06659879102537e-06,8.8e-06,2.22948452136651e-07,0.00166,0.000544346669984874,4.4e-06,5.39e-05,0.000398,0.000917,2e-05,0.00152,0.00028,0.00721,0.017,3.32152639527396e-05,8e-06,6.68444665173478e-06,0.000116,2.06621053512106e-05,0.0173,2.0222240553694e-05,1.11e-05,4.77510440258692e-06,0.000571,1.09e-05,4.4e-06,0.000119,0.00026,5e-05,0.000238,2.29e-05,0.000936,0.00567
"33",0.51871,0.00362,0.22674,0.02749,0.00954534538405819,0.00145,0.00234,0.0222,0.06892,0.0969,4e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00414,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00283200604672585,0.0170574661678726,2.6e-05,0.00054,0.000134874026735281,4e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021475844786008,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00160833358753431,0.000544346669984874,3.0934068753659e-06,9e-05,0.000528,0.000893356574317629,7e-05,0.00146,0.000275522479098841,0.00218,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01718,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.00055,2.13311538516301e-05,3.19599168626538e-06,0.000124613550153549,0.00026,7.18486264488123e-05,0.00032,2.00648230008948e-05,0.00084,0.00666
"34",0.52623,0.00177,0.209,0.0225,0.00954534538405819,0.000936,0.00128,0.0253,0.0701,0.0911,0.000346,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00515,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,4.3e-07,0.00283200604672585,0.0221,9.47e-06,0.0003127,0.000134874026735281,8.598e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021475844786008,7.76415883033243e-05,1.310251181798e-05,9.82428313507723e-05,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00160833358753431,0.0004371,3.0934068753659e-06,4.43463956113918e-05,0.000381043911822399,0.000893356574317629,4.3065044671648e-05,0.00127,0.000275522479098841,0.00221,0.0183,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.0189,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.000552332716870947,2.13311538516301e-05,3.19599168626538e-06,0.000124613550153549,0.0006459,7.18486264488123e-05,0.000251747021684016,2.00648230008948e-05,0.001112,0.00515
"35",0.517,0.0031,0.224,0.0256,0.0104,0.00134,0.0038,0.0229,0.074,0.094,0.000381487115310157,2.61184143960527e-06,0.00023227296526023,0.00046,0.0042,8.6e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.0028,0.0170574661678726,2.17319338731289e-05,0.00043,0.000134874026735281,5.77714001069994e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00021475844786008,7.76415883033243e-05,1.310251181798e-05,1e-04,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00162,0.00053,3.0934068753659e-06,4.43463956113918e-05,4e-04,0.000893356574317629,4.3065044671648e-05,0.00114,0.000275522479098841,0.00191,0.0060076008842053,3.32152639527396e-05,1.37256469800895e-05,6.68444665173478e-06,0.000115294789310809,2.06621053512106e-05,0.01751,2.0222240553694e-05,9.00881235558236e-06,4.77510440258692e-06,0.000552332716870947,2.13311538516301e-05,3.19599168626538e-06,0.000124613550153549,0.000283848532940342,7.18486264488123e-05,0.00025,2.00648230008948e-05,0.000896032673853843,0.00568
"36",0.5236,0.0036,0.2264,0.0267,0.0102,0.0014,0.0022,0.0232,0.0698,0.0916,4e-04,1e-06,0.000202,0.00048,0.00428,8.4e-05,1.16e-05,3.5325204475195e-05,9.8e-07,0.003,0.0170574661678726,1.58e-05,0.000413,0.000129,5.77e-05,4.76e-05,2.34e-05,2.55e-05,0.0403176160748862,0.000216,8.3e-05,1e-05,0.000105,6.5e-06,8.8e-06,2.22948452136651e-07,0.0017,0.000509,3.3e-06,4.76e-05,0.000409,0.000912,3.66e-05,0.00115,0.000318,0.00212,0.0060076008842053,2.18e-05,3.2e-06,6.68444665173478e-06,0.000118,1.28e-05,0.0152,1.87e-05,1.07e-05,4.77510440258692e-06,0.000614,2e-05,3.4e-06,0.000119,0.000305,4.85e-05,0.000249,2.06e-05,0.000975,0.00693
"37",0.5157,0.0035,0.2202,0.0265,0.013,0.0014,0.0022,0.0228,0.0706,0.0907,3e-04,2.61184143960527e-06,0.00023227296526023,0.000631197676034973,0.00412,8.12373366547619e-05,1.07276824143043e-05,3.5325204475195e-05,3.52501096671578e-06,0.00277,0.0170574661678726,3e-05,0.00065,0.00017,4e-05,4.15886291146743e-05,2.13481180641768e-05,2.62347657594155e-05,0.0403176160748862,0.00023,7.76415883033243e-05,1.310251181798e-05,0.00016,6.06659879102537e-06,7.56669573658941e-06,2.22948452136651e-07,0.00161,0.000544346669984874,3.0934068753659e-06,2e-05,0.00044,8e-04,7e-05,0.00124,0.000275522479098841,0.00191,0.0060076008842053,3.32152639527396e-05,3e-05,6.68444665173478e-06,0.000115294789310809,4e-05,0.01716,1e-05,9.00881235558236e-06,4.77510440258692e-06,0.00052,2.13311538516301e-05,3.19599168626538e-06,1e-04,0.00031,1e-05,0.00015,2.00648230008948e-05,0.00089,0.00596
