"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.710269329527522,0.00218983841543338,0.105207454306691,0.0380841463553631,0.0306370409595623,0.000809288110051466,0.000285631097665223,0.00190420731776816,0.03408531098805,0.0425590335521183,9.52103658884078e-05,3.56743810180463e-06,2.17128298794208e-05,0.000251355365945397,8.69887376946644e-05,3.00274082281016e-06,3.98285976463403e-06,0.00188516524459047,0.00107196266162615,2.85631097665223e-06,0.000257067987898701,6.28388414863492e-06,5.71262195330447e-05,0.000184708109823511,0.000104731402477249,1.14252439066089e-05,0.0112841760293308,0.000298574267237465,0.00016566603664583,1.45716066446412e-05,0.000210414908613381,3.90362500142472e-05,0.000907354786916526,1.5825278864405e-05,1.60905518351409e-05,1.80899695187975e-05,0.00073311981734074,0.000823569664934728,1.90420731776816e-05,0.00037132042696479,0.000222792256178874,0.00161857622010293,0.000604451506213901,3.14194207431746e-06,2.85631097665223e-06,0.000177091280552439,0.000107587713453901,9.52103658884078e-05,5.61741158741606e-05,2.99912652548485e-05,0.000223744359837758,7.603412191223e-06,1.81851798846859e-05,5.14135975797402e-05,4.76051829442039e-06,1.31390304926003e-05,0.00103779298818364,0.000104731402477249,0.00134246615902655,0.00928301067411976
"2",0.708488212672544,0.00218963032672246,0.106815879416635,0.0359860984130908,0.0306341296843217,0.000856811866978352,0.000285603955659451,0.00209442900816931,0.0346532799533467,0.0442686131272149,0.000161842241540355,3.56709910711412e-06,2.17107666245485e-05,0.000142801977829725,8.69804716170561e-05,3.00245548830207e-06,3.98248129462986e-06,0.00217059006301183,0.000571207911318902,8.00198799305855e-06,6.66409229872052e-05,7.30689423666446e-06,3.3140634984692e-05,0.000173630612289543,0.000106998199547791,1.08059160544653e-05,0.011424158226378,0.000333204614936026,0.000171297063272783,1.1424158226378e-05,0.000161842241540355,3.79045114502135e-05,0.00101865410851871,1.58237750722276e-05,1.54716918834634e-05,1.90402637106301e-05,0.000580728043174217,0.000894892394399612,2.91425454740833e-05,0.000295124087514766,7.61610548425202e-05,0.00175170426137797,0.000604394068398463,2.99146035719461e-06,8.65712116598172e-06,5.71207911318902e-05,0.000218963032672246,5.71207911318902e-05,0.000123761714119095,2.75543646867555e-05,0.000257043560093506,1.1424158226378e-05,1.66229744348753e-05,5.71207911318902e-05,3.77270922987202e-05,2.2213123230587e-05,0.000923452789965558,0.000106050672502871,0.00142801977829725,0.00935828961377467
"3",0.709516534134311,0.00229246053032087,0.104211434940836,0.0379211179390578,0.0307364147932954,0.000668634321343589,0.000308180450952368,0.00181486458650403,0.035915214975027,0.0417418854895926,4.77595943816849e-05,3.57900938903337e-06,2.86557566290109e-05,0.000257901809661098,8.72708930231679e-05,3.01248046665054e-06,3.99577850716387e-06,0.00186262418088571,0.00107543966318923,7.64153510106958e-05,0.000181486458650403,7.33129141983755e-06,3.32512891307637e-05,0.000174210352151006,0.000107355458677185,1.08419962144888e-05,0.0113207772087343,0.000305661404042783,0.000171869011585475,1.46188708833071e-05,0.00023028117006877,3.80310718299022e-05,0.000869224617746665,1.58766094949554e-05,1.5523350726284e-05,2.48349890784762e-05,0.000840568861117654,0.000850120779993991,1.9103837752674e-05,0.000343869079548131,0.000197348267420154,0.00160849329049736,0.000606412095800783,3.0014486236079e-06,8.68602665769915e-06,0.000175340060030198,9.62549784674466e-05,7.64153510106958e-05,5.18382279469888e-05,2.76463666866076e-05,0.000257901809661098,7.62807450178661e-06,1.66784773255747e-05,4.77595943816849e-05,4.77595943816849e-05,2.22872912175251e-05,0.00127995712942916,0.000106404767909056,0.00130861288605817,0.00990533987476145
"4",0.70378680950752,0.00221256104683884,0.108030698069566,0.0364591581196488,0.0315530444940496,0.00153917290214876,0.000288594919152892,0.00192396612768595,0.0346313902983471,0.0441550226303925,9.61983063842975e-05,2.88594919152892e-06,3.55933733621901e-05,9.61983063842975e-05,0.000100046238639669,1.92396612768595e-06,4.0241874962756e-06,0.00190376448334525,0.00108308577110714,8.08578814178875e-06,0.000153917290214876,6.73388144690082e-06,5.77189838305785e-05,0.00017325314979812,0.000107261111618492,1.14475984597314e-05,0.0131791679746488,0.000319378377195868,0.000181237609228016,2.02016443407025e-05,0.000231918411783091,3.57857699749587e-05,0.000910997961459297,9.61983063842975e-06,1.52955307151033e-05,1.82776782130165e-05,0.00077920628171281,0.000844621130054132,2.88594919152892e-05,0.000351123818302686,0.000224142053875413,0.00169309019236364,0.000577189838305785,3.8479322553719e-06,9.61983063842975e-06,0.000181045212615248,5.77189838305785e-05,0.000134677628938017,5.77189838305785e-05,3.22264326387397e-05,0.000221256104683884,7.6823082099554e-06,1.67970571417213e-05,5.48330346390496e-05,3.8479322553719e-05,2.24457483022692e-05,0.0010745350823126,0.000105144748878037,0.00134677628938017,0.00879252520352479
"5",0.708712040344056,0.00209988752694535,0.106521567275955,0.0363662339893718,0.0307139686148452,0.000859044897386734,0.000954494330429705,0.00181353922781644,0.0344572453285124,0.0436203909006375,0.000133629206260159,3.57639571128464e-06,2.17673494100238e-05,0.000280621333146333,0.000104039882016838,3.01028051344888e-06,3.99286047140654e-06,0.00181353922781644,0.00107465429148096,3.05438185737506e-06,0.000198534820729379,6.39511201387902e-06,3.14983129041803e-05,0.000167991002155628,0.000103085387686408,1.00794601293377e-05,0.0113125098754382,0.000309256163059224,0.000153673587199183,1.46081950192939e-05,0.000200443809390238,3.51253913598131e-05,0.000859044897386734,1.43174149564456e-05,1.42219655234026e-05,1.83262911442503e-05,0.000797002765908804,0.00084090950510857,2.76803355824614e-05,0.0003245280723461,0.000221442684659692,0.0016321853050348,0.00060596924538351,3.05438185737506e-06,1.24084262955862e-05,0.000164173024833909,0.000119311791303713,0.000100221904695119,4.81065142536571e-05,2.70121895511607e-05,0.000217624707337973,5.8224154156212e-06,1.66662973728754e-05,5.24971881736338e-05,1.04994376347268e-05,7.73140407648061e-05,0.00103085387686408,9.85992643333885e-05,0.0012981122893844,0.00925859500516814
"6",0.683481670132404,0.00210302052348432,0.118820659576864,0.0377587775807412,0.0307597933345665,0.000860326577789041,0.0007169388148242,0.00439722473092176,0.0432075125734051,0.0435898799413114,0.000103555038801092,3.58173163296695e-06,2.10302052348432e-05,0.000181624499755464,8.73372724687872e-05,3.01477180086735e-06,3.8236736790624e-06,0.00179043520022097,0.00107625765743871,8.03481278784738e-06,0.000210302052348432,7.33686770126729e-06,1.62506131360152e-05,0.000174342858949049,0.000107437114720618,1.0850242786435e-05,0.0113293879481121,0.000319276752201711,0.000171999737527573,1.24269394569528e-05,0.000214125726027495,3.80599987879855e-05,0.000775249838429902,1.58886854632431e-05,1.55351580010771e-05,1.33828578767184e-05,0.000737969020059044,0.000683481670132405,2.92620905265928e-05,0.000307805731164523,0.000100371434075388,0.00162601723202129,0.000606873341209666,3.8236736790624e-06,8.6926333694469e-06,0.000391926552103896,0.000116622047211403,0.000108018781433513,0.000105151026174216,2.76673948946444e-05,0.000339351039016788,1.33828578767184e-05,1.66911632056006e-05,5.2575513087108e-05,4.49281657289832e-05,4.3016328889452e-05,0.00112989557216294,0.000145299599804371,0.00139564089285778,0.00955918419765601
"7",0.705961470699124,0.00219895907720475,0.107270960201032,0.0373823043124807,0.0307646440220981,0.000879583630881898,0.000191213832800413,0.00210335216080454,0.0357569867336772,0.0431187192964931,0.000105167608040227,3.58229645668942e-06,2.86820749200619e-05,0.00045891319872099,8.73510451822121e-05,3.01524721745503e-06,3.99944834785551e-06,0.00228500530196493,0.00107642737865702,6.69248414801444e-05,0.00014341037460031,7.33802469384823e-06,3.32818280942429e-05,0.000174370352070441,0.000107454057092992,1.08519538232039e-05,0.0113311745440188,0.00030594213248066,0.000172026861148762,1.463229728498e-05,0.000210335216080454,3.80660006866188e-05,0.000984751238922125,1.58911910408207e-05,1.55376078288896e-05,1.68538871945557e-05,0.000736173256281589,0.000793001373685715,2.92667050328127e-05,0.000325063515760702,0.000197529517882587,0.00160619619552347,0.000606969042533711,3.00420524244275e-06,8.6940041604611e-06,0.000175501097506629,9.63433818752228e-05,9.56069164002063e-05,3.82427665600825e-05,2.76717579242001e-05,0.000267699365920578,7.63508035012262e-06,1.66937953304776e-05,5.73641498401238e-05,3.78878256545666e-05,2.23077605223351e-05,0.00100387262220217,0.000106502493182456,0.00130981475468283,0.00910177844129965
"8",0.704885402921737,0.0021701529379885,0.105370789470878,0.0375831031533463,0.0317417044348812,0.000828603849050154,0.000207150962262539,0.00246608288407784,0.0351466132638774,0.0441034262988481,0.000106860712574201,3.69606731820728e-06,2.2495717826898e-05,0.000279136468587984,0.000108409003584062,3.11100905005787e-06,4.12646761877097e-06,0.00193834114688518,0.0011106138486245,8.29129929214623e-06,0.000186435866036285,7.57107447109364e-06,3.15658609161964e-05,0.000200048643556394,0.000122416354365624,1.19358411589367e-05,0.0116910435569462,0.00032187313802984,0.000172428515254723,1.50970073077893e-05,0.000227372841911977,4.47840651748536e-05,0.000892722004036178,1.63958825193506e-05,1.65720769810031e-05,1.7389153130592e-05,0.000740120795169441,0.000858196843659089,3.01961921050383e-05,0.000354855836003272,0.000225991835496893,0.00180615910429861,0.000626245892375322,3.09961639077777e-06,8.97011875771297e-06,0.00018564671951338,9.94031703907771e-05,8.52278244737301e-05,5.71144795952428e-05,3.08753577086546e-05,0.000219284090052202,7.87756437669432e-06,1.72239768773468e-05,5.01108042044617e-05,3.90911126013265e-05,2.30162370998169e-05,0.00123994647411434,0.000117385545282105,0.00179037617384051,0.00931982043550697
"9",0.709899404185749,0.00216222729576791,0.106963279498607,0.0368344030473737,0.0307861576836604,0.000822794457681595,0.000162645416053339,0.00180823433141653,0.0369300768215228,0.0411397228840798,4.78368870745114e-05,3.58480155031344e-06,2.18185106488786e-05,0.000226746844733184,9.75872496320032e-05,3.01735577454143e-06,4.00224515506479e-06,0.00162645416053339,0.00142553923482044,8.04169945990461e-06,0.000138726972516083,5.54907890064332e-06,3.33051020182084e-05,0.00016934258024377,9.95007251149836e-05,9.75872496320032e-06,0.0113390984144874,0.00029658869986197,0.000151164563155456,1.76039744434202e-05,0.000183693646366124,3.3485820952158e-05,0.000823942542971384,1.59023037228211e-05,1.31073070584161e-05,1.86563859590594e-05,0.000648668188730374,0.000692678124838925,2.92871711882693e-05,0.000363560341766286,0.000199958187971457,0.00142553923482044,0.00060739349491972,2.87021322447068e-06,8.13227080266693e-06,0.000153078038638436,9.03160427966775e-05,9.49083839558305e-05,4.26705032704641e-05,2.65016354392793e-05,0.000188477335073575,7.64041954840932e-06,1.47337612189495e-05,4.6497454236425e-05,8.32361835096498e-06,2.23233603001108e-05,0.000985439873734934,9.66305118905129e-05,0.00149251087672475,0.0084288595025289
"10",0.710523874806102,0.00219373700286307,0.104891018167198,0.0369041644724065,0.0305587203353354,0.00085565239808642,0.000161443848695551,0.00201329976020334,0.0350902953488271,0.0436943028146018,9.78159789155397e-05,3.55831829224492e-06,2.39316763948699e-05,0.000276353882178855,8.67663594223648e-05,2.99506460708343e-06,3.97267796987825e-06,0.00191992453173179,0.00106922229303385,3.4662943984633e-05,0.000105888171350317,7.2889074962812e-06,1.0826234559584e-05,0.000173203201046862,0.000106734811468752,1.07793160791024e-05,0.0112553291275797,0.000297810991077113,0.000170875396322954,1.45343557453163e-05,0.000228949860351324,3.78112052403894e-05,0.000897919969658295,1.57848230736235e-05,1.54336065771508e-05,2.58310157912881e-05,0.000754512575227148,0.000787693405020128,1.16809372879722e-05,0.000309307420706711,0.000196207350574634,0.00159867396996524,0.000602906284554143,2.98409654172542e-06,8.63581069044513e-06,0.000174326377818551,9.5698505751297e-05,0.00013950647866692,5.15385389338558e-05,2.74865365250231e-05,0.000203514216326215,7.58397480528689e-06,1.65820551173276e-05,5.07186183087634e-05,3.31434724674984e-05,2.21584431342685e-05,0.00107834994231646,0.000105789616868015,0.00133248155355722,0.00860780614456749
