"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11",0.6127,0.00753,0.1451,0.05968,0.0452209699335985,0.00142,0.02331,0.04342,0.03399,0.0265,0.0017,0,2.12909758248428e-05,0.000381265574675371,0.003514,1.7e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.00062,0.00215575890999486,0.000133,0.0005325,2.7e-05,0.0002522,7.78e-05,5.34e-05,1.72e-05,0.00230453816874341,0.0001709,6.77e-05,1.71712777405739e-05,5.43e-05,1.83e-05,0.000288,0.000330989032583413,7.8e-06,1.93539033081081e-05,0.0001215,0.0003166,0.000247,0.000143290581369341,8.27e-05,0.0010467,0.000863377401693486,3.57993189263151e-06,0.000193,7.64e-05,2.42285836690759e-05,0.001111,1.02e-05,1.29e-05,9.14e-05,4.50844759630647e-06,7.14506029373017e-06,2.31e-05,0.000915,2.54194970720216e-05,0.000483,4.11860361492358e-05,0.000698688973020914,0.001789
"12",0.6334,0.00749,0.1492,0.0577,0.0458,0.00141,0.0224,0.0451,0.0358,0.027,0.00183,0,2.12909758248428e-05,0.000381265574675371,0.00361,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000618,0.00215575890999486,0.00013,0.000424,2.76328346403152e-05,0.000236,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.000187,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.000255,0.000330989032583413,6.91990015557219e-06,1.93539033081081e-05,0.000103,0.00024,0.00022,0.000143290581369341,7.11397411985074e-05,0.00102,0.000863377401693486,3.57993189263151e-06,0.00025,6.86533759683895e-05,2.42285836690759e-05,0.00091,1.18005502657625e-05,1.23949488668255e-05,7.85802826199013e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.000733,2.54194970720216e-05,0.00052,0.00025,0.000675,0.00201
"13",0.6363,0.0079,0.1482,0.059,0.0452209699335985,0.0014,0.0223,0.045,0.0356,0.0267,0.0019,0,2.12909758248428e-05,0.000381265574675371,0.00358,2.55060551618717e-05,0.00013,1.55774836948437e-05,3.22866094705004e-06,0.00047,0.00215575890999486,0.000143599921679829,0.00054,2.76328346403152e-05,0.00023,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00017,7.3154124895404e-05,1.71712777405739e-05,6e-05,1.58679936716521e-05,0.000254159661938186,0.000330989032583413,6.91990015557219e-06,1.93539033081081e-05,0.00014,0.00032,0.000227649312985304,0.000143290581369341,7.11397411985074e-05,0.00103,0.000863377401693486,3.57993189263151e-06,0.00019,6.86533759683895e-05,2.42285836690759e-05,0.00104,1.18005502657625e-05,1.23949488668255e-05,7.85802826199013e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.00079,2.54194970720216e-05,0.00047,4.11860361492358e-05,0.00066,0.00194
"14",0.6328,0.0079,0.1491,0.0587,0.0465,0.0014,0.023,0.0444,0.0357,0.0272,0.0017,0,2.12909758248428e-05,0.000381265574675371,0.00362,1.64e-05,9e-07,1.55774836948437e-05,3.22866094705004e-06,0.000517,0.00102,0.000132,0.000461,2e-05,0.000261,7.91e-05,4.87e-05,1.61e-05,0.00399,0.000174,7.24e-05,1.71712777405739e-05,5.05e-05,1.65e-05,0.000228,0.000363,6.6e-06,1.93539033081081e-05,0.000127,0.000263,0.000201,0.000121,6.48e-05,0.00105,0.000863377401693486,3.57993189263151e-06,0.000175,6.41e-05,2.42285836690759e-05,0.000902,1.12e-05,1.2e-05,8.07e-05,4.8e-06,7.1e-06,2.16e-05,0.000823,2.54194970720216e-05,0.000388,4.56e-05,0.00078,0.00166
"15",0.6354,0.0077,0.149,0.0588,0.0458,0.0014,0.0229,0.0446,0.0352,0.0267,0.00175082414479092,0,2.12909758248428e-05,0.000381265574675371,0.00349,0.00145,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.00013,0.00215575890999486,0.00023,4e-04,0.00201,0.00036,7.28382608480474e-05,9e-05,1.64664058473227e-05,0.00230453816874341,0.00018,4e-05,1.71712777405739e-05,0.00025,1e-05,0.000254159661938186,0.00023,6.91990015557219e-06,5e-05,0.00019,0.00053,0.00012,0.00014,7.11397411985074e-05,0.00103,0.000863377401693486,3.57993189263151e-06,0.00018,9e-05,2.42285836690759e-05,0.00079,5e-05,1.23949488668255e-05,8e-05,4.50844759630647e-06,7.14506029373017e-06,5e-05,0.00087,2.54194970720216e-05,0.00056,5e-05,0.00063,0.00186
"16",0.632,0.0059,0.1435,0.0563,0.0452209699335985,0.00144,0.0211,0.0496,0.0342,0.0259,0.00154,6e-07,2.12909758248428e-05,0.00025,0.0035,3e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,6e-04,0.00215575890999486,0.00015,8e-04,2.76328346403152e-05,0.00035,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00521,0.00018,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,4e-04,0.00033,6.91990015557219e-06,1e-05,0.00012,0.000283135315654847,5e-04,1e-04,7.11397411985074e-05,0.00099,0.00184,3.57993189263151e-06,0.00025,6.86533759683895e-05,3.2e-05,0.00099,1.18005502657625e-05,1.23949488668255e-05,8e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.001,2.54194970720216e-05,0.00049,5e-05,0.00069,0.00213
"17",0.635,0.00836,0.1469,0.0571,0.0434,0.00137,0.0237,0.0422,0.0349,0.0265,0.00166,0,1.17e-05,0.000381265574675371,0.00385,2.5e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000565,0.00215575890999486,0.00014,0.000675,2.76328346403152e-05,0.00031,8.27e-05,4.23e-05,1.57e-05,0.0059,0.000167827937137655,8.09e-05,1.71712777405739e-05,5.79182660402812e-05,1.36e-05,0.000237,0.00033,7.51e-06,1.93539033081081e-05,0.000125442377669483,0.000297,0.00018,0.00017,8.06e-05,0.000951,0.00055,9e-07,0.000184624402081785,5.52e-05,2.42285836690759e-05,0.00101,1.18005502657625e-05,1.11e-05,7.85802826199013e-05,4.50844759630647e-06,8.31e-06,2.20491426988458e-05,0.000705,2.54194970720216e-05,0.000441,4.93e-05,0.000781,0.00193294071870423
"18",0.634,0.0077,0.1484,0.0578,0.0452209699335985,0.00143,0.0231,0.045,0.0357,0.0271,0.0019,0,2.12909758248428e-05,0.000381265574675371,0.00351,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.00061,0.00215575890999486,0.00017,0.00054,2.76328346403152e-05,0.000280572200228567,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00019,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.000254159661938186,0.000330989032583413,6.91990015557219e-06,1.93539033081081e-05,0.00014,0.00027,2e-04,0.00016,7.11397411985074e-05,0.00106,0.000863377401693486,3.57993189263151e-06,0.000184624402081785,6.86533759683895e-05,2.42285836690759e-05,0.00103,1.18005502657625e-05,1.23949488668255e-05,7.85802826199013e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.00082,2.54194970720216e-05,0.00048,4.11860361492358e-05,0.00073,0.00194
"19",0.6333,0.00814,0.1448,0.0581,0.0452209699335985,0.00139,0.0225,0.0442,0.0366,0.0267,0.00167,0,1.26e-05,0.000381265574675371,0.00356,1.84e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000575,0.00224,0.000135,6e-04,2.09e-05,0.000291,8.06e-05,5.06e-05,1.61e-05,0.00230453816874341,0.00019,8.55e-05,1.64e-05,6.06e-05,1.78e-05,0.000261,0.000330989032583413,7.1e-06,2.19e-05,0.000128,0.000283,0.000197,0.000149,7.12e-05,0.00102,0.000863377401693486,3.57993189263151e-06,0.000218,7.19e-05,1.69e-05,0.00103,9e-06,1.38e-05,8.24e-05,4.50844759630647e-06,7.7e-06,2.08e-05,0.000848,2.54194970720216e-05,0.000525,5.14e-05,0.00076,0.00203
"20",0.639,0.0078,0.146,0.059,0.0447,0.0014,0.024,0.045,0.03,0.0255,0.0018,0,2.12909758248428e-05,0.00042,0.00334,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,6e-04,0.0031,0.00015,0.00057,3e-05,3e-04,9.3e-05,5.5e-05,2e-05,0.0047,0.00018,8.9e-05,2e-05,5.4e-05,1.9e-05,0.00027,0.00031,8e-06,7e-06,1e-04,0.00031,0.00032,0.000143290581369341,7.2e-05,9e-04,0.000863377401693486,3.57993189263151e-06,0.000184624402081785,7.9e-05,3e-05,0.001,6e-06,1.5e-05,1e-04,4.50844759630647e-06,8e-06,2.7e-05,0.00085,2.54194970720216e-05,0.00046,5.4e-05,0.00074,0.00176
"21",0.627,0.0075,0.152,0.0612,0.0452209699335985,0.0016,0.0293,0.041,0.0333,0.0277,0.0017,6.6e-05,2e-05,0.000381265574675371,0.00392,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,2.4e-05,0.000529559330065622,0.00215575890999486,0.000104,0.000372,2.76328346403152e-05,0.00026,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00017,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.000254159661938186,0.000330989032583413,6.91990015557219e-06,2e-05,0.00012,0.000283135315654847,0.000222,0.00015,7.11397411985074e-05,0.001043,0.000598,3.57993189263151e-06,0.000184624402081785,6.86533759683895e-05,2.42285836690759e-05,0.00103,1.18005502657625e-05,1.23949488668255e-05,8e-05,4.50844759630647e-06,7.14506029373017e-06,2.5e-05,0.00101,2.54194970720216e-05,0.00044,4.11860361492358e-05,0.000794,0.002032
"22",0.6071,0.0081,0.1419,0.0636,0.0452209699335985,0.0016,0.0222,0.0493,0.0386,0.0302,0.0018,0,2.12909758248428e-05,0.000381265574675371,0.00364591214822274,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000529559330065622,0.00215575890999486,0.00025,0.00068,2.76328346403152e-05,0.00029,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00016,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.000254159661938186,0.000330989032583413,6.91990015557219e-06,2e-05,0.00013,0.000283135315654847,0.00023,4e-05,7.11397411985074e-05,9e-04,0.000863377401693486,3.57993189263151e-06,0.00019,6.86533759683895e-05,2.42285836690759e-05,0.00093,1.18005502657625e-05,1.23949488668255e-05,7.85802826199013e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.00079,2.54194970720216e-05,0.00048,4.11860361492358e-05,0.00064,0.00199
"23",0.6316,0.0081,0.147,0.0627,0.0452209699335985,0.0014,0.0231,0.0453,0.0373,0.029,0.0017,0,2.12909758248428e-05,0.000381265574675371,0.00368,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000529559330065622,0.00215575890999486,0.000187,0.000596,2.76328346403152e-05,0.000224,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00017,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.00023,0.000330989032583413,6.91990015557219e-06,1.93539033081081e-05,0.000136,0.000268,0.000198,0.000126,7.11397411985074e-05,0.000972,0.000863377401693486,3.57993189263151e-06,2e-04,6.86533759683895e-05,2.42285836690759e-05,0.000993,1.18005502657625e-05,1.23949488668255e-05,0.000104,4.50844759630647e-06,7.14506029373017e-06,2.2e-05,0.000729,2.54194970720216e-05,0.000517,4.11860361492358e-05,0.000702,0.002027
"24",0.635,0.00768,0.148,0.058,0.0452209699335985,0.00141,0.0227,0.0449,0.0364,0.027,0.00174,0,2.12909758248428e-05,0.000381265574675371,0.00357,2.55060551618717e-05,5.72508330294044e-06,1.55774836948437e-05,3.22866094705004e-06,0.000529559330065622,0.00215575890999486,0.00014,0.00056,2.76328346403152e-05,0.00027,7.28382608480474e-05,4.88797391564063e-05,1.64664058473227e-05,0.00230453816874341,0.00017,7.3154124895404e-05,1.71712777405739e-05,5.79182660402812e-05,1.58679936716521e-05,0.000254159661938186,0.000330989032583413,6.91990015557219e-06,1.93539033081081e-05,0.00015,0.000283135315654847,0.00021,0.00013,7.11397411985074e-05,0.00102,0.000863377401693486,3.57993189263151e-06,2e-04,6.86533759683895e-05,2.42285836690759e-05,0.00101,1.18005502657625e-05,1.23949488668255e-05,7.85802826199013e-05,4.50844759630647e-06,7.14506029373017e-06,2.20491426988458e-05,0.00082,2.54194970720216e-05,0.00048,4.11860361492358e-05,7e-04,0.00192
