"","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1",0.700048533062552,0.00193712059833747,0.126584118307201,0.0267552795512948,0.0215768383478184,0.000479485296618186,0.00109322647628946,0.0106445735849237,0.034906529593804,0.0490992943737023,0.000278101472038548,3.12407369405954e-06,1.17460423827201e-05,0.000223018244025909,0.00534146620432659,4.69895590685822e-05,5.29759242232566e-06,1.50544065035676e-06,0.00120542603569812,0.000958970593236372,9.58970593236372e-06,8.63073533912735e-05,4.21947061024004e-05,2.87691177970912e-05,0.000106445735849237,5.56202944077096e-05,1.63025000850183e-05,0.00671279415265461,0.000268511766106184,0.000121789265341019,2.78101472038548e-05,8.63073533912735e-05,2.01383824579638e-05,0.000554285002890623,0.000341393531192148,6.71279415265461e-06,1.5343529491782e-05,0.000805535298318553,0.000537982502805605,6.71279415265461e-05,0.000201383824579638,0.000143845588985456,0.00164655250858685,7.8331628754982e-05,1.34255883053092e-05,3.83588237294549e-05,0.000113158530001892,0.000210973530512002,0.000913898975354263,0.00107788294679768,1.91794118647274e-05,0.000218645295257893,7.67176474589098e-06,7.67176474589098e-06,2.58922060173821e-05,4.79485296618186e-05,9.58970593236372e-06,0.000513049267381459,4.31536766956368e-05,0.000738407356792007,0.00281937354411493
"2",0.7123861141664,0.00191836842376841,0.126708234389904,0.0273367500386999,0.0195940809588102,0.000613877895605892,0.00123971961695636,0.0110306184366684,0.0312694053074251,0.0470959448035145,0.000306938947802946,3.12476960736801e-06,1.91836842376841e-05,0.000223067923188197,0.00517959474417471,4.3972005970084e-05,5.29877250494552e-06,1.5057759997391e-06,0.00132367421240021,0.000658858682730902,1.91836842376841e-05,0.000115102105426105,3.97225822732588e-05,4.79592105942103e-05,8.99148000087236e-05,5.19360377183404e-05,1.57291454161489e-05,0.00180499927169899,0.000268571579327578,9.96073805459226e-05,2.54136820238404e-05,7.67347369507365e-05,1.8835025933142e-05,0.000412449211110209,0.000304859066259098,7.00628682238404e-06,2.02178580685602e-05,0.000470000263823261,0.000681020790437787,7.01150067561428e-05,0.000231830386347828,0.000115102105426105,0.00162102131808431,7.83490777745195e-05,1.88021434240279e-05,5.09265257222518e-05,9.59184211884207e-05,0.00017079539773983,0.00083449026433926,0.000939880942039799,1.5291581243174e-05,0.000268571579327578,8.08079981033715e-06,6.75113588187868e-06,2.87755263565262e-05,0.000115102105426105,1.622244063933e-05,0.000470000263823261,4.6796482391029e-05,0.000631823638531098,0.00263775658268157
"3",0.705266890384939,0.00201546817660714,0.127277256267024,0.0273464836213443,0.0200154118090762,0.000486965329982376,0.0012051657059926,0.0111698284945656,0.035469104517831,0.0490590625195525,7.15260947459023e-05,3.19196142097362e-06,1.20012899202912e-05,0.000227864545083428,0.0052057279641778,4.49175345050647e-05,5.41271182823237e-06,1.53815464937385e-06,0.0011992868488902,0.000673026098369517,1.80284951140357e-05,4.55611425436227e-05,3.37054473871101e-05,5.38771937556973e-05,8.36757327575351e-05,4.65409520606899e-05,1.73426284520887e-05,0.00184381210907947,0.00024671603639751,0.000115029637303684,2.59601515560427e-05,8.96525708116447e-05,1.97921522447565e-05,0.000594940338763177,0.000311414440296199,6.56472376434994e-06,2.06526019766052e-05,0.000445911311217262,0.000528803196361144,0.000169996951211151,0.000236815427187598,0.000136193522872335,0.00154035854178128,8.0033815304475e-05,1.92064452686677e-05,3.76246854553788e-05,0.000105525484988133,0.000190572951069562,0.000871932489238062,0.000949925326796607,1.84204189208625e-05,0.000199685179578286,8.25456097127527e-06,6.89630532500554e-06,2.82185140915341e-05,6.03714047575869e-05,1.6571271223542e-05,0.000536935615352801,4.44833520748489e-05,0.000645409720542296,0.00279245712364139
"4",0.709157389053116,0.00183769645281086,0.127187938707699,0.0261146338031017,0.0197580032500857,0.000502948502874551,0.00125737125718638,0.0104458535212407,0.0345293491396566,0.0488440372983939,0.000222457991656051,3.15091114443855e-06,1.18469471181607e-05,0.000224934089055122,0.00494243624940183,4.43398717549479e-05,5.34310155165021e-06,1.51837318419209e-06,0.001121962044874,0.000664370634280305,2.90162597812241e-05,3.86883463749654e-05,4.0054897767683e-05,5.80325195624481e-05,9.06670190113906e-05,5.23705298652526e-05,1.58607340097574e-05,0.00182009973070952,0.000270818424624758,0.000100440686791894,2.56262905659738e-05,7.49647191729538e-05,1.89925980394166e-05,0.000609341455405706,0.000307409489356888,7.0649007778777e-06,2.03869988221505e-05,0.000473932243093326,0.000539888739346649,5.80325195624481e-05,0.000270818424624758,0.000144286470729196,0.0015668780281861,7.90045390015668e-05,1.89594404382353e-05,5.13525723840291e-05,0.000113030470708213,0.000172224256434233,0.000870487793436722,0.000947743900137668,1.54195092148853e-05,0.000222772029570694,8.14840304332542e-06,6.8076152679135e-06,3.10712997269646e-05,5.80325195624481e-05,1.63581560957105e-05,0.000522292676062033,4.71879774875992e-05,0.000589997282218223,0.00271785633284132
"5",0.708961796569423,0.00192678841301651,0.126011962211279,0.0263970012583261,0.0209056542812291,0.000481697103254127,0.00134875188911155,0.0103083180096383,0.0346821914342971,0.0480733709047618,0.000289018261952476,3.1384846613539e-06,3.85357682603301e-06,0.000224046999726139,0.00514452506275407,4.43161334993796e-05,2.98652204017558e-06,1.51238506271718e-06,0.00127168035259089,0.000661750506301324,1.96859193148037e-05,6.74375944555777e-05,3.85357682603301e-05,5.29745582412054e-05,9.30638803486972e-05,5.12525717862391e-05,1.57996649867353e-05,0.00181292166776859,0.000240848551627063,0.000104046574302891,1.73410957171486e-05,7.46690752236178e-05,1.81118110823552e-05,0.000605974955893691,0.000284201290919935,6.16572292165282e-06,1.54143073041321e-05,0.000507708746829849,0.000533720390405572,4.81697103254127e-05,0.000216763696464357,0.000146435919389254,0.00151252890421796,0.000578036523904952,1.44509130976238e-05,4.81697103254127e-05,0.000109826939541941,0.000139692159943697,0.000828519017597098,0.000895956612052675,1.75337745584502e-05,0.000218690484877373,8.11626757902851e-06,6.78076756828132e-06,2.78420925680885e-05,4.81697103254127e-05,1.62936432165141e-05,0.000552024880329229,4.40271152374272e-05,0.000655108060425612,0.00256262858931195
"6",0.714264950146133,0.00199949752762526,0.138853994973976,0.0216612232159403,0.0226919199483467,0.000608585183675576,0.00143572022415881,0.0120358655996871,0.0195506424923358,0.0399899505525051,0.000444332783916724,7.22040773864676e-06,1.36061307529359e-05,0.000258335130219749,0.00697602470749256,5.09240133047793e-05,6.13651243758186e-06,1.74384032188343e-06,0.00219944728038778,0.000763024737788502,1.85508937285232e-05,0.000107306367315889,4.98763549946522e-05,7.07599958387382e-05,0.000201060584722317,0.000110638863195264,3.45468739495253e-05,0.00209037101899903,0.000265933171174159,0.000266599670350034,2.94316043344931e-05,8.60964230490032e-05,2.18128577501726e-05,0.00103873896560132,0.000353057514747518,1.95506424923358e-05,2.64378006430451e-05,0.000655501939473146,0.00111083195979181,6.3872837688029e-05,0.000292148805425246,0.00016571193971244,0.00143719438957864,9.07361261099e-05,2.11058072360444e-05,0.00107273042357095,0.000202504666270047,0.000134743916722746,0.000965312973059082,0.0018717518522492,1.77091917800678e-05,0.00038923551871105,2.41050535274823e-05,7.81849556067696e-06,5.27645180901109e-05,6.84444115862352e-05,1.87872207493848e-05,0.000604930652128144,7.00934966628631e-05,0.000731715432694194,0.00132633335999142
"7",0.709119332184602,0.00191018270192536,0.125400134763582,0.0269825305282019,0.0196085151439246,0.000470346494443932,0.00121906132233427,0.0105108043146144,0.0355351576006416,0.0491656070314657,0.000307165057596037,3.12707150165167e-06,1.17573136837458e-05,0.000223232248511909,0.00503654705377003,4.40043984091762e-05,5.30267590125057e-06,1.50688524541216e-06,0.00120658274186943,0.000659344037885388,1.96143310914194e-05,7.48714827890341e-05,3.97518443298442e-05,5.27819152435172e-05,8.99810366885954e-05,5.19742969448952e-05,1.57407324559854e-05,0.00180632894333165,0.000179499580532684,9.96807573668403e-05,2.54324032790778e-05,7.43975396985796e-05,1.88489009524157e-05,0.000598971862312273,0.00030508364388565,7.01144807700841e-06,2.02327517656206e-05,0.000459787695589068,0.000535803967005987,5.7593448299257e-05,0.000222694666757127,0.000143194806203132,0.00147535216726597,7.8406794443881e-05,1.88159942200566e-05,5.09640412812134e-05,0.000112175287581113,0.000170921215959773,0.000832225327924264,0.00094057331518715,1.53028459467761e-05,0.000217895212732189,8.08675261621664e-06,6.75610917688835e-06,3.08362157615781e-05,6.62324655441456e-05,1.62343910702631e-05,0.000537538850793066,4.68309555102815e-05,0.000608570770362149,0.00244676166191344
"8",0.702516479308854,0.00212678719482521,0.128573953141706,0.0274548892422891,0.0203011504960588,0.000483360726096638,0.00145008217828992,0.0107306081193454,0.035091988714616,0.0500761712236117,0.000483360726096638,3.14932395172585e-06,1.18409795147369e-05,0.000224820784131365,0.00527829912897529,4.43175366530978e-05,5.34041009782709e-06,1.51760834166159e-06,0.00123353657299862,0.000664035974183297,2.90016435657983e-05,0.000116006574263193,4.00347211143499e-05,4.83360726096638e-05,0.000102955834658584,5.23441495201549e-05,1.59509039611891e-05,0.00181918290097471,0.000241680363048319,0.000108466146936086,2.56133819627872e-05,7.49269575698725e-05,2.41680363048319e-05,0.000609324531317423,0.000307254639512207,9.66721452193277e-06,2.03767293811916e-05,0.000425357438965042,0.000562921901612145,5.80032871315966e-05,0.000233652102459498,0.00014421379002689,0.00150054707888977,7.89647424402468e-05,1.89498900941218e-05,3.86688580877311e-05,0.000107596097629112,0.000172137502770853,0.000831380448886218,0.000947266497842634,1.54117420226233e-05,0.000241680363048319,8.14429848901156e-06,6.8041861019203e-06,3.10556483365445e-05,5.95649777447532e-05,1.63499160835495e-05,0.000541364013228235,5.94533693098865e-05,0.000647703372969496,0.00285182828397017
"9",0.708439822961927,0.00204077315256522,0.12633357611118,0.0273074883748013,0.0198517279056083,0.000485898369658386,0.0012633357611118,0.0105925844585528,0.033429807832497,0.049367274357292,0.000291539021795032,8.16309261026089e-06,2.07964502213789e-05,0.000226001093131654,0.00516995865316523,4.82011182701119e-05,3.13890346799317e-06,3.59564793547206e-07,0.00122446389153913,0.000667522162703955,1.8366958373087e-05,5.54895938149877e-05,4.06211037034411e-05,4.68406028350684e-05,0.000103010454367578,5.40318987060125e-05,1.70064429380435e-05,0.00182873361026295,0.000263356916354845,0.000113700218500062,1.54515681551367e-05,9.20291512132983e-05,1.95331144602671e-05,0.000623893506641368,0.000303200582666833,7.09841405264167e-06,1.52572088072733e-05,0.000569472889239628,0.000565585702282361,4.86870166397703e-05,0.000237118404393292,0.000143825917418882,0.00151600291333416,7.93793072971741e-05,1.25361779371864e-05,4.39252126171181e-05,0.000116615608718013,0.000223513250042858,0.00083088621211584,0.000869758081688511,1.75895209816336e-05,0.000201161925038572,8.55181130598759e-06,7.24960367530312e-06,2.54610745700994e-05,3.88718695726709e-05,7.28847554487579e-06,0.00052088305227379,4.84926572919069e-05,0.000678314124043107,0.0027987746092323
"10",0.707573431506706,0.00192851848325622,0.126414386577445,0.026517129144773,0.0196977529567834,0.000482129620814054,0.00183209255909341,0.0104139998095836,0.0348097586227747,0.0497557768680104,0.000385703696651243,3.14130271800906e-06,1.18108208947983e-05,0.000224248172332277,0.00508164620338013,4.42046612154814e-05,5.32680823336513e-06,1.51374303869955e-06,0.00122557349610933,0.000662344694458846,1.97035953724952e-05,7.81049985718768e-05,4.09810177691946e-05,2.12137033158184e-05,9.95115537360208e-05,5.36128138345228e-05,1.5813851562701e-05,0.00181454949664858,0.00023305812401668,9.75830352527646e-05,2.55481454465856e-05,7.40551097570387e-05,1.94780366808878e-05,0.000590126655876402,0.000306472071154085,6.84624061555957e-06,1.65852589560035e-05,0.000495629250196848,0.00055541332317779,5.20699990479179e-05,0.000223708144057721,0.000136924812311191,0.00148110219514077,7.87636216079005e-05,1.89016252919984e-05,4.29095362524508e-05,0.000117350349706141,0.000206351477708415,0.00087169035443181,0.000944853838463113,1.71638145009803e-05,0.000211172773916556,8.12355520485247e-06,7.71407393302487e-06,2.82527957797036e-05,4.04988881483806e-05,2.41064810407027e-05,0.000523592768204063,4.66701472948004e-05,0.00062194721085013,0.00266135550689358
"11",0.710623909970049,0.00182951955141341,0.1242147484907,0.0263835977414354,0.0196700892509378,0.00015406480432955,0.000962905027059687,0.0103993742922446,0.0352423239903845,0.0500710614071037,0.000288871508117906,3.13689104351231e-06,1.05919552976566e-05,0.000223933236131716,0.00519968714612231,4.41425797817489e-05,5.3193272147745e-06,1.51161712402085e-06,0.00126482580047317,0.000661414491463811,1.96759234615072e-05,8.2520860613678e-05,4.23678211906262e-05,3.65903910282681e-05,9.02635926058365e-05,5.21375051683906e-05,1.57901610607317e-05,0.00181200112660721,0.000232730815038754,9.99937720737784e-05,2.55122653955927e-05,7.46311607574563e-05,1.8908089740338e-05,0.000618809562939552,0.000306041658951999,7.03346522879388e-06,2.02210055682534e-05,0.000476511410993557,0.000537486483533138,7.03869930731973e-05,0.000266724692495533,0.000143644462500724,0.00149462321574075,7.86530052515947e-05,1.82951955141341e-05,5.11240771283259e-05,0.000112527537259942,0.000106882458003625,0.000882983909813733,0.000943526877021794,1.53508995126385e-05,0.000199321340601355,8.11214640903195e-06,6.77732452065087e-06,2.50355307035519e-05,5.9329826991006e-05,1.15548603247162e-05,0.000524373430942566,4.69780127578577e-05,0.000475675083367485,0.00263386296968
"12",0.685606327913822,0.00211103417972066,0.138368694870781,0.0263879272465082,0.0196017777454522,0.00623714644008376,0.00115147318893854,0.0112268635921508,0.0374228786405025,0.0515284252049997,0.000287868297234635,3.12599705381083e-06,1.1753273923128e-05,0.000223155546905536,0.00413570787027092,4.39892786938664e-05,5.30085392542758e-06,1.50636748635309e-06,0.00126043323501476,0.00065911749021051,1.96075916946133e-05,0.000115147318893854,3.97381857731764e-05,3.83824396312847e-05,8.99501196051404e-05,5.19564388079443e-05,1.57353240104184e-05,0.00180570829675162,0.00024948585760335,9.96465075025601e-05,2.54236648185801e-05,7.43719770352857e-05,1.88424245539963e-05,0.000623714644008376,0.000304978818504371,7.00903897467624e-06,2.02257998822252e-05,0.000527758544930164,0.000535619867149249,8.63604891703905e-05,0.000307059517050277,0.000143145605105471,0.00142015026635753,7.83798542185126e-05,1.88095291282439e-05,5.09465302636092e-05,0.000112136744651898,0.000220699027879887,0.000844413671888262,0.000940250138385111,1.52975879570635e-05,0.000191912198156423,8.08397404403392e-06,6.75378780786505e-06,3.08256205751786e-05,7.67648792625693e-05,1.62288130057949e-05,0.000522552354380716,4.68148646025405e-05,0.000383824396312847,0.00354078005598601
